Frame,nose_dist,body_dist,freezing,location,Left,Right
1,0.0,0.0,0,right,0,0
2,0.0,0.0,0,right,0,0
3,0.0,0.0,0,right,0,0
4,0.0,0.0,0,right,0,0
5,0.0,0.0,0,right,0,0
6,0.0,0.0,0,right,0,0
7,0.0,0.0,0,right,0,0
8,0.0,0.0,0,right,0,0
9,0.0,0.0,0,right,0,0
10,0.0,0.0,0,right,0,0
11,0.0,0.0,0,right,0,0
12,0.0,0.0,0,right,0,0
13,0.0,0.0,0,right,0,0
14,0.0,0.0,0,right,0,0
15,0.0,0.0,0,right,0,0
16,0.0,0.0,0,right,0,0
17,0.0,0.0,0,right,0,0
18,0.0,0.0,0,right,0,0
19,0.0,0.0,0,right,0,0
20,0.0,0.0,0,right,0,0
21,0.0,0.0,0,right,0,0
22,0.0,0.0,0,right,0,0
23,0.0,0.0,0,right,0,0
24,0.0,0.0,0,right,0,0
25,0.0,0.0,0,right,0,0
26,0.0,0.0,0,right,0,0
27,0.0,0.0,0,right,0,0
28,0.0,0.0,0,right,0,0
29,0.0,0.0,0,right,0,0
30,0.0,0.0,0,right,0,1
31,0.0,0.0,0,right,0,1
32,0.0,0.0,0,right,0,1
33,0.0,0.0,0,right,0,1
34,0.0,0.0,0,right,0,1
35,0.0,0.0,0,right,0,1
36,0.0,0.0,0,right,0,1
37,0.0,0.0,0,right,0,1
38,0.0,0.0,0,right,0,0
39,0.0,0.0,0,right,0,0
40,0.0,0.0,0,right,0,0
41,0.0,0.0,0,right,0,0
42,0.0,0.0,0,right,0,0
43,0.0,0.0,0,right,0,0
44,0.0,0.0,0,right,0,0
45,0.0,0.0,0,right,0,0
46,0.0,0.0,0,right,0,0
47,0.0,0.0,0,right,0,0
48,0.0,0.0,0,right,0,0
49,0.0,0.0,0,right,0,0
50,0.0,0.0,0,right,0,0
51,0.0,0.0,0,right,0,0
52,0.0032915208032446,0.0030892097771315,0,right,0,0
53,0.003075999831665,0.0023367214112071,0,right,0,0
54,0.0031783459837754,0.0022408975728885,0,left,1,0
55,0.0024157401365761,0.0012436832954026,0,left,1,0
56,0.0025300587805765,0.0022124997669668,0,left,1,0
57,0.0021200156790732,0.0022853460530856,0,left,1,0
58,0.0023083376128312,0.002206392708511,0,left,1,0
59,0.0036296865091653,0.00238288086582,0,left,1,0
60,0.0015530624613656,0.0018458267506705,0,left,1,0
61,0.0011972645288951,0.0014390012195326,0,left,1,0
62,0.0011125864937955,0.0016227678928517,0,left,1,0
63,0.0035481022655288,0.0019647018967707,0,left,1,0
64,0.0069103301879741,0.003229143137221,0,left,0,0
65,0.007557691036271,0.0025767489070475,0,left,0,0
66,0.0066224412951105,0.0024166982732749,0,left,0,0
67,0.0056485365156489,0.0030494077604307,0,left,0,0
68,0.0072819456647652,0.004010759558378,0,left,0,0
69,0.0096168748818437,0.0086327743741553,0,left,0,0
70,0.0060114028688936,0.0069854428432485,0,left,0,0
71,0.0051801255997302,0.0060024309518807,0,left,0,0
72,0.0061402173360002,0.0055648767681145,0,left,0,0
73,0.007223077187755,0.0070907587042724,0,left,0,0
74,0.0116211813634851,0.0103217990050182,0,left,0,0
75,0.007071975556812,0.0079068448864617,0,left,0,0
76,0.0061355601119622,0.0064805607046776,0,left,0,0
77,0.0062599177494928,0.0068373972809251,0,left,0,0
78,0.0056554399145071,0.007890100459211,0,left,0,0
79,0.0065139549918773,0.0082257401512723,0,left,0,0
80,0.0036137124095345,0.0037478155151806,0,left,0,0
81,0.0044400948252678,0.0015371274630148,0,left,0,0
82,0.0058087250845787,0.0017637275509846,0,left,0,0
83,0.0093165885652016,0.0017676043458475,0,left,0,0
84,0.0106544896413457,8.374361652267364e-05,0,left,0,0
85,0.0059624319099116,0.0012655266334287,0,left,0,0
86,0.0036919200003366,0.0010303021122794,0,left,0,0
87,0.0039970800587522,0.0018127436327764,0,left,0,0
88,0.0052602916663077,0.0026947670693386,0,left,0,0
89,0.0068710813815047,0.0046375527669995,0,left,0,0
90,0.0042236656818584,0.0045359163218474,0,left,0,0
91,0.0034940410641636,0.0039812969643101,0,left,0,0
92,0.003875090801856,0.0042132660543665,0,left,0,0
93,0.0041429498152241,0.0047590786891458,0,left,0,0
94,0.0060344577456204,0.005808610047625,0,left,0,0
95,0.0026003858064602,0.0024046045862142,0,left,0,0
96,0.0007347162009779,0.0017057848995128,0,left,0,0
97,0.0017392072222772,0.0011856922360353,0,left,0,0
98,0.0025630184896853,0.000589333233862,0,left,0,0
99,0.005105091229062,0.0009404183258789,0,left,0,0
100,0.0018576517057756,0.0015125635186095,0,left,0,0
101,0.001392379416959,0.0020763080296046,0,left,0,0
102,0.0016512667407939,0.0025163572247072,0,left,0,0
103,0.0004627706466148,0.0005858007261134,0,left,0,0
104,0.000705637783508,0.0002283851535808,0,left,0,0
105,0.0038383633643005,0.0002360426314746,0,left,0,0
106,0.005831377898372,0.0005280761433614,0,left,0,0
107,0.0047626874818964,0.0008308225602398,0,left,0,0
108,0.0039261584993329,0.0015930722401831,0,left,0,0
109,0.0046498781208878,0.0029235352847965,0,left,0,0
110,0.0035447495334217,0.0020119252944938,0,left,0,0
111,0.0028363139127509,0.0016883439538178,0,left,0,0
112,0.002477814701237,0.0005325407436812,0,left,0,0
113,0.0022720757331213,0.0001828119129932,0,left,0,0
114,0.0011768136086964,0.0001793947208801,0,left,0,0
115,0.0004236938729729,0.0003652980373738,0,left,0,0
116,0.0020950844245175,0.0008778108164164,0,left,0,0
117,0.0013324832761999,0.0009205865897837,0,left,0,0
118,0.0022323909247389,0.0008809220186072,0,left,0,0
119,0.006729717708781,0.0006972797549963,0,left,0,0
120,0.0055996022651074,0.0001271517727425,0,left,0,0
121,0.004584930103583,0.000749766373494,0,left,0,0
122,0.0036077019450124,0.0002257580521891,0,left,0,0
123,0.0027267325473695,1.127380246512284e-05,0,left,0,0
124,0.0033411362435769,8.612626533766061e-05,0,left,0,0
125,0.0037878450408522,0.0007059180782816,0,left,0,0
126,0.0029457783800072,0.0018953651905216,0,left,0,0
