Time,Frame,nose_dist,body_dist,freezing,darting,Left,Right
0.07,1,0.0,0.0,0,0,0,0
0.13,2,0.0,0.0,0,0,0,0
0.2,3,0.0,0.0,0,0,0,0
0.27,4,0.0,0.0,0,0,0,0
0.33,5,0.0,0.0,0,0,0,0
0.4,6,0.0,0.0,0,0,0,0
0.47,7,0.0,0.0,0,0,0,0
0.53,8,0.0,0.0,0,0,0,0
0.6,9,0.0,0.0,0,0,0,0
0.67,10,0.0,0.0,0,0,0,0
0.73,11,0.0,0.0,0,0,0,0
0.8,12,0.0,0.0,0,0,0,0
0.87,13,0.0,0.0,0,0,0,0
0.93,14,0.0,0.0,0,0,0,0
1.0,15,0.0,0.0,0,0,0,0
1.07,16,0.0,0.0,0,0,0,0
1.13,17,0.0,0.0,0,0,0,0
1.2,18,0.0,0.0,0,0,0,0
1.27,19,0.0,0.0,0,0,0,0
1.33,20,0.0,0.0,0,0,0,0
1.4,21,0.0,0.0,0,0,0,0
1.47,22,0.0,0.0,0,0,0,0
1.53,23,0.0,0.0,0,0,0,0
1.6,24,0.0,0.0,0,0,0,0
1.67,25,0.0,0.0,0,0,0,0
1.73,26,0.0,0.0,0,0,0,0
1.8,27,0.0,0.0,0,0,0,0
1.87,28,0.0,0.0,0,0,0,0
1.93,29,0.0,0.0,0,0,0,0
2.0,30,0.0,0.0,0,0,0,0
2.07,31,0.0,0.0,0,0,0,0
2.13,32,0.0075310193741632,0.0032516230989454,0,0,0,0
2.2,33,0.0119738686139663,0.00298306849894,0,0,0,0
2.27,34,0.0110303895869268,0.0032994331265101,0,0,0,0
2.33,35,0.0091621890047984,0.0043240981967542,0,0,0,0
2.4,36,0.0081137982045476,0.0091614765483645,0,0,0,0
2.47,37,0.0106348201132197,0.0090072492138926,0,0,0,0
2.53,38,0.0111578563104296,0.0105890546234407,0,0,0,0
2.6,39,0.0118225786667902,0.0116997856531441,0,0,0,0
2.67,40,0.0121968780220304,0.0116138749779157,0,0,0,0
2.73,41,0.0100796189068545,0.0123977881516569,0,0,0,0
2.8,42,0.0092689887978149,0.0078764021914641,0,0,0,0
2.87,43,0.0044581485734835,0.0028482349571098,0,0,0,0
2.93,44,0.0021050480049777,0.0024516200778346,0,0,0,0
3.0,45,0.0142246381765493,0.0024550321891845,0,0,0,0
3.07,46,0.0212929420309862,0.0025646204175548,0,0,0,0
3.13,47,0.0151550904253037,0.0005610469173159,0,0,0,0
3.2,48,0.0118964066806528,0.0049217481438801,0,0,0,0
3.27,49,0.010487609156212,0.007923220964356,0,0,0,0
3.33,50,0.0123597834819057,0.011219116104627,0,0,0,0
3.4,51,0.0133761593687168,0.0136069772137181,0,0,0,0
3.47,52,0.0144500040159945,0.0148678661973166,0,0,0,0
3.53,53,0.0138076023261329,0.0140336513786202,0,0,0,0
3.6,54,0.0128833849631801,0.011291541764345,0,0,0,0
3.67,55,0.0108428712020669,0.0089898026692199,0,0,0,0
3.73,56,0.0124104654264692,0.0101944855173193,0,0,0,0
3.8,57,0.0114312164950529,0.011260585971034,0,0,0,0
3.87,58,0.0121781104817587,0.0114485363166033,0,0,0,0
3.93,59,0.0108790638408549,0.0112321964153057,0,0,0,0
4.0,60,0.0117714707281778,0.011154879207821,0,0,0,0
4.07,61,0.0132162737638083,0.0124937208414091,0,0,0,0
4.13,62,0.0140704302044901,0.01331600445081,0,0,0,0
4.2,63,0.0138516236398296,0.0130786211077423,0,0,0,0
4.27,64,0.0123772022753495,0.0123783562142741,0,0,0,0
4.33,65,0.0117097084158866,0.0125959263623741,0,0,0,0
4.4,66,0.0121766414203764,0.0112745095966452,0,0,0,0
4.47,67,0.0114413593814523,0.0119855344337048,0,0,0,0
4.53,68,0.0100511157362497,0.0097716701684232,0,0,0,0
4.6,69,0.0086221797049224,0.0074447618443037,0,0,0,1
4.67,70,0.0076334786599175,0.0053829948125157,0,0,0,1
4.73,71,0.0061478242169897,0.0012063221989797,0,0,0,1
4.8,72,0.0060779152641882,0.0005021088109119,0,0,0,1
4.87,73,0.0085350417834509,0.0024589107947313,0,0,0,0
4.93,74,0.0095719442131734,0.0017609368050807,0,0,0,0
5.0,75,0.0103218455183214,0.0003284275198281,0,0,0,0
