Time,Frame,nose_dist,body_dist,freezing,Left,Right
0.04,1,0.0,0.0,0,0.01,0.01
0.08,2,0.0,0.0,0,0.01,0.01
0.12,3,0.0,0.0,0,0.01,0.01
0.16,4,0.0,0.0,0,0.01,0.01
0.2,5,0.0,0.0,0,0.01,0.01
0.24,6,0.0,0.0,0,0.01,0.01
0.28,7,0.0,0.0,0,0.01,0.01
0.32,8,0.0,0.0,0,0.01,0.0
0.36,9,0.0,0.0,0,0.01,0.0
0.4,10,0.0,0.0,0,0.01,0.0
0.44,11,0.0,0.0,0,0.01,0.0
0.48,12,0.0,0.0,0,0.01,0.0
0.52,13,0.0,0.0,0,0.0,0.0
0.56,14,0.0,0.0,0,0.0,0.0
0.6,15,0.0,0.0,0,0.0,0.0
0.64,16,0.0,0.0,0,0.0,0.0
0.68,17,0.0,0.0,0,0.0,0.0
0.72,18,0.0,0.0,0,0.0,0.01
0.76,19,0.0,0.0,0,0.0,0.01
0.8,20,0.0,0.0,0,0.0,0.02
0.84,21,0.0,0.0,0,0.0,0.03
0.88,22,0.0,0.0,0,0.0,0.05
0.92,23,0.0,0.0,0,0.0,0.07
0.96,24,0.0,0.0,0,0.0,0.1
1.0,25,0.0,0.0,0,0.0,0.16
1.04,26,0.0,0.0,0,0.0,0.16
1.08,27,0.0,0.0,0,0.0,0.13
1.12,28,0.0,0.0,0,0.0,0.07
1.16,29,0.0,0.0,0,0.0,0.04
1.2,30,0.0,0.0,0,0.0,0.03
1.24,31,0.0,0.0,0,0.0,0.02
1.28,32,0.0,0.0,0,0.0,0.01
1.32,33,0.0,0.0,0,0.01,0.0
1.36,34,0.0,0.0,0,0.01,0.0
1.4,35,0.0,0.0,0,0.01,0.0
1.44,36,0.0,0.0,0,0.01,0.01
1.48,37,0.0,0.0,0,0.01,0.01
1.52,38,0.0,0.0,0,0.01,0.01
1.56,39,0.0,0.0,0,0.01,0.01
1.6,40,0.0,0.0,0,0.01,0.01
1.64,41,0.0,0.0,0,0.01,0.01
1.68,42,0.0,0.0,0,0.01,0.0
1.72,43,0.0,0.0,0,0.01,0.0
1.76,44,0.0,0.0,0,0.01,0.0
1.8,45,0.0,0.0,0,0.01,0.01
1.84,46,0.0,0.0,0,0.01,0.01
1.88,47,0.0,0.0,0,0.01,0.01
1.92,48,0.0,0.0,0,0.01,0.01
1.96,49,0.0,0.0,0,0.01,0.01
2.0,50,0.0,0.0,0,0.01,0.01
2.04,51,0.0,0.0,0,0.01,0.0
2.08,52,0.0026775282651532,0.0018336325562344,0,0.01,0.01
2.12,53,0.005342410463349,0.0048954678185896,0,0.01,0.01
2.16,54,0.0056435510917727,0.0043907727479264,0,0.01,0.01
2.2,55,0.0085707634430824,0.0070574775802193,0,0.01,0.01
2.24,56,0.0047497950164375,0.0097184087957126,0,0.01,0.01
2.28,57,0.0048999522528159,0.0057098096592122,0,0.01,0.01
2.32,58,0.0067935677692735,0.006168991603308,0,0.01,0.01
2.36,59,0.0127519964942585,0.0126464999786184,0,0.01,0.01
2.4,60,0.0041501743240869,0.0042110403308602,0,0.01,0.0
2.44,61,0.0070456354776213,0.0071508596762052,0,0.01,0.0
2.48,62,0.0123424319168656,0.0128952601359692,0,0.01,0.0
2.52,63,0.0103774653367863,0.0118067739442803,0,0.01,0.0
2.56,64,0.0150391865969993,0.0163271363611519,0,0.01,0.0
2.6,65,0.0112938503415771,0.0116116339784965,0,0.01,0.0
2.64,66,0.0076573448570945,0.0061255976582332,0,0.01,0.0
2.68,67,0.0025421827739915,0.0022080045415485,0,0.01,0.0
2.72,68,0.0060818024277541,0.006444878417143,0,0.02,0.0
2.76,69,0.008783392488536,0.0092514805363755,0,0.35,0.0
2.8,70,0.0029566668202114,0.0020493588007528,0,0.8,0.0
2.84,71,0.0014684110940438,0.0002072447841266,0,0.86,0.0
2.88,72,0.0005201218016629,0.0001371649250576,0,0.88,0.0
2.92,73,0.0009493394665337,0.0004811380530837,0,0.88,0.0
2.96,74,0.0005558487513276,0.0001878855433823,0,0.89,0.0
3.0,75,0.0003090264753645,0.00021398996627,0,0.89,0.0
3.04,76,0.0010760973048092,0.0004060682204269,0,0.89,0.0
3.08,77,0.0023557612927072,0.0005128564038855,0,0.88,0.0
3.12,78,0.0022748103983694,0.0016778451573049,0,0.88,0.0
3.16,79,0.0008014411815888,0.0004227195024765,0,0.88,0.0
3.2,80,0.0003749144421118,5.969280690473356e-05,0,0.88,0.0
3.24,81,0.0001326030771454,2.3746503969069567e-05,0,0.88,0.0
3.28,82,0.0004420309018612,4.195319252074596e-05,0,0.88,0.0
3.32,83,0.0007658049356873,5.195969247048016e-05,0,0.89,0.0
