Time,Frame,nose_dist,body_dist,freezing,Left,Right
0.04,1,0.0,0.0,0,0.0,0.01
0.08,2,0.0,0.0,0,0.0,0.01
0.12,3,0.0,0.0,0,0.0,0.01
0.16,4,0.0,0.0,0,0.0,0.01
0.2,5,0.0,0.0,0,0.01,0.01
0.24,6,0.0,0.0,0,0.01,0.01
0.28,7,0.0,0.0,0,0.01,0.01
0.32,8,0.0,0.0,0,0.01,0.01
0.36,9,0.0,0.0,0,0.01,0.01
0.4,10,0.0,0.0,0,0.01,0.01
0.44,11,0.0,0.0,0,0.02,0.01
0.48,12,0.0,0.0,0,0.13,0.01
0.52,13,0.0,0.0,0,0.42,0.01
0.56,14,0.0,0.0,0,0.72,0.01
0.6,15,0.0,0.0,0,0.84,0.01
0.64,16,0.0,0.0,0,0.87,0.01
0.68,17,0.0,0.0,0,0.89,0.01
0.72,18,0.0,0.0,0,0.9,0.01
0.76,19,0.0,0.0,0,0.9,0.01
0.8,20,0.0,0.0,0,0.91,0.01
0.84,21,0.0,0.0,0,0.91,0.01
0.88,22,0.0,0.0,0,0.91,0.01
0.92,23,0.0,0.0,0,0.91,0.01
0.96,24,0.0,0.0,0,0.91,0.01
1.0,25,0.0,0.0,0,0.91,0.01
1.04,26,0.0,0.0,0,0.92,0.01
1.08,27,0.0,0.0,0,0.92,0.01
1.12,28,0.0,0.0,0,0.92,0.01
1.16,29,0.0,0.0,0,0.91,0.01
1.2,30,0.0,0.0,0,0.86,0.01
1.24,31,0.0,0.0,0,0.75,0.01
1.28,32,0.0,0.0,0,0.36,0.01
1.32,33,0.0,0.0,0,0.13,0.01
1.36,34,0.0,0.0,0,0.05,0.01
1.4,35,0.0,0.0,0,0.02,0.01
1.44,36,0.0,0.0,0,0.01,0.01
1.48,37,0.0,0.0,0,0.01,0.01
1.52,38,0.0,0.0,0,0.0,0.01
1.56,39,0.0,0.0,0,0.0,0.01
1.6,40,0.0,0.0,0,0.0,0.01
1.64,41,0.0,0.0,0,0.0,0.01
1.68,42,0.0,0.0,0,0.01,0.01
1.72,43,0.0,0.0,0,0.01,0.01
1.76,44,0.0,0.0,0,0.01,0.01
1.8,45,0.0,0.0,0,0.01,0.01
1.84,46,0.0,0.0,0,0.01,0.02
1.88,47,0.0,0.0,0,0.01,0.03
1.92,48,0.0,0.0,0,0.01,0.1
1.96,49,0.0,0.0,0,0.01,0.39
2.0,50,0.0,0.0,0,0.01,0.74
2.04,51,0.0,0.0,0,0.01,0.87
2.08,52,0.0026756799613105,0.0003158917969164,0,0.01,0.91
2.12,53,0.0021145096917614,0.0004553109434754,0,0.01,0.92
2.16,54,0.0011038320460701,0.0009984846314196,0,0.01,0.93
2.2,55,0.0006400680334369,0.0013582908600585,0,0.01,0.93
2.24,56,0.0002473666450871,0.0003640915309213,0,0.01,0.94
2.28,57,0.0006422871918332,0.000802806109265,0,0.01,0.94
2.32,58,0.0011064711166089,0.0004184515164072,0,0.01,0.94
