Time,Frame,nose_dist,body_dist,freezing,body,Known,Novel
0.07,1,0.0,0.0,0,red_corner,0,0
0.13,2,0.0,0.0,0,red_corner,0,0
0.2,3,0.0,0.0,0,red_corner,0,0
0.27,4,0.0,0.0,0,red_corner,0,0
0.33,5,0.0,0.0,0,red_corner,0,0
0.4,6,0.0,0.0,0,red_corner,0,0
0.47,7,0.0,0.0,0,red_corner,0,0
0.53,8,0.0,0.0,0,red_corner,0,0
0.6,9,0.0,0.0,0,red_corner,0,0
0.67,10,0.0,0.0,0,red_corner,0,0
0.73,11,0.0,0.0,0,red_corner,0,0
0.8,12,0.0,0.0,0,red_corner,0,0
0.87,13,0.0,0.0,0,red_corner,0,0
0.93,14,0.0,0.0,0,red_corner,0,0
1.0,15,0.0,0.0,0,red_corner,0,0
1.07,16,0.0,0.0,0,red_corner,0,0
1.13,17,0.0,0.0,0,red_corner,0,0
1.2,18,0.0,0.0,0,red_corner,0,0
1.27,19,0.0,0.0,0,red_corner,0,0
1.33,20,0.0,0.0,0,red_corner,0,0
1.4,21,0.0,0.0,0,red_chamber,0,0
1.47,22,0.0,0.0,0,red_chamber,0,0
1.53,23,0.0,0.0,0,red_chamber,0,0
1.6,24,0.0,0.0,0,red_chamber,0,0
1.67,25,0.0,0.0,0,red_chamber,0,0
1.73,26,0.0,0.0,0,red_chamber,0,0
1.8,27,0.0,0.0,0,red_chamber,0,0
1.87,28,0.0,0.0,0,red_chamber,0,1
1.93,29,0.0,0.0,0,red_chamber,0,1
2.0,30,0.0,0.0,0,red_chamber,0,0
2.07,31,0.0,0.0,0,red_chamber,0,0
2.13,32,0.0021149029873667,0.0008455764764347,0,red_chamber,0,0
2.2,33,0.0052855412155243,0.0028430272704865,0,red_chamber,0,1
2.27,34,0.0062761567100469,0.0047726049679344,0,red_chamber,0,1
2.33,35,0.0070563898975014,0.0028237211052046,0,red_chamber,0,1
2.4,36,0.0040710896954442,0.0021364901688706,0,red_chamber,0,1
2.47,37,0.0025023178043288,0.0005513657155956,0,red_chamber,0,1
2.53,38,0.0018099290529903,0.0004219762004661,0,red_chamber,0,1
2.6,39,0.0025440342067022,0.0010556225994785,0,red_chamber,0,1
2.67,40,0.0015222957392051,0.0021024399046062,0,red_chamber,0,1
2.73,41,0.0003081104680969,0.0023430619446188,0,red_chamber,0,1
2.8,42,0.000824480895586,0.0021494022797832,0,red_chamber,0,1
2.87,43,0.0002055808725909,0.0010295844059318,0,red_chamber,0,1
2.93,44,0.0011119168268231,0.0005810566369723,0,red_chamber,0,1
3.0,45,0.0049396928067173,0.0015524544820698,0,red_chamber,0,1
3.07,46,0.0057374906291357,0.0015514505171042,0,red_chamber,0,1
3.13,47,0.0058774925020938,0.000854290893393,0,red_chamber,0,0
3.2,48,0.0041272390582549,0.0006723486697691,0,red_chamber,0,0
3.27,49,0.004416411512054,0.0002092449609273,0,red_chamber,0,0
3.33,50,0.0039649555128405,0.0004714480206283,0,red_chamber,0,0
3.4,51,0.0031092923139973,0.0003302528703985,0,red_chamber,0,0
3.47,52,0.0026262334328914,0.0016653124143942,0,red_chamber,0,0
3.53,53,0.0012990638309147,0.0003228010887671,0,red_chamber,0,0
3.6,54,0.0040503828411995,0.0010073300341195,0,red_chamber,0,0
3.67,55,0.0073426645359498,0.0031731898645725,0,red_chamber,0,0
3.73,56,0.0074484692115781,0.0043669732478245,0,red_chamber,0,0
3.8,57,0.0053095842721186,0.0041075424122414,0,red_chamber,0,0
3.87,58,0.0032279778922759,0.0033360845276186,0,red_chamber,0,0
3.93,59,0.0047370061090415,0.0037268401343258,0,red_chamber,0,0
4.0,60,0.0029277874374973,0.0032877093377328,0,red_chamber,0,0
4.07,61,0.0060019483274832,0.0034611929106064,0,red_chamber,0,1
4.13,62,0.000450552973681,0.0032270402367234,0,red_chamber,0,1
4.2,63,0.0058787598606518,0.0035302529891509,0,red_chamber,0,0
4.27,64,0.0021974488931183,0.0020762338394936,0,red_chamber,0,0
4.33,65,0.0013545329115236,0.0008357877997112,0,red_chamber,0,0
4.4,66,0.0051640409191258,0.0016023619100428,0,red_chamber,0,0
4.47,67,0.0060505560924268,0.0009943442721497,0,red_chamber,0,0
4.53,68,0.0050365227610068,0.0017250371230734,0,red_chamber,0,0
4.6,69,0.0046530202208045,0.0043711096625701,0,red_chamber,0,0
4.67,70,0.0069930455984502,0.0069242519180056,0,red_chamber,0,0
4.73,71,0.0078013087502301,0.0069809400864861,0,red_chamber,0,0
4.8,72,0.0051077886018019,0.0052873407884843,0,red_chamber,0,0
4.87,73,0.0020623998612506,0.0042955266744614,0,red_chamber,0,0
4.93,74,0.00141275641036,0.0020691470402782,0,red_chamber,0,0
5.0,75,0.0014896561451828,0.0013301108222661,0,red_chamber,0,0
5.07,76,0.0067781886533827,0.002771205905382,0,red_chamber,0,0
5.13,77,0.0105725867340937,0.006305072946963,0,red_chamber,0,0
5.2,78,0.0126445028428607,0.0119078483609234,0,red_chamber,0,0
5.27,79,0.0127290349520544,0.012926877587764,0,red_chamber,0,0
5.33,80,0.0103650628621382,0.0079947991852097,0,red_chamber,0,0
5.4,81,0.0036670447520714,0.0044401753313198,0,red_chamber,0,0
5.47,82,0.002264426461041,0.004307096283632,0,red_chamber,0,0
5.53,83,0.000447935314612,0.0034202999607224,0,red_chamber,0,0
5.6,84,0.0023825554860708,0.0018551397803343,0,red_chamber,0,0
5.67,85,0.0041948994129272,0.0018474516995501,0,red_chamber,0,0
5.73,86,0.0040037976266171,0.0006918241297513,0,red_chamber,0,0
5.8,87,0.0021135094535502,0.0009075120169999,0,red_chamber,0,0
5.87,88,0.0031910740632794,0.0015626055764118,0,red_chamber,0,0
5.93,89,0.0013284097375724,0.0008833646286598,0,red_chamber,0,0
6.0,90,0.00036621643933,0.0005101525549875,0,red_chamber,0,0
6.07,91,0.0013900572791306,0.0007105814699791,0,red_chamber,0,0
6.13,92,0.0020888704243619,0.0004152494846747,0,red_chamber,0,0
6.2,93,0.0013467046646671,8.839144440328639e-05,0,red_chamber,0,0
6.27,94,0.0015540714087604,8.631669495342485e-05,0,red_chamber,0,0
6.33,95,0.0020557116650596,0.0003954965438796,0,red_chamber,0,0
6.4,96,0.0022776151111273,0.0003226498003676,0,red_chamber,0,0
6.47,97,0.001709723943835,0.0004247064578966,0,red_chamber,0,0
6.53,98,0.0009024739591958,0.0004823367100414,0,red_chamber,0,0
6.6,99,0.0024059299333123,0.0005801145208937,0,red_chamber,0,0
6.67,100,0.0072042996066451,0.0002878551107728,0,red_chamber,0,0
6.73,101,0.0125932587366048,0.0008244948473289,0,red_chamber,0,0
6.8,102,0.009965713071371,0.0016207729529701,0,red_chamber,0,0
6.87,103,0.0060821421261619,0.0020903336557806,0,red_chamber,0,1
6.93,104,0.0039268432758632,0.002439018297861,0,red_chamber,0,1
7.0,105,0.0052384627939336,0.0038960972015387,0,red_chamber,0,1
7.07,106,0.0047475857871124,0.0033197661176424,0,red_chamber,0,0
7.13,107,0.0013667966819536,0.0013807742374529,0,red_chamber,0,0
7.2,108,0.000612060167801,0.0002342186172819,0,red_chamber,0,0
7.27,109,0.0010245274777872,7.480856998297383e-05,0,red_chamber,0,0
7.33,110,0.0003155412758342,8.639026166569092e-05,0,red_chamber,0,0
7.4,111,4.402927412561583e-05,0.0002100326717546,0,red_chamber,0,0
7.47,112,0.000218585929477,0.0001665037324887,0,red_chamber,0,0
7.53,113,0.0001024209589414,0.0004839819183244,0,red_chamber,0,0
7.6,114,0.000131305571293,0.0002220563337418,0,red_chamber,0,0
7.67,115,0.0005734944586797,0.000108873191214,0,red_chamber,0,0
7.73,116,0.0027598568325405,0.0008622063868278,0,red_chamber,0,0
7.8,117,0.0039967633052807,0.0017198830577799,0,red_chamber,0,1
7.87,118,0.0025838100032933,0.0007518880012088,0,red_chamber,0,1
7.93,119,0.0005503474556194,0.0008290162321378,0,red_chamber,0,1
8.0,120,0.0007695545967346,0.0001624725972333,0,red_chamber,0,1
8.07,121,0.0031230129722868,0.0008966811492539,0,red_chamber,0,1
8.13,122,0.0020958542417779,0.0006942014255059,0,red_chamber,0,1
8.2,123,0.0017672065174145,0.000546890025389,0,red_chamber,0,1
8.27,124,0.005236563286148,0.0017209017287075,0,red_chamber,0,1
8.33,125,0.0085720829288048,0.0023753212602374,0,red_chamber,0,1
8.4,126,0.0029510052834545,0.0031956631090672,0,red_chamber,0,1
8.47,127,0.0005961655677696,0.0017715556097293,0,red_chamber,0,1
8.53,128,0.0012624272430991,0.0006089972528868,0,red_chamber,0,1
8.6,129,0.0014376066608415,0.0005826939937552,0,red_chamber,0,1
8.67,130,0.0007397702428078,0.0009998289051417,0,red_chamber,0,1
8.73,131,0.0005242499322575,0.0005123945954537,0,red_chamber,0,1
8.8,132,0.0004041158865169,0.0001107103155597,0,red_chamber,0,1
8.87,133,0.0001228812839772,5.9697762211749054e-05,0,red_chamber,0,1
8.93,134,0.0002425278729484,0.0002123723160171,0,red_chamber,0,1
9.0,135,0.0008760251787604,0.0002748210458732,0,red_chamber,0,1
9.07,136,0.000487485874663,0.0001475381300437,0,red_chamber,0,1
9.13,137,0.0003794623501631,8.539057738843796e-05,0,red_chamber,0,1
9.2,138,0.0032755815707524,0.0007250013286499,0,red_chamber,0,1
9.27,139,0.0107896640455967,0.0018219818562056,0,red_chamber,0,1
9.33,140,0.0097831773733385,0.0023051719890168,0,red_chamber,0,1
9.4,141,0.0019498254750448,0.0007175449208111,0,red_chamber,0,1
9.47,142,0.0005640774658374,0.0006261842400128,0,red_chamber,0,1
9.53,143,0.0006189368854992,0.0002372305714921,0,red_chamber,0,1
9.6,144,0.0005734374939956,0.0003999548598438,0,red_chamber,0,1
9.67,145,0.000392557589781,0.0002053229646747,0,red_chamber,0,1
9.73,146,0.000346891362237,0.0012886412381265,0,red_chamber,0,1
9.8,147,0.0017304436665543,0.0018888338738424,0,red_chamber,0,1
9.87,148,0.0006610795832363,0.000366538409922,0,red_chamber,0,1
9.93,149,0.0001070131804179,0.0006477124850504,0,red_chamber,0,1
10.0,150,0.0021235755286688,0.0011694296866356,0,red_chamber,0,1
10.07,151,0.0076362844391873,0.000477007770448,0,red_chamber,0,1
10.13,152,0.0010203270673034,0.0004412805349436,0,red_chamber,0,1
10.2,153,0.003963817088561,0.0019571521992076,0,red_chamber,0,1
10.27,154,0.0026333215633113,0.0019510860231786,0,red_chamber,0,1
10.33,155,0.0012509931803567,0.0011707131339766,0,red_chamber,0,1
10.4,156,0.0021510245648579,0.0004888770695932,0,red_chamber,0,1
10.47,157,0.0014603024867359,0.0007729163280442,0,red_chamber,0,1
10.53,158,0.0009141169620247,0.0005905946180333,0,red_chamber,0,1
10.6,159,0.0007172886740631,0.000986557211839,0,red_chamber,0,1
10.67,160,0.0012093591151949,0.0023477106629646,0,red_chamber,0,1
10.73,161,0.0005408081353914,0.0024215946326314,0,red_chamber,0,1
10.8,162,0.0016385153414392,0.0033086100749232,0,red_chamber,0,1
10.87,163,0.0029756481594473,0.0026828270980223,0,red_chamber,0,1
10.93,164,0.0020442104986294,0.0009391889073464,0,red_chamber,0,1
11.0,165,0.0050440951658418,0.0016062568944424,0,red_chamber,0,1
11.07,166,0.0219147029897325,0.0075851765227272,0,red_chamber,0,0
11.13,167,0.0168630345475875,0.005413490123315,0,red_chamber,0,0
11.2,168,0.0121190736827035,0.0020798871966491,0,red_chamber,0,0
11.27,169,0.0114636788387046,0.0078197950045754,0,red_chamber,0,0
11.33,170,0.0136152652360923,0.0131233947237492,0,red_chamber,0,0
11.4,171,0.0181588875166481,0.0190682612568063,0,red_chamber,0,0
11.47,172,0.0192674528369928,0.019708343847404,0,red_chamber,0,0
11.53,173,0.0187719181242044,0.0182820285604644,0,red_chamber,0,0
11.6,174,0.0184078398825482,0.0164344870586437,0,red_chamber,0,0
11.67,175,0.0141015497353998,0.0152663169714914,0,red_chamber,0,0
11.73,176,0.0114254351446673,0.0118406229311346,0,red_chamber,0,0
11.8,177,0.0137216482687464,0.0124262959122395,0,red_chamber,0,0
11.87,178,0.0142811362744159,0.0126294833901324,0,red_chamber,0,0
11.93,179,0.0089895259677773,0.0079228234288629,0,red_chamber,0,0
12.0,180,0.0065270880107126,0.0054859269203322,0,red_chamber,0,0
12.07,181,0.0044912628308426,0.0022974020078223,0,red_chamber,0,0
12.13,182,0.0114362511513602,0.0030228785716749,0,red_chamber,0,0
12.2,183,0.0151894750645548,0.0024226540214518,0,red_chamber,0,0
