Frame,nose_dist,body_dist,freezing,location
1,0.0,0.0,0,right
2,0.0,0.0,0,right
3,0.0,0.0,0,right
4,0.0,0.0,0,right
5,0.0,0.0,0,right
6,0.0,0.0,0,right
7,0.0,0.0,0,right
8,0.0,0.0,0,right
9,0.0,0.0,0,right
10,0.0,0.0,0,right
11,0.0,0.0,0,right
12,0.0,0.0,0,right
13,0.0,0.0,0,right
14,0.0,0.0,0,right
15,0.0,0.0,0,right
16,0.0,0.0,0,right
17,0.0,0.0,0,right
18,0.0,0.0,0,right
19,0.0,0.0,0,right
20,0.0,0.0,0,right
21,0.0,0.0,0,right
22,0.0,0.0,0,right
23,0.0,0.0,0,right
24,0.0,0.0,0,right
25,0.0,0.0,0,right
26,0.0,0.0,0,right
27,0.0,0.0,0,right
28,0.0,0.0,0,right
29,0.0,0.0,0,right
30,0.0,0.0,0,right
31,0.0,0.0,0,right
32,0.0,0.0,0,right
33,0.0,0.0,0,right
34,0.0,0.0,0,right
35,0.0,0.0,0,right
36,0.0,0.0,0,right
37,0.0,0.0,0,right
38,0.0,0.0,0,right
39,0.0,0.0,0,right
40,0.0,0.0,0,right
41,0.0,0.0,0,right
42,0.0,0.0,0,right
43,0.0,0.0,0,right
44,0.0,0.0,0,right
45,0.0,0.0,0,right
46,0.0,0.0,0,right
47,0.0,0.0,0,right
48,0.0,0.0,0,right
49,0.0,0.0,0,right
50,0.0,0.0,0,right
51,0.0,0.0,0,right
52,0.002625931891768241,0.0001709415125568297,0,right
53,0.0029583067695274808,0.0007712747574695275,0,right
54,0.004058937413237772,0.0007509598257388775,0,right
55,0.0033696938364864643,0.0001912674404158958,0,right
56,0.0006718990953268885,0.0008164670403612856,0,right
57,0.0002444122104746388,0.0004056306840139941,0,right
58,0.0011940710887415335,0.0010225733085632229,0,right
59,0.001275309408826278,0.0012615621174609454,0,right
60,0.0007407961356588185,0.0013104387280631032,0,right
61,0.005058894624458229,0.0005293602011144612,0,right
62,0.010415781075346207,0.0009266241776067818,0,right
63,0.01085792037538954,0.003372392308886407,0,right
64,0.008466987138385167,0.003834022788878164,0,right
65,0.006103391486961851,0.004050866547470887,0,right
66,0.006417368306838296,0.0044901810628057755,0,right
67,0.0019423971842562119,0.0012175754575630556,0,right
68,0.0023279331397905514,0.0011167537351124807,0,right
69,0.0016812276818709369,0.0021405256883350672,0,right
70,0.003603574896257255,0.0034584318110502175,0,right
71,0.0016995605055507759,0.0006878504069543519,0,right
72,0.0006165489579982828,0.001202440611519999,0,right
73,0.0008605818127412791,0.002024796245807024,0,right
74,0.0006146853811613092,0.0021703019924752104,0,right
75,0.0007012809858356254,0.0008652128856362242,0,right
76,0.0013397257751156188,0.0011726606876920152,0,right
77,0.0006124529962190872,0.0010294312015686658,0,right
78,0.0007897231680287892,0.0009249881442970772,0,right
79,0.0011017161384606824,0.00026799401627820076,0,right
80,0.000541788749503004,0.000472781655107207,0,right
81,0.0005240163646496341,0.0005367981742845166,0,right
82,8.80470683508107e-05,0.00021272597426927776,0,right
83,0.00043981952559606,0.000617423040595884,0,right
84,0.00020622917501127166,0.00039207072014937894,0,right
85,0.0004308477208909847,0.00025536848242708137,0,right
86,0.0004864216240142558,0.00012234114702133227,0,right
87,0.00040566787261511647,4.520656940886807e-05,0,right
88,0.00015264690649476487,4.1724325790669306e-05,0,right
89,0.00014452675748368693,0.0003034716400205885,0,right
90,0.0006938046786279177,0.0006543265751841128,0,right
91,0.0005331195184093315,0.0003877484913297551,0,right
92,0.000266115105935197,0.0004895287409529899,0,right
93,0.00020087057910761366,0.00010104316097735802,0,right
94,3.928927083851446e-05,9.198054666578657e-05,0,right
95,0.00012060536384184037,0.00026299608294216815,0,right
96,0.0003012488238562347,0.0003467528435106423,0,right
97,9.101437064662746e-05,0.0006389482295781281,0,right
98,0.00019878796976362608,0.0005707174430714405,0,right
99,6.183790317423325e-05,0.00011324643077413333,0,right
100,8.87333619855874e-05,0.00016198862510351142,0,right
101,0.000311226277191784,0.00076062016906971,0,right
102,2.8858411647197477e-05,0.000663789220824593,0,right
103,0.00019592536233470687,0.000536347965860005,0,right
104,0.00017442598931661056,0.0001471343063267125,0,right
105,0.0002892237251551739,0.00031847140366538526,0,right
106,7.220980915537583e-05,0.000252891484353937,0,right
107,0.0001400243027607104,4.859257640919622e-05,0,right
108,0.00018005006613849958,3.6504713999819705e-05,0,right
109,0.00018860901089453024,0.0001357973120450693,0,right
110,5.813232496298269e-05,0.00028468561133243917,0,right
111,7.492168667040813e-05,0.00010024827120399059,0,right
112,0.00027538145796743253,0.000658360645095859,0,right
113,2.4807839845344966e-05,0.00018388757729213799,0,right
114,0.00040473225312557095,8.862135749310629e-05,0,right
115,0.00029301965347484243,8.581619248034642e-05,0,right
116,0.00023911230633605956,0.00010449396999002793,0,right
117,0.000897272237967002,0.000469552830428222,0,right
118,0.00032039376352326965,0.00012652592088420217,0,right
119,0.00042354760944283786,0.00010926649655929528,0,right
120,0.0002719297879063846,0.00023481122652729489,0,right
121,0.0005367288554531615,0.000677931548610861,0,right
122,0.0006893641001761951,0.0006508242218440205,0,right
123,8.677234029613394e-05,0.00013258954129988278,0,right
124,0.000367578472491911,0.0008013263173416797,0,right
125,0.00044805027202013306,0.000401854536752813,0,right
126,0.0010166503451695427,0.0007543162725709262,0,right
127,0.0014676699153323908,0.0006692761417902901,0,right
128,0.0019730582710346684,0.001550073405938234,0,right
129,0.004235558572947655,0.00338482694074401,0,right
130,0.005312834535938822,0.005007533331356799,0,right
131,0.008507387819474507,0.008021746205986538,0,right
132,0.0123660518960746,0.011220994062405825,0,right
133,0.004234978012738722,0.00386838785640746,0,right
134,0.006986504836203576,0.006539194328480024,0,right
135,0.00951578641611454,0.009391397389712506,0,right
136,0.014831736277784566,0.015490363193515534,0,right
137,0.011716662459512304,0.011937679589274457,0,right
138,0.01292062090420487,0.011426014949448747,0,right
139,0.017958586413507255,0.017438541650229105,0,right
140,0.013268598607167205,0.013269455050631257,0,right
141,0.008637605640513532,0.009793982205763984,0,other
142,0.004830614153012848,0.005179647596052443,0,left
143,0.014158957576561895,0.014165267960858794,0,left
144,0.01033738091010947,0.009428899348535177,0,left
145,0.011068715394877818,0.011093246616782753,0,left
146,0.017504904131478656,0.020993528174215622,0,left
147,0.004725264350140331,0.006493463361364943,0,left
148,0.003949686395385489,0.007220922980785471,0,left
149,0.006912312225346383,0.007649316194912297,0,left
150,0.007858537470601534,0.006889944509296193,0,left
151,0.002970709249630775,0.0023782217808704727,0,left
152,0.0065146058307232035,0.005240152129442357,0,left
153,0.00644180356027487,0.008581918969251165,0,left
154,0.010510854462604025,0.006432740486000049,0,left
155,0.003309770375266978,0.001418990345938839,0,left
156,0.0028081074341073857,0.0019005430118999313,0,left
157,0.0012628346380746027,0.0012352507061051425,0,left
158,0.002242986514574445,0.0029387984330693367,0,left
159,0.0013102284556314456,0.0008318928350873537,0,left
160,0.001621440103697615,0.0013278461626359823,0,left
161,0.0005491589668655208,0.0004509993755126858,0,left
162,0.00020390131640269345,5.959096368320862e-05,0,left
163,0.0001357160142838608,0.00023927893724973688,0,left
164,9.445731675612119e-05,0.000448909552425613,0,left
165,8.146129949123735e-05,0.000142644106535889,0,left
166,9.341597408642566e-05,0.000158033871677414,0,left
167,0.0001263921364404143,0.0002458688241152838,0,left
