Frame,nose_dist,body_dist,freezing,location,Novel,Known
1,0.0,0.0,0,other,0.0,0.0
2,0.0,0.0,0,left,0.0,0.0
3,0.0,0.0,0,left,0.0,0.0
4,0.0,0.0,0,left,0.0,0.0
5,0.0,0.0,0,left,0.0,0.0
6,0.0,0.0,0,left,0.0,0.0
7,0.0,0.0,0,left,0.0,0.0
8,0.0,0.0,0,left,0.0,0.0
9,0.0,0.0,0,left,0.0,0.0
10,0.0,0.0,0,left,0.0,0.0
11,0.0,0.0,0,left,0.0,0.0
12,0.0,0.0,0,left,0.0,0.0
13,0.0,0.0,0,left,0.0,0.0
14,0.0,0.0,0,left,0.0,0.0
15,0.0,0.0,0,left,0.0,0.0
16,0.0,0.0,0,left,0.0,0.0
17,0.0,0.0,0,left,0.0,0.0
18,0.0,0.0,0,left,0.0,0.0
19,0.0,0.0,0,left,0.0,0.0
20,0.0,0.0,0,left,0.0,0.0
21,0.0,0.0,0,left,0.0,0.0
22,0.0,0.0,0,left,0.0,0.0
23,0.0,0.0,0,left,0.0,0.0
24,0.0,0.0,0,left,0.0,0.0
25,0.0,0.0,0,left,0.0,0.0
26,0.0,0.0,0,left,0.0,0.0
27,0.0,0.0,0,left,0.0,0.0
28,0.0,0.0,0,left,0.0,0.0
29,0.0,0.0,0,left,0.0,0.0
30,0.0,0.0,0,left,0.0,0.0
31,0.0,0.0,0,left,0.0,0.0
32,0.0,0.0,0,left,0.0,0.0
33,0.0,0.0,0,left,0.0,0.0
34,0.0,0.0,0,left,0.0,0.0
35,0.0,0.0,0,left,0.0,0.0
36,0.0,0.0,0,left,0.0,0.0
37,0.0,0.0,0,left,0.0,0.0
38,0.0,0.0,0,left,0.0,0.0
39,0.0,0.0,0,left,0.0,0.0
40,0.0,0.0,0,left,0.0,0.0
41,0.0,0.0,0,left,0.0,0.0
42,0.0,0.0,0,left,0.0,0.0
43,0.0,0.0,0,left,0.0,0.0
44,0.0,0.0,0,left,0.0,0.0
45,0.0,0.0,0,left,0.0,0.0
46,0.0,0.0,0,left,0.0,0.0
47,0.0,0.0,0,left,0.0,0.0
48,0.0,0.0,0,left,0.0,0.0
49,0.0,0.0,0,left,0.0,0.0
50,0.0,0.0,0,left,0.0,0.0
51,0.0,0.0,0,left,0.0,0.31512016
52,0.0052563461668756,0.0049691280381794,0,left,0.0,0.6710842
53,0.0053210426734531,0.0039738880431797,0,left,0.0,0.8335121
54,0.0031258304634944,0.0033055477302999,0,right,0.0,0.8811928
55,0.0020070300949147,0.0012523942230297,0,right,0.0,0.89721656
56,0.0006788748132369,0.0002262446485286,0,right,0.0,0.9041025
57,0.0012228273575016,9.283410406865318e-05,0,right,0.0,0.8921336
58,0.004989056202812,0.0003997076667745,0,right,0.0,0.85295004
59,0.0073408325455165,0.001344766221382,0,other,0.0,0.627878
60,0.0118945695589443,0.0015073624991696,0,left,0.0,0.35490507
61,0.0065938912400009,0.0001615888685419,0,left,0.0,0.1586052
62,0.0058534861922411,0.0009559573296622,0,left,0.0,0.0
63,0.003877630760385,0.0017607893589214,0,other,0.0,0.0
64,0.0054623025392069,0.0027699581801552,0,other,0.0,0.0
65,0.0068232343390734,0.0043038737444206,0,other,0.0,0.0
66,0.0049229569804405,0.003146317857318,0,other,0.0,0.0
67,0.0041970709770965,0.0023459511410226,0,other,0.0,0.0
68,0.0063392649203151,0.0019905001617591,0,right,0.0,0.0
69,0.0074999267636892,0.0051209775974354,0,right,0.0,0.0
70,0.0119426178763367,0.0118436220173809,0,right,0.0,0.0
71,0.011127411746019,0.0096011204412612,0,right,0.0,0.0
72,0.0096094650084752,0.0101261058660067,0,right,0.0,0.0
73,0.010805787444056,0.0132854873954001,0,right,0.0,0.0
74,0.0116080321169024,0.01236013043112,0,right,0.0,0.0
75,0.0164242192087225,0.0157817992322047,0,right,0.0,0.0
76,0.0100498498203107,0.009925393005493,0,right,0.0,0.0
77,0.0086294815758499,0.007775023647469,0,right,0.0,0.0
78,0.0072304794130279,0.0084969441536751,0,right,0.0,0.0
79,0.0070131198317786,0.0092788167440451,0,right,0.0,0.0
80,0.0106186209222483,0.0101565369083005,0,right,0.0,0.0
81,0.0068900119595492,0.0069733854973728,0,right,0.0,0.0
82,0.0020225706573723,0.0047287550983329,0,left,0.0,0.0
83,0.0054224091884338,0.0028993440876221,0,left,0.0,0.0
84,0.0113872462552197,0.0004293826466827,0,left,0.0,0.0
85,0.0172251458753979,0.0026040143247359,0,right,0.0,0.0
86,0.0109440974671429,0.0032991390947842,0,right,0.0,0.0
87,0.0089075141244291,0.0047290973168298,0,right,0.0,0.0
88,0.0073067750993099,0.0062320451283217,0,right,0.0,0.0
89,0.0098288472132196,0.0099039639788391,0,right,0.0,0.0
90,0.014388624452651,0.0149043241709252,0,right,0.0,0.0
91,0.0106185736567561,0.0091114015903999,0,right,0.0,0.0
92,0.0075495740692628,0.0081019851791206,0,right,0.0,0.0
93,0.0044409664418978,0.0084327406785158,0,right,0.0,0.0
94,0.0062292223477997,0.0068765194964345,0,right,0.0,0.0
95,0.0070765883881339,0.0078057329635846,0,right,0.0,0.0
96,0.0035704435106955,0.0047206276798375,0,right,0.0,0.0
97,0.0038537771979669,0.0037115368576007,0,right,0.0,0.0
98,0.003657771998941,0.0028836283386761,0,right,0.0,0.0
99,0.0038551270717586,0.0029249142565298,0,right,0.0,0.0
100,0.0049245126720082,0.0049255409255915,0,right,0.0,0.0
101,0.0044113005754528,0.0032337334752852,0,right,0.0,0.0
102,0.0035096845849729,0.002848599019093,0,right,0.0,0.0
103,0.0032124124131072,0.0021254946521363,0,right,0.0,0.0
104,0.0081736314722933,0.0007009867737925,0,right,0.0,0.0
105,0.0082651484720187,0.0023007986782458,0,right,0.0,0.0
106,0.0041180340918929,0.0007167448197962,0,right,0.0,0.0
107,0.0036203516991864,0.0003482410075399,0,right,0.0,0.0
108,0.003130709617118,0.0008205760640619,0,right,0.0,0.0
109,0.0064453044205474,0.0016890959582642,0,right,0.0,0.0
110,0.0107045853191418,0.0036139662990088,0,right,0.0,0.0
111,0.0051101060753635,0.0031628238134073,0,right,0.0,0.0
112,0.0020127924566992,0.0022643182577875,0,right,0.0,0.0
113,0.0010183945580484,0.001581004380316,0,right,0.0,0.0
114,0.0039001944496621,0.0011066504647717,0,right,0.0,0.0
115,0.0040714282015902,0.0017517465771446,0,right,0.0,0.0
116,0.0028505884163487,0.000956963310045,0,right,0.0,0.0
117,0.0023456795395965,0.0018059474252664,0,right,0.0,0.0
118,0.0031847509438376,0.0017725828910846,0,right,0.0,0.0
119,0.0029413105606551,0.0027545157734281,0,right,0.0,0.0
120,0.00494068815509,0.0043848917696707,0,right,0.0,0.0
121,0.0050715654083406,0.0031299070136437,0,right,0.0,0.0
122,0.0086940658522801,0.0034497751524821,0,right,0.0,0.0
123,0.0085281538004853,0.0041198032565852,0,right,0.0,0.0
124,0.0072259593055985,0.0041604728896009,0,right,0.0,0.0
125,0.006547721750217,0.0053076522906452,0,right,0.0,0.0
126,0.0057908976479786,0.0036689753796883,0,right,0.0,0.0
127,0.0057388357621482,0.004279108607889,0,right,0.0,0.0
128,0.0069766338723992,0.0061296290833615,0,right,0.0,0.0
129,0.008613211121286,0.0080968487496899,0,right,0.0,0.0
130,0.0117940464609626,0.0132854978323198,0,right,0.0,0.0
131,0.0079442693821388,0.0090364497599993,0,right,0.0,0.0
132,0.0056643490414046,0.007503736420396,0,right,0.0,0.0
133,0.006997337827307,0.0062530582725374,0,right,0.0,0.0
134,0.0063344110711674,0.0070156378417102,0,right,0.0,0.0
135,0.0092399550597616,0.0106002239182798,0,right,0.0,0.0
136,0.0050135242388543,0.0073680160310199,0,right,0.0,0.0
137,0.004222530585413,0.0048332992084588,0,right,0.0,0.0
138,0.0022866915407749,0.0031579930164157,0,right,0.0,0.0
139,0.0027083285942974,0.0017743927355462,0,right,0.0,0.0
140,0.0062499049647539,0.0019892220012327,0,right,0.0,0.0
141,0.0040697594783562,0.0006786922704734,0,right,0.0,0.0
142,0.0014100498720642,0.0007405322729644,0,right,0.0,0.0
143,0.0020252828476959,0.0014814886084248,0,right,0.0,0.0
144,0.0014985611948505,0.0018192470889041,0,right,0.0,0.0
145,0.0014743864327178,0.0026653448060282,0,right,0.0,0.0
146,0.000614096044348,0.0013487342507021,0,right,0.0,0.0
147,0.0012114054474493,0.0001262323618465,0,right,0.0,0.0
148,0.0025888462671782,0.0011131092820084,0,right,0.0,0.0
149,0.0008929168524064,0.001368716795263,0,right,0.0,0.0
150,0.0006826087034473,0.0013623343056293,0,right,0.0,0.0
151,0.0008448727316509,0.0001994690539842,0,right,0.0,0.0
152,0.001624075261628,0.0005259758245352,0,right,0.0,0.0
153,0.0030419831480144,0.0009413101624427,0,right,0.0,0.0
154,0.0059525234499204,0.0015575763703378,0,right,0.0,0.0
155,0.0084067696858814,0.0030699580960899,0,right,0.0,0.0
156,0.0052983306001907,0.0031645012542496,0,right,0.0,0.0
157,0.0043204917946452,0.0045152180008007,0,right,0.0,0.0
158,0.0044521638794097,0.0040847802740585,0,right,0.0,0.0
159,0.0038266337340266,0.0038176060754963,0,right,0.0,0.0
160,0.0052417342326652,0.0032283989776514,0,right,0.0,0.0
161,0.0027261256529701,0.0019834866465952,0,right,0.0,0.0
162,0.0026212657149681,0.0007445522846391,0,right,0.0,0.0
163,0.0027747105700438,0.0007099514246113,0,right,0.0,0.0
164,0.00201304522187,0.0011609328131733,0,right,0.0,0.0
165,0.0019880449883415,0.0022052848734505,0,right,0.0,0.0
166,0.000609968840413,0.0020221966004495,0,right,0.0,0.0
167,0.0009934517230349,0.001993155868038,0,right,0.0,0.0
168,0.0007588453174969,0.00089977409623,0,right,0.0,0.0
169,0.0023452244034989,0.0003028226470196,0,right,0.0,0.0
170,0.003781602402016,0.0007388105922812,0,right,0.0,0.0
