nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_midside_x,left_midside_y,right_midside_x,right_midside_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,tail_base_x,tail_base_y,tail_mid_x,tail_mid_y,tail_end_x,tail_end_y,blue_cyl_x,blue_cyl_y,red_cyl_x,red_cyl_y
673.1983403598863,534.1289672851562,656.5996034873548,529.8934326171875,651.1752656373699,548.7438354492188,661.0954108270947,537.7395629882812,648.4536319013057,540.5855712890625,614.7688552650332,525.1339749939139,647.2636116466299,524.7934570312501,636.5632242137715,553.8541259765625,630.3036229660983,514.2306391536996,614.4645418530772,543.9844639723862,618.257897719752,497.9737480279616,591.560267942829,529.3094325212604,588.8126505931191,497.02440626243873,568.6532328997059,461.84768442401264,535.1508830256014,429.84698997343844,138.0,111.0,840.0,111.0
683.3984429152339,532.6384051185013,662.7210198775697,528.5769260945249,662.0700883397034,547.4588600102547,670.5687228691907,536.4646714031378,656.8817376451265,539.3115530286206,624.2490258310576,529.2731294982736,653.5028115859525,523.5695635466976,650.8846204715232,553.2164060006543,637.4349202337874,516.6626713931754,625.6804725675738,549.0783412033951,625.9107160469682,506.55721991087114,602.1327259506587,537.3167041599402,593.7260127884591,506.00578091582156,571.3044536518871,471.117632877672,539.1591689313277,440.68086295408216,138.0,111.0,840.0,111.0
698.6726610624097,525.7349734283723,678.3638967504002,522.0040692489204,679.7940794166075,541.2176966171949,686.9135525974597,530.2427853209898,673.3961370119814,532.9277453741457,639.5451447559728,530.2779200321391,664.0090399141993,517.4172305319232,668.99508744976,549.3897451301735,648.5918755947296,516.6580407412698,645.8411872016115,549.8559657654924,633.7251305121044,511.5191580750555,619.5940469343498,545.7579695316484,603.4955311693764,517.4488976147361,580.1997170690562,491.0595910979467,553.6314631055673,465.58054283806166,138.0,111.0,840.0,111.0
717.8731959098072,519.6101110342067,697.7307324078404,514.6905914277908,699.1821226249187,534.454200351483,706.3459100086183,523.6092452944847,692.8062135423792,525.7873390752598,657.8271038913975,529.7828469493504,680.3277558755146,510.48695188731523,688.3319869278358,542.6939572307243,661.9444410579958,513.5822337600117,668.5467402305629,547.0564216510464,643.0731345973239,512.4763937615025,643.5309405671253,549.5789675176198,620.3089348482882,527.5296930308887,592.5680564229023,510.4669784252733,564.016309644535,488.4503360505944,138.0,111.0,840.0,111.0
735.484178862102,513.5012871066394,714.6058414481998,509.41243698468185,717.6241623906365,528.0956798088938,723.4209963474991,517.6980296319587,711.1368116488195,520.6792653345971,676.9571277058487,527.5813527158525,698.1724522331526,505.7227167465816,707.9007851117195,536.6787726238191,677.8433044567032,510.1386862966336,690.1793440904255,542.5469237066317,657.3445881703211,512.0636158258552,668.0712507258677,550.0206971826151,640.3512124860732,534.0998647542401,606.9479504445721,525.3677606326803,568.5237618375069,507.97526181680604,138.0,111.0,840.0,111.0
750.9308222690581,503.6274774833736,730.9274283859054,503.5629698317086,737.0820691067922,521.7001426532537,740.5294702489564,509.87336917953894,729.4614334241763,514.8328150051746,695.4519570546693,523.7755283736553,715.5454783067452,501.190815914309,728.1924788848203,530.4728458016375,695.8655614165357,507.21017724829926,709.3888946968299,537.8004041313181,676.7957466629439,509.22825579323,686.1296577076753,548.7771040389451,657.9301256499975,534.7883289572795,616.8050835874051,529.7296838572529,579.3147391390556,517.5888409946061,138.0,111.0,840.0,111.0
761.8709126779834,487.58270022502757,744.6896693928275,492.05680051028685,753.9600157493983,509.9213587248323,754.1616550938728,496.9440126518202,745.0310518920124,504.1744303787815,712.765788800796,518.5905848893482,728.4735412032883,493.65810184785767,747.4022205216314,520.356791236112,711.6163091642873,501.86822241060725,726.5544727690152,531.2644808366593,693.602348582076,504.8688871645561,703.6831679285693,544.7909084003871,674.665323846091,532.6945201638142,636.0764956194174,532.7366574546936,585.3577906504389,522.0276046216666,138.0,111.0,840.0,111.0
765.8816976650558,471.93531813985726,749.4044840740893,478.49150160472726,761.7193119730728,494.82554097611694,759.1274236688506,482.23169031467853,752.0675189795469,490.7683921299499,724.2757449796981,512.7871527191398,734.3374641072617,483.31049453988646,759.086244411859,507.67872032932746,719.450443311201,495.6054692133025,739.8063878569809,522.2846145076702,699.0056325971234,503.46093060480086,719.0648199484831,539.3242560238602,689.8551643463123,532.1724243164062,657.5904361791789,534.6874718939657,601.1402954954378,527.2890896404753,138.0,111.0,840.0,111.0
770.4183200444465,457.7631001735523,753.4326811374002,466.0701730964055,768.022458054804,479.6455421650469,764.1294071775906,468.47728368658676,757.3850224633851,478.1300731819107,735.331210271273,505.813593500041,740.4989083575866,474.3157835287773,767.450090965336,494.1652790553982,727.9119375890955,488.25329282984353,752.602643171517,511.56667620525866,707.6783018379388,501.13121739489793,734.7649616358112,531.120258765982,706.0104805347783,531.0867293883935,668.3181939398116,539.6991247857218,617.8182481441168,541.2708287762854,138.0,111.0,840.0,111.0
776.6849900893822,444.4294256143785,761.4116473825892,453.97896017544446,776.2153919802533,464.425087929338,771.4607236311457,454.59500658195697,766.3953737689001,464.470788534082,747.4589935763646,495.76427436306676,749.3743600947383,463.3035561896339,777.689226555741,481.3695312884413,738.1824704446914,478.6832104838461,765.6769495556889,498.37935174247525,720.5248292516285,493.0907533590152,749.4905189592297,520.0928823608957,719.9250809620672,524.2703692081996,681.886966863399,539.6428968918603,636.4253187315345,544.093810254059,138.0,111.0,840.0,111.0
785.4083747216588,427.69148799074475,769.7220212002105,439.93363903160446,785.2235421001112,448.8257516875784,779.9006073082775,439.25458568310137,774.974629675831,449.4954068979738,758.7329209083292,479.77299422943526,759.1771469779054,447.8053237214986,787.7813422695467,464.3084222511438,749.0836964128713,464.48060061559613,776.9457498083926,482.0687714434116,732.765003702118,478.6775714152739,758.8527859505132,505.01036889608446,732.9461353909958,510.61933758719874,694.4604587364818,532.0576521887335,646.462653011198,540.8005069881908,138.0,111.0,840.0,111.0
