nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_midside_x,left_midside_y,right_midside_x,right_midside_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,tail_base_x,tail_base_y,tail_mid_x,tail_mid_y,tail_end_x,tail_end_y,blue_cyl_x,blue_cyl_y,red_cyl_x,red_cyl_y
597.017377919128,471.60485839843756,576.7753847103858,463.651611328125,569.6328702161899,484.06622314453125,582.625086574946,472.9847717285156,568.8862350501025,471.30133056640625,539.2874155494158,447.5380554199219,570.4087306889013,452.3320617675782,553.1797069463398,480.71132663064986,554.6895474664477,439.4961242675781,536.926126601541,466.5333356841959,544.9423828125,423.85913085937506,517.8171529268772,453.5939105479928,513.8048706054688,420.1454302998332,488.0454406738281,392.97154844155386,452.61865234375006,398.2623291453008,138.0,111.0,840.0,111.0
600.3570149143324,471.43278804490046,577.8932688268018,463.34069757946054,572.3345502177971,483.72658615263265,585.4635343510848,472.7803375863318,570.018354555022,471.24676300497146,539.369065628249,447.46789495059033,571.2703474632917,452.083347016548,555.2220890842252,480.77329703214264,554.7773104437086,439.4184796086537,537.6088386787281,466.80348682556973,544.7445747676153,423.80545185504934,517.9961405301541,454.9444140981081,513.6443311844727,421.40049177675195,487.57429215231923,394.2777168484553,452.29184103903714,399.21857203312703,138.0,111.0,840.0,111.0
603.8322408991401,470.7427185468965,579.8901237197749,462.0938116978833,575.0152924943293,482.3645088180705,587.7019760120388,471.96047662265244,572.0053513333929,471.02792571573167,539.5326282867694,447.18652399472217,572.7968171679584,451.08590347173333,559.0408896387066,480.99864436848804,554.8214641158252,439.10709412181507,538.1547560053668,466.892058198201,543.9277174367895,423.5901780277633,518.066544718007,455.8813440497214,512.8750612873858,421.96297044312894,485.5629225154139,394.9972394821048,450.6365005037617,400.2189279231348,138.0,111.0,840.0,111.0
605.4213743747786,470.9170382192869,581.4884923133928,461.8870723846851,576.1790335186139,482.1421765969757,589.1779080255944,471.9033144744593,573.7125327930678,471.0769283709291,539.6640911477042,447.12076061371323,573.650184700203,451.1895549278727,560.7030869218721,481.2819975410332,555.0051038764041,439.11418226881074,538.4732035060695,467.0199820167875,543.6353860182516,423.59339206576345,518.1577804808687,456.22054291671327,512.211442489079,422.1149340456874,484.60298918968874,395.73367425778946,448.8754388873776,400.34503702552206,138.0,111.0,840.0,111.0
606.8841759848501,472.5784669953217,583.1241971408784,462.45230236955524,577.1786087202262,482.81328640030057,590.8195562833325,472.73936246845517,575.4659623478203,471.5092747081836,540.0143952615439,447.20051749532075,574.0863501680707,452.7237790405445,561.7262801397064,481.7083131961115,555.5010256487774,439.5432203668779,539.0011816405294,467.2537829011512,543.6879581342929,423.8825967786602,518.1495813069075,456.7602987168075,512.0867093808436,422.27496247743414,484.5273196662811,395.9656068445204,448.3227149311518,400.01756814957946,138.0,111.0,840.0,111.0
607.5259541397837,474.4108912430932,584.3094525275723,463.4651090678584,577.6992470875698,484.07623931312156,591.8689864889762,474.2111395126148,576.2709999557509,471.9899778601498,540.3318000736156,447.50387668601684,574.6449201811832,453.6411347390465,562.1137260777436,482.4567482243558,556.0866871148756,440.03957654952194,539.296701992845,467.5320700341148,543.9999068347844,424.1864118580123,518.1815693126523,456.9597967861582,512.101258639431,422.3784429912571,484.7126400505159,396.23542239547925,448.2891173174909,399.87851889784383,138.0,111.0,840.0,111.0
608.0245448734561,476.58378720885383,585.0745006830691,465.0946841713362,577.9315891515242,485.90147595190354,592.2851519710586,476.07893900499204,576.3754739618997,473.4275383606352,540.6919614745773,447.7658181053399,575.0590925014859,454.2418875857077,562.063022470366,483.43606705018794,556.6188613339617,440.3837989452601,539.5111764382017,467.89211843677094,544.1024792692042,424.2559647760798,518.0983699526105,457.0297107965162,512.1488850070693,422.5579209142308,484.6687097870439,396.60866829491414,448.4226415524249,400.2465924750728,138.0,111.0,840.0,111.0
607.5960572481205,478.7486218007281,585.0825637041502,466.58269753285754,577.4850663556093,487.27510420840196,591.9552687974829,477.8244906542244,576.0751866388073,474.4638710321336,540.7134188593939,447.7808880339096,575.0201280028863,455.0993424684498,561.2412002086334,483.59456532856774,556.6365715465125,440.5950946722638,539.5092571548461,468.08222962391216,544.0183252947722,424.17868569493737,517.86025698555,457.12441690243577,512.0323672439907,422.7137667294111,484.15836583437476,397.05253066174527,448.62225862735585,401.49253857893495,138.0,111.0,840.0,111.0
602.0989674727219,482.6619508563239,583.2846897779639,468.447943737065,573.3982658287935,487.09541257360365,587.9756280901292,479.9341661482692,573.536341321507,474.5012818251597,540.1990644415417,447.40532220786076,573.6449240728398,455.81805929535653,557.7027158916034,482.6786355766134,555.7183585928617,440.4723113121991,538.7966935019127,467.6506244324911,543.1975436742201,423.5561143299913,517.4214797437053,456.7161579143716,511.35722424685264,422.74808026622844,483.09888268435964,397.1160345689626,447.36175513889714,401.59176248193654,138.0,111.0,840.0,111.0
585.8150854747697,490.47459382737907,577.1897046331093,470.60696252713814,563.0638968335153,485.3063774800246,576.3451712100015,482.16646630685045,566.3170226563951,473.9239806260122,538.7722138833273,446.4233783812766,569.5611939031978,456.4657100629893,549.4738694478565,479.72232311881305,553.1178993159883,439.8146944189858,535.9978709594601,465.7058753262388,541.2173153842405,422.2526647428019,516.6625580750284,454.8219837993772,510.5835530404067,422.75963975961633,481.4565185008625,396.94550235912726,442.844134718426,400.74224523037753,138.0,111.0,840.0,111.0
