nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_midside_x,left_midside_y,right_midside_x,right_midside_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,tail_base_x,tail_base_y,tail_mid_x,tail_mid_y,tail_end_x,tail_end_y
95.80959035316435,388.757861006567,127.93239715679437,415.5035689288177,136.80654267587727,381.4766429750528,121.4735604584219,395.9220019689671,139.24420902069403,396.4799891470078,192.55586862116428,401.5222649037424,147.80088082344923,423.58238555647904,154.6730316006444,366.19044936417924,165.83213295594186,423.8693282200535,183.60731718853424,370.8612967297603,183.28193535669817,429.37275793885595,205.29408986468576,366.3546166803857,254.30005471899807,407.0218968463539,310.8041300197968,380.1761207871634,335.00021129840246,321.83346484929484
77.19863428328468,388.3870178889982,115.74293469708752,419.6621412059121,122.14241015015364,380.3025277964375,103.51732989540275,396.06990356913775,122.26035203548552,398.7012258097084,174.63472076122275,405.60039887613186,129.83998300630032,426.6127202202594,141.27736313771055,368.1235154795708,153.6923862099813,432.62055860303974,167.5005599072318,370.627777977271,180.68434019773994,439.6115571940668,193.86983867061235,365.65977097682816,233.53409781430688,408.2238777188175,293.1056732373529,396.39630999182197,321.23809603224,341.43724800259616
73.15914341310067,384.5186984510903,106.12842577851734,419.97927993180923,113.84142426648555,379.6719467422169,95.54545381398698,393.2121531031255,114.33553745234212,399.07875294993954,161.93817592004606,408.46537943301655,116.95769375806788,427.4181796647688,133.42935394731794,368.3149005259244,138.64522470656175,437.0390399072336,155.2626897390553,370.3767580552265,168.478913459748,446.4449604103527,180.16847680880593,365.56359863281256,219.44444440736757,407.6017404958676,273.5107564583787,398.8446300951924,298.93602856600126,347.3602991109997
72.89322238833715,380.87070631546726,102.4538256648159,418.3780565508991,110.56413504268102,377.085050749718,92.97777084111979,389.857807874649,111.9987656629315,398.3587098927764,156.5117971074196,408.5367026427936,112.6395126949678,426.92289285470855,130.87336412478325,366.525047932857,132.4437065053126,437.0273007984556,152.6961292267756,369.13162263041187,162.0270312166562,447.6780441141475,174.46348280065237,365.54816312646085,215.05352190130895,405.7409413888981,264.7631255872061,393.6573993707654,279.8271960402957,344.8245145232824
75.7221177372336,372.9793096101239,100.96324101242075,412.44733323326926,111.28171853155172,371.9406555587416,93.84370528618486,382.70863047220877,111.77340727019666,392.8996168442183,155.21961801787407,405.6425823409578,110.44716720573042,422.31835083785325,131.45797631165016,362.3788641284962,130.1991601418692,432.30981735963167,152.98645383785586,366.31102792324407,158.5432101379686,445.84421987800727,172.85542739347488,365.48626070166426,212.99554424258542,405.8428258857577,263.40752255174465,390.6186980731047,279.0656619780762,333.5516146271083
88.46760924579635,346.55562066796836,97.11373115182596,394.3874679266639,117.95234572280086,361.94006244507176,99.67574132761109,365.2340107161802,112.32296971493258,379.66425704402224,152.10256986458705,400.2123029022187,105.32808283877972,409.3576589879099,136.51494198769075,355.8369735372136,123.29371654031699,424.5894676344544,155.0481701207427,362.8912847504927,151.63161861676528,440.5553305786785,172.87092382945693,365.61532996859194,205.60623062401532,410.7430869975203,261.60294680057154,394.9726025201615,291.05909388129885,335.0674067381914
102.02747763913908,326.4071406121566,93.49705102516506,376.09003376404723,127.09611468418309,353.5038061547244,105.66533800243269,347.697742456541,113.40928482297836,368.70274179286287,144.6231427934806,398.36311182106124,96.81424059059817,393.502500698182,143.59422841434116,352.4947815024621,111.51478650986064,415.8534186903809,158.03783069032517,362.39727746266954,136.10856992658623,437.7341232891604,173.87681786976188,366.3997875071046,192.47165673297954,422.5696417182928,253.86494898022784,415.04492193262263,293.22983382126756,354.3968601941482
110.98180775462987,314.8090212663518,93.35044925710827,362.98913025758986,131.75921467718703,348.8271402573845,110.83319275718776,336.97591257301906,114.98231426611116,362.20825114307524,138.73757160115466,398.10736477519646,91.57978814777304,381.33513249054687,146.88137997938546,351.99847412109375,102.88224181006268,408.1933155072398,158.8317447548871,363.76521005859934,124.2925433732558,434.72726667519277,173.78457548690287,367.7408914494308,181.5988443745068,428.1389137526631,244.30703992941892,422.87264278354405,288.1662367366093,366.65466006961367
116.24744243134104,304.53514309077366,95.6131814191613,345.4367300583521,132.23962450250696,341.704021266304,112.44373069543127,327.3255306982853,114.62704120782769,354.1448059789945,132.21280758530597,396.5152736213408,90.1955564326558,366.775839280587,147.54468314579972,351.09665973996476,96.32135755833374,395.396846481991,158.11949162738253,365.6156802033406,109.66745507118017,424.4444977717946,171.77213774416063,369.70900436637874,173.39833029607075,429.2158465871725,239.0832793617293,422.77853696949063,277.5097554624224,368.23912495155423
118.14927687254922,294.5961656682529,95.76646386731092,333.51421208914553,131.05913631049683,332.9707312849933,112.59131622314455,317.4633805335592,111.76546252639518,344.6059926617141,124.5859146857768,390.4323263683851,88.63024151708566,353.4611119349345,147.0959897318041,346.2527863196424,89.63712289115735,382.1940559141814,154.70497954969247,364.6854878468828,98.08051277830504,411.49947146383533,167.51276611497912,371.12800428661905,161.62688520554755,429.182025564867,227.38223901654857,419.39135438793136,262.7836428362845,365.5395987756554
