Time,Frame,nose_dist,body_dist,freezing,darting,Homecage,Known
0.07,1,0.0,0.0,0,0,1,0
0.13,2,0.0,0.0,0,0,1,0
0.2,3,0.0,0.0,0,0,1,0
0.27,4,0.0,0.0,0,0,1,0
0.33,5,0.0,0.0,0,0,1,0
0.4,6,0.0,0.0,0,0,1,0
0.47,7,0.0,0.0,0,0,1,0
0.53,8,0.0,0.0,0,0,1,0
0.6,9,0.0,0.0,0,0,1,0
0.67,10,0.0,0.0,0,0,1,0
0.73,11,0.0,0.0,0,0,1,0
0.8,12,0.0,0.0,0,0,1,0
0.87,13,0.0,0.0,0,0,1,0
0.93,14,0.0,0.0,0,0,1,0
1.0,15,0.0,0.0,0,0,1,0
1.07,16,0.0,0.0,0,0,1,0
1.13,17,0.0,0.0,0,0,1,0
1.2,18,0.0,0.0,0,0,0,0
1.27,19,0.0,0.0,0,0,0,0
1.33,20,0.0,0.0,0,0,0,0
1.4,21,0.0,0.0,0,0,0,0
1.47,22,0.0,0.0,0,0,0,0
1.53,23,0.0,0.0,0,0,0,0
1.6,24,0.0,0.0,0,0,0,0
1.67,25,0.0,0.0,0,0,0,0
1.73,26,0.0,0.0,0,0,0,0
1.8,27,0.0,0.0,0,0,0,0
1.87,28,0.0,0.0,0,0,0,0
1.93,29,0.0,0.0,0,0,0,0
2.0,30,0.0,0.0,0,0,0,0
2.07,31,0.0,0.0,0,0,0,0
2.13,32,0.0152949869455582,0.0028258432286152,0,0,0,0
2.2,33,0.0173649008944532,0.0004734978652037,0,0,0,0
2.27,34,0.01386246397179,0.0027300065543441,0,0,0,0
2.33,35,0.0122685848121539,0.0089043034772972,0,1,0,0
2.4,36,0.0053916666136708,0.0174252657402122,0,1,0,0
2.47,37,0.0192970151992008,0.0243371641448842,0,1,0,0
2.53,38,0.0385525702056235,0.0223801698684686,0,1,0,0
2.6,39,0.0334298700822488,0.0272932229689667,0,1,0,0
2.67,40,0.0324090796269173,0.0313785634102452,0,1,0,0
2.73,41,0.0297952912835758,0.0329255166859188,0,1,0,0
2.8,42,0.028934680112721,0.0335144825296634,0,1,0,0
2.87,43,0.0299136862951282,0.0294193999120794,0,1,0,0
2.93,44,0.0225804718664904,0.0241971733801232,0,1,0,0
3.0,45,0.0155494549182529,0.0224872292147696,0,1,0,0
3.07,46,0.0273941712363097,0.0240321805486446,0,1,0,0
3.13,47,0.0226877051164628,0.0234573876569792,0,1,0,0
3.2,48,0.0163223369405324,0.0226771865316414,0,1,0,0
3.27,49,0.018644193134398,0.0178045070212377,0,0,0,0
3.33,50,0.0215954141349438,0.0201532612836512,0,0,0,0
3.4,51,0.0186840388278532,0.0171547071205395,0,0,0,0
3.47,52,0.0170887950689991,0.0165203282875018,0,0,0,0
3.53,53,0.0176534048499163,0.0171449866686617,0,0,0,0
3.6,54,0.0186826970774752,0.0173951178986136,0,0,0,0
3.67,55,0.0149184951278578,0.016717684451168,0,0,0,0
3.73,56,0.0177381782961312,0.0174193643871269,0,0,0,0
3.8,57,0.0191469319026939,0.016689013606776,0,0,0,0
3.87,58,0.0202097236776273,0.0174007120375334,0,0,0,0
3.93,59,0.0158479346214257,0.0156904275895117,0,0,0,0
4.0,60,0.0094673838900237,0.0099462987577908,0,0,0,0
4.07,61,0.0055174661216345,0.0025479821655236,0,0,0,0
4.13,62,0.0107282972817674,0.0005945780054538,0,0,0,0
4.2,63,0.0108362597351398,0.0010312492697152,0,0,0,0
4.27,64,0.0012679187808744,0.0012710691616801,0,0,0,0
4.33,65,0.0134789363814928,0.0038925572887466,0,0,0,0
4.4,66,0.0194393639953802,0.0044355590374189,0,0,0,0
4.47,67,0.0165065817007102,0.0038419156732355,0,0,0,0
4.53,68,0.0098311655981213,0.0040025633303905,0,0,0,0
4.6,69,0.008289097005959,0.003825255766831,0,0,0,0
4.67,70,0.0050673051450535,0.0017775798273054,0,0,0,0
4.73,71,0.0006574854368565,0.0002663298614142,0,0,0,0
4.8,72,0.0009607697012791,0.0003037086198878,0,0,0,0
4.87,73,0.000342351020755,0.0006503600566698,0,0,0,0
