obj_1_x,obj_1_y,obj_2_x,obj_2_y,nose_x,nose_y,L_ear_x,L_ear_y,R_ear_x,R_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,tail_1_x,tail_1_y,tail_2_x,tail_2_y,tail_3_x,tail_3_y
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,9.142431126723654,19.335150004763094,10.767211988983789,20.554966569452755,10.640303261738042,18.871020413749175,10.425640060013121,19.653284522575348,11.242779705363853,19.808920947551726,13.65854566341203,19.86472135381431,16.974532141845152,20.23046559129298,17.348667425806582,20.643191960505302,18.41377761701184,20.78695010461968
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,8.225220887055867,18.965587914066553,9.598936518604216,20.385656795374594,9.85023734301685,18.63718218646152,9.34683452197658,19.38675950679637,10.126271264200938,19.663157631160907,12.97665188140955,19.875601942169183,16.092568408691445,20.20564128473414,17.312322665639922,20.777368525466276,18.41220429095292,20.999409818856574
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,7.811327302347982,18.87560984330591,9.139164069598927,20.296993220987286,9.475311359652789,18.56292807469328,8.875851151462406,19.289534804700466,9.64281766574338,19.565642561392103,12.60239004415697,19.826146435256504,15.669650852215213,20.20564128473414,17.30667490196223,20.796934313218976,18.44863219447606,20.81089392019364
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,6.879711317284989,18.798276675040352,8.254037503300257,20.079014273059123,8.481643774202048,18.402435431026294,7.896929089404183,19.105230682065997,8.650995316439142,19.293721961195114,11.62817787207692,19.627810486458685,14.79608033680052,20.23046559129298,17.303502084528525,20.797081328095352,18.45771557268068,19.92977821136187
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,6.295339083961065,18.601170181010282,7.664985525893435,19.89668271320668,7.829372945717476,18.12746285864513,7.313411468337572,18.850736771653715,8.07466965737769,19.083117304956193,10.984183801476593,19.576066208317144,14.122477246992275,20.271262591363378,17.14017815825083,20.854548318275267,18.45771557268068,19.69473305438131
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,5.72146209074235,18.234407153190034,6.983736052199122,19.597606215047414,7.261493851622274,17.85910954853247,6.719461925597074,18.573536182162893,7.496393603762615,18.87606270032978,10.341283007186815,19.562518295313478,13.233421669155085,20.410050230615834,16.51403708202672,21.082795991395635,18.45770020181671,19.63336530243912
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,5.541373103489491,18.11202736178142,6.7331494120236774,19.498559281384786,7.0621856719681215,17.78740571742834,6.5005875863116875,18.493443555686685,7.2776214028365285,18.803615902903218,10.118139405225753,19.540091924404415,12.971690722868441,20.444657235014418,16.2985135489481,21.13967339435233,18.412317070377473,19.6180655906923
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,5.335904823589254,17.95076367638645,6.3079462191283735,19.3584808725754,6.756077836139531,17.691790222617495,6.151408783558808,18.36781772427598,6.880557015229972,18.67255925094551,9.764617315744053,19.51675036206598,12.691294378707157,20.43691899667317,16.04569752418218,21.134063029002558,18.22113608018251,19.56896088656221
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,5.284713462695676,17.60773918164151,5.9877009791578635,19.110356242886088,6.679752447542292,17.488598733070855,6.020398290549829,18.04049498868813,6.6044807526278175,18.482656774555497,9.41677030712693,19.428075476889685,12.265620158951537,20.345844308976616,15.726856694327678,21.033679347181295,17.91923833641586,19.366955938340976
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,5.385844202820596,16.4378379746734,5.7696877579036165,18.52218318111158,6.7107644051915605,17.159314077015484,6.008710917774298,17.367443707718575,6.557393102518307,18.091622271895055,8.78505161101876,19.200805966286662,11.575698987095924,20.09011635301153,14.934934009536523,20.7156225669561,17.032091579424414,19.297491345456443
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,5.8145242613775485,15.351190981525885,5.7266772914419635,17.72718816470738,6.884357211908373,16.632147598832425,6.057473992056753,16.557101899811112,6.5596973685697195,17.408400906179317,8.410789959794279,19.01153860368457,11.211365123351769,19.983707130962546,14.6301502728493,20.637332000964864,16.781789023882233,19.292400575832
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,6.008443827179461,14.402880051967577,5.726701711282306,16.725513200544988,7.112782554711945,15.774005598515318,6.253045038842847,15.60697684457547,6.5695088351410105,16.46092472390458,8.270221896483413,18.612398443025207,10.961962077831698,19.90636065905324,14.211262900067823,20.637332000964864,16.65660037419299,19.292400575832
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,6.038257277855086,14.117530390211291,5.730503712725341,16.418527505484445,7.171944257073258,15.48432671367214,6.308251853000896,15.297359450949969,6.5741008586977046,16.163026349306303,8.220212195451891,18.44873977237474,10.86083758449032,19.86574240725581,14.062754616300856,20.668495250100857,16.539700092486253,19.3652639638805
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,6.0632863253921325,13.702157012777164,5.74538289699291,15.99423163338534,7.211637094546447,15.045514701997329,6.333912412560674,14.812716942240687,6.5741008586977046,15.738212974622948,8.098774587844497,18.15642271433936,10.586455022166982,19.772419597594133,13.760134002721005,20.8501672548038,16.07127208783285,19.799352405481308
10.740859794324775,7.163326365917379,24.300828771737276,7.1414322594548905,6.069496464333262,13.044363254402954,5.749086965313706,15.244318140731721,7.221531840311247,14.409255231331166,6.340307931558822,14.135381824048613,6.562933080366935,15.055287236106132,7.9144086062003165,17.68858679797389,9.989727264173949,19.72273847462874,12.921320215487796,21.13584951673616,15.161901488351484,20.554675231790068
