Frame,nose_dist,body_dist,freezing
1,0.0,0.0,0
2,0.0,0.0,0
3,0.0,0.0,0
4,0.0,0.0,0
5,0.0,0.0,0
6,0.0,0.0,0
7,0.0,0.0,0
8,0.0,0.0,0
9,0.0,0.0,0
10,0.0,0.0,0
11,0.0,0.0,0
12,0.0,0.0,0
13,0.0,0.0,0
14,0.0,0.0,0
15,0.0,0.0,0
16,0.0,0.0,0
17,0.0,0.0,0
18,0.0,0.0,0
19,0.0,0.0,0
20,0.0,0.0,0
21,0.0,0.0,0
22,0.0,0.0,0
23,0.0,0.0,0
24,0.0,0.0,0
25,0.0,0.0,0
26,0.0,0.0,0
27,0.0,0.0,0
28,0.0,0.0,0
29,0.0,0.0,0
30,0.0,0.0,0
31,0.0,0.0,0
32,0.0,0.0,0
33,0.0,0.0,0
34,0.0,0.0,0
35,0.0,0.0,0
36,0.0,0.0,0
37,0.0,0.0,0
38,0.0,0.0,0
39,0.0,0.0,0
40,0.0,0.0,0
41,0.0,0.0,0
42,0.0,0.0,0
43,0.0,0.0,0
44,0.0,0.0,0
45,0.0,0.0,0
46,0.0,0.0,0
47,0.0,0.0,0
48,0.0,0.0,0
49,0.0,0.0,0
50,0.0,0.0,0
51,0.0,0.0,0
52,0.011356122227022284,0.011270909138884367,0
53,0.0034722391867078608,0.0034287485536228534,0
54,0.005068481563883724,0.00444332753091548,0
55,0.0059390949162842445,0.0037231282082535767,0
56,0.001278296924192828,0.000859023111490054,0
57,0.0,8.649691780366393e-05,0
58,0.0005284647534061472,0.000273924853817448,0
59,0.002716850550914519,0.001375438767887881,0
60,0.005992413611848147,0.0024897147513002647,0
61,0.004893860863262437,0.0016463521494110439,0
62,0.0027718122126080586,0.0007892082749053901,0
63,0.0004949028682203476,0.00036983181337008715,0
64,0.0010402224695206445,0.001304153454712264,0
65,0.005244429908178099,0.0018813487594619598,0
66,0.0066353073876818935,0.001089448998192191,0
67,0.006247870510420932,0.0009941113197431913,0
68,0.0023181339008623352,0.00038885480889450916,0
69,0.005999485214098296,7.940444738561231e-05,0
70,0.008514476935405562,0.00036052417775264223,0
71,0.007995890668151356,0.003126348505051836,0
72,0.009771071534299586,0.007131145935951017,0
73,0.0030873264959394024,0.0023981648858465614,0
74,0.0051473292512456085,0.004478026820773881,0
75,0.007524722427185837,0.007879203974487882,0
76,0.004652472506953975,0.005378131870313809,0
77,0.005641252409614057,0.007499480262016273,0
78,0.00212949139629573,0.002508819953660333,0
79,0.006005698006969163,0.004720085453631556,0
80,0.012654866112656824,0.008817986417327076,0
81,0.007400811684656355,0.007329223660239787,0
82,0.0015997190425779218,0.005038318731427202,0
83,0.0009601412746056892,0.0020688346391938774,0
84,0.0014408846587539478,0.0012418816233532436,0
85,0.0021248621203784276,0.0016408923026183361,0
86,0.003716895146782158,0.001428699307141195,0
87,0.001781776441222905,0.001450149067350384,0
88,0.0035866387005484505,0.0029758151429524217,0
89,0.0036443663431988678,0.0033307840438380003,0
90,0.011492484525487385,0.009685966789928778,0
91,0.005752991518490736,0.006451847486009147,0
92,0.006109355605270618,0.007859217966215068,0
93,0.0014629386056382774,0.0019482787972761061,0
94,0.00029116908730366243,0.0012886236107044519,0
95,0.000460591506928088,0.0013528934085269139,0
96,0.0003513172857237597,0.00040620689047821666,0
97,0.0008320662579885878,0.0007847354101352622,0
98,0.0012240287946025685,0.00022701872516147858,0
99,0.0016305596564657895,0.0004816403068178246,0
100,0.0027258486999696234,0.0015898112294529595,0
101,0.003538449443907091,0.0010061829707804803,0
102,0.001046390008133342,0.0002190901048185207,0
103,0.001452030486373497,0.00019806694054454787,0
104,0.0025594500888786783,0.0008030408932471751,0
105,0.0037596471148495236,0.0005548948967514398,0
106,0.0037408080594579706,0.0004855958640582437,0
107,0.0029192281140452882,0.000183731116897066,0
108,0.0019502453188231473,0.0009640175492699019,0
109,0.00268354346825728,0.002289209395019994,0
110,0.003201981729874612,0.002536182055790467,0
111,0.0013026668287708428,0.0008613943876655797,0
112,0.0030120007634832336,0.0020389379601884056,0
113,0.004140499398110547,0.002318044242479533,0
114,0.0020806178904161053,0.0005784418228189092,0
115,0.001593530338003709,9.324830235574462e-06,0
116,0.00045962863564148233,3.858720229921175e-06,0
117,0.0027381948148782003,0.00029699269315741785,0
118,0.008282210682289827,0.0013073237170243782,0
119,0.005839019157703085,0.0011343702517430173,0
120,0.0047894063619366815,0.00024989990353533784,0
121,0.015120335397120092,0.00018723655585409612,0
122,0.005129734986770527,7.832211949452258e-05,0
123,0.00898019193477754,0.0016689874877278512,0
124,0.016702144667694555,0.007066135113233534,0
125,0.009939576049144274,0.004865175826156521,0
126,0.009036783078501873,0.004989858095919913,0
127,0.0025932277692634204,0.0019173567394377674,0
128,0.0034874608099219593,0.004287480958951247,0
129,0.005254289356432941,0.005760332250282588,0
130,0.0036636119314581274,0.0036384216842652445,0
131,0.004136644837989152,0.003843486569070964,0
132,0.0028071676851282963,0.0010496675433528365,0
133,0.009630159749841747,0.0010878779201576913,0
134,0.010207525323449486,0.0035846991470609795,0
135,0.0077959126021355865,0.005530949801898853,0
136,0.006210311728075769,0.005706423661890864,0
137,0.0018946701751072108,0.0018460600642247983,0
138,0.002896610912556084,0.004027948834861303,0
139,0.002273659872334523,0.006681802201605636,0
140,0.004427449148122144,0.00531421768914365,0
141,0.009488567107813423,0.007165927577417011,0
142,0.003827587068637739,0.002882735852345496,0
143,0.009033372714116335,0.007446948771999585,0
144,0.013571724237067137,0.013153116524486584,0
145,0.00881753343930151,0.010244309715312714,0
146,0.009258843107970103,0.009443466646500243,0
147,0.0027831491960111925,0.002788557786060264,0
148,0.004728434890901738,0.004411952269014164,0
149,0.008780455881808268,0.007000541912968637,0
150,0.008619733546022756,0.007699142635277555,0
151,0.01294959496909541,0.012350696396843337,0
152,0.008140301774643414,0.007281324875313711,0
153,0.0024098696619159355,0.002262513731830342,0
154,0.004765488274910135,0.004354033905078185,0
155,0.005729797395821186,0.004049338002179012,0
156,0.007605214497014516,0.006425017717724374,0
157,0.00245921161560943,0.0021573463479228065,0
158,0.004024206866044452,0.003162978783952623,0
159,0.0049450641729427355,0.0041286207355692136,0
160,0.001260475733047168,0.0010116640433860292,0
161,6.014265883220458e-05,0.00011901096769559821,0
162,0.0004828132148064984,0.00033488379208235144,0
163,0.004943672953086513,0.0023217970539795526,0
164,0.014104697121810167,0.004700836084526405,0
165,0.010698045725202037,0.0024333675096209874,0
166,0.0072330522369886885,0.0003589935738358463,0
167,0.0028210207668668908,0.0002454324094510498,0
168,0.00978725693897473,0.0036644809236016586,0
169,0.01829378974437848,0.013158745026986574,0
170,0.008849841299570489,0.00856225326504967,0
171,0.004505066429227272,0.005253726130957338,0
172,0.0011767905745971414,0.0017361156951271335,0
173,0.00235043306174683,0.0031899784112701056,0
174,0.003566972132841883,0.0027639598211700016,0
175,0.003287890427204252,0.0022892479554179972,0
176,0.007807070546610087,0.0026263967616992016,0
177,0.005332158376664917,0.0017776517303683416,0
178,0.0023335757709575886,0.0003550657270406392,0
179,0.006928511717179069,0.0007535269952916326,0
180,0.00941911042503778,0.003663172807081665,0
181,0.011861319957215774,0.009540375140174811,0
182,0.0031596271744683945,0.0026433754705547864,0
183,0.002816846536825843,0.0025477098202459914,0
184,0.0025098416372456387,0.005325215386072042,0
185,0.002945021562844347,0.0028197644448557458,0
186,0.004718439274981487,0.003924033680743715,0
187,0.0021546541289859376,0.002182190960494913,0
188,0.0021282433056423007,0.0008680131632691356,0
189,0.0037301646402257264,0.0014924921945562782,0
190,0.005766691435906924,0.005794435878008059,0
191,0.004613223056138396,0.0037340517858345437,0
192,0.0017148136837218482,0.0017687351062724995,0
193,0.005052708563479613,0.006130742958616971,0
194,0.008180118317409,0.007506725332619375,0
195,0.003092193918070601,0.002626487348731861,0
196,0.005020339795296925,0.004302178068459738,0
197,0.00213240282624053,0.002204549813817412,0
198,0.006115897332171453,0.0074102750959662575,0
199,0.011757674186779126,0.011926614420941664,0
200,0.006225533660451242,0.004902156520701384,0
201,0.0034271520828022604,0.0038614384893776985,0
202,0.0012421076546216226,0.0013280377709593183,0
203,0.00410011886124757,0.004230617483573975,0
204,0.008030561765012309,0.010311490454171377,0
205,0.0027944597569782093,0.00321537128772736,0
206,0.00024890594947954534,0.00020524981951773437,0
207,0.0015822886770576034,7.601184003602543e-05,0
208,0.009333276574659606,0.000324296338504063,0
209,0.01465023206949473,0.000944799217938655,0
210,0.009805091799291635,0.0033127141655297115,0
211,0.009982257493817741,0.00739645037042509,0
212,0.004239712448276887,0.004818327902862045,0
213,0.0007965374026636131,0.0013167525164097557,0
214,0.0015725116285141985,0.00221646910164797,0
215,0.002574850082465683,0.0022140214435977614,0
216,0.0005830940235777149,0.002292532163309957,0
217,0.00033742034626870707,0.0004887578887734344,0
218,0.00235921096835414,0.0005205575800189584,0
219,0.004664409963046282,0.0019859081753157612,0
220,0.002221450610712484,0.001008596645534923,0
221,0.0014926064857412565,0.0005235291362924988,0
222,0.0005507749618193067,0.00010587476774045741,0
223,0.0009558790691821427,0.0001477433243243786,0
224,0.0016109076625975332,0.0006186630386963765,0
225,0.0007454102656313317,0.00028585973406252964,0
226,0.00010735729603146282,5.250860919343621e-05,0
227,6.423093765984879e-05,0.00010148958657511642,0
228,0.0007177665396798405,0.0004325371279885958,0
229,0.0023275344497104417,0.0005126897459123702,0
230,0.0021739486133489235,0.0010152187920848218,0
231,0.0004914480075378642,0.0004550554161427099,0
232,0.000579288427713403,0.00020840713907209485,0
233,0.0006118505113668884,0.00019205507503548754,0
234,0.004194590225608119,0.002003306921594868,0
235,0.010098177451093529,0.005937586786462847,0
236,0.0027656877520595325,0.0021919210549260658,0
237,0.0026720438079693,0.0035632474545728627,0
238,0.005624552381118098,0.004403664995786535,0
239,0.0044646338218571465,0.0037971770559130187,0
240,0.006135819670912373,0.0043327094385492895,0
241,0.005358489230817212,0.0036676064362679063,0
242,0.0015850837950978683,0.001426218167355575,0
243,0.0026760398280965647,0.0036058413616278638,0
244,0.0033266102382006097,0.005136310131393817,0
245,0.0015595991282474461,0.0017533690716624243,0
246,0.0036625493410307876,0.002486131666965501,0
247,0.0014057026235070214,0.0008446246040224473,0
248,0.004999119823465627,0.002852321331546227,0
249,0.013232145523814152,0.008718660943924343,0
250,0.007091546225776131,0.005879715510552502,0
251,0.007830570380355274,0.0059502682370328195,0
252,0.004401580922051319,0.004044062167239946,0
253,0.0013017575699570722,0.001373598333959601,0
254,0.003134560228575399,0.0032535830805394787,0
255,0.0031060847530275998,0.003994232332097802,0
256,0.0010006306040598796,0.0028252029646224554,0
257,0.0003874115936147181,0.0005680952923386583,0
258,0.0014568942624060164,0.0009218565147205418,0
259,0.0025758942161096727,0.0015710609554010623,0
260,0.0019078627649791772,0.001084931343769826,0
261,0.0016045480095238658,0.0002750778735617686,0
262,0.0006725991968534491,0.00011986891841064873,0
263,0.0026823579974155237,0.0006054626002024921,0
264,0.004738315216800797,0.0011510441399213431,0
265,0.0023129243754617815,0.000458634811180941,0
266,0.00037254997253531266,0.00030529209287124534,0
267,0.00019927756874509278,0.00020585755468356868,0
268,0.0003170981172702203,0.0001708631720090666,0
269,0.00046880263339786155,0.00018404691127272735,0
270,0.00019468834930158523,0.00022657020661109715,0
271,2.9158355832744896e-05,5.128495798977834e-05,0
272,0.0008162692042655688,1.4192719318548149e-05,0
273,0.003429324680676313,0.00018882267925527947,0
274,0.0018062862804496726,0.001016744096872635,0
275,0.002020344040374924,0.0019313409968632247,0
276,0.0010272517789930047,0.0007988266157581906,0
277,0.003754596461678665,0.0025712454551530387,0
278,0.007730265210294173,0.005371157168280226,0
279,0.005193184834798705,0.0042287652683754475,0
280,0.0036438814540023672,0.002305212574066329,0
281,0.0010732825099057039,0.0009617834135569613,0
282,0.003511184792280545,0.004597113406264907,0
283,0.011456486648172327,0.011113571042361216,0
284,0.009670553868563098,0.008327177746499366,0
285,0.009504891818925179,0.009203107428205593,0
286,0.0030775746381478475,0.0029213170932267723,0
287,0.005907155593256827,0.005561236675299564,0
288,0.009297563201009796,0.010320473201091538,0
289,0.007143891219083951,0.005722146417291118,0
290,0.0054352644269973745,0.004991475277473364,0
291,0.004111676990839061,0.005256062588630938,0
292,0.0028702161764257773,0.004821630175966662,0
293,0.000579383645384489,0.0009962716611174518,0
294,0.0012185458565301124,0.0006930399825722093,0
295,0.004839333464886039,0.002783926968930638,0
296,0.0017374419501751247,0.0008910318586354025,0
297,0.0035452589603070022,0.0014063553766692155,0
298,0.008097231842694725,0.002377639675125877,0
299,0.003797798425911504,0.0011874978553786763,0
300,0.002886969877801943,0.0006360937772969824,0
301,0.0008559497312176701,0.0003728135594915848,0
302,0.00036150154893210926,4.833126093733255e-05,0
303,0.0004129226622767134,0.00010100632836423633,0
304,0.0005751158588602162,0.0001629991964552269,0
305,0.0013477992482695878,0.00016964635780698,0
306,0.0004067389000799104,3.57928199507768e-05,0
307,0.0004197873371404344,1.316864985003145e-05,0
308,0.0003816228609846946,9.968120932706234e-06,0
309,0.0008291242968802519,0.00033907655463014634,0
310,0.001069544015820664,0.0013433846246348278,0
311,0.0003711827452070038,0.00042006089660261213,0
312,0.0013532476249196127,7.973661549572269e-05,0
313,0.004204812614895156,0.00033016120798765356,0
314,0.0030859361175534393,0.0009237603025386175,0
315,0.002403390711084454,0.0018248456489952027,0
316,0.0005374427486896994,0.0005569489329416738,0
317,0.0010046831612673685,0.0005528367008572888,0
318,0.0042023325915368495,0.0007871606075615943,0
319,0.0033953870796360175,0.0008158965192628319,0
320,0.007105194374889189,0.0010936358085991823,0
321,0.0031725690443430436,0.00026594352611908795,0
322,0.007070457758075122,0.0007136494634673372,0
323,0.007083066188330153,0.001897452614297678,0
324,0.004054747450029437,0.0016829285193674394,0
325,0.004208257747942665,0.0020421002456633705,0
326,0.0011342132460764212,0.0005453399159190586,0
327,0.0012485967398029592,0.0008965473853898637,0
328,0.002195847888490431,0.0023485623795267804,0
329,0.003031872478126057,0.0012795902553566657,0
330,0.0032269679807503606,0.0005952567773022642,0
331,0.0040015371229907525,0.001151870371881059,0
332,0.0031537392002715654,0.001194140338813374,0
333,0.002628224826794153,0.0029947124786094,0
334,0.0030930648800721054,0.003147309908124087,0
335,0.004807057979943,0.0028521293894951945,0
336,0.001531899058648251,0.0011377408882754765,0
337,0.002416893390274438,0.002745524467047866,0
338,0.004007744657748045,0.0033331246992689147,0
339,0.002218382377201116,0.001904986597225215,0
340,0.002006330413843302,0.0009090915319896406,0
