nose_x,nose_y,L_ear_x,L_ear_y,R_ear_x,R_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,tail_1_x,tail_1_y,tail_2_x,tail_2_y,tail_3_x,tail_3_y
428.8406463832419,42.915763854980476,399.12533893106104,67.76536970212676,424.13635938979917,82.73309225679057,417.4612424678669,63.59222517104301,408.6627682999118,79.11792686758623,382.34983187122737,123.09317553779974,363.49718788566906,174.787754882837,403.8163310698694,184.27743760661718,433.5783349945899,195.63029326665432
436.69260203349916,42.92303034808165,410.06404208176224,64.83942988006342,430.63962943065223,82.73309225679057,425.41525786022055,63.59222517104301,415.8782205510775,79.0162365839233,385.57575369060834,121.28013378411838,364.2582775895186,174.54708565605804,403.8345947265625,183.92466505451566,438.9019471078345,194.65771484375
447.40553980361847,44.76311913029183,417.0711939855716,64.19739532470703,435.783654598977,84.34338347806997,432.2189530041869,64.357311894985,421.0413042859757,79.38732023980717,389.12544471709685,119.45134804950645,364.56254405251315,174.45309092428866,403.8163310698694,183.83670043945315,442.6544929981755,194.65771484375
457.68439046660205,53.739193180061534,423.3333479096355,65.12336957363141,440.212177980104,88.6868595534063,439.4159451934303,68.67298546539996,426.2455486030845,80.41679996763156,391.74910259219865,118.90852420848752,364.624709180245,174.09369304821192,403.7429343306642,183.83670043945315,443.2992858886719,194.65771484375
472.8756023876829,62.39266957911383,431.06444320673904,68.83688891025533,449.3156316178014,94.16581815411601,451.0112101299418,75.31856328400173,434.8523009889539,84.17433315004423,396.0851764200527,117.95830123605685,364.9714502072326,171.44332754325404,403.0574083993997,183.73517136543714,442.42795663258755,194.89955216275604
484.9852321135872,64.09886932373047,444.06872510076596,69.76286315917969,458.783039137666,95.34911346435548,462.70039822466657,76.80042266845705,445.6689535376761,85.11128234863283,403.9434424148699,113.24272162165055,366.36484860509245,164.6660093220881,400.2271185462122,183.3280000212816,438.7518726479217,196.06767699042632
496.8130554471933,63.72227851103331,458.74032585760415,69.37290971692954,471.0779741899629,94.68297362399755,474.2076639337989,76.31991764058971,458.9868256655194,84.4253518027215,414.0758896845689,107.17012984116262,369.0875897814791,156.86502796339948,398.85717415999943,183.15943312148883,437.0363791337736,197.17155822217134
509.3518118641578,61.330530383673846,473.47299762114886,66.86277228121631,484.82157177922676,90.95368000727903,486.9638189537094,73.09466145388993,472.9825576880689,80.5530080883339,427.8813775729061,101.22040969081442,375.6300026429999,150.54131892734466,398.29904349694795,182.02608766777507,435.9384717147723,197.63825119886513
521.9330607444309,56.25475820074294,488.59479687689554,61.93220431824821,500.3518272890118,85.64182378681645,502.74124257540973,66.92943083469702,489.00169336274115,74.71596342907768,440.23167880679176,96.21135864745608,382.41121424688777,145.9246851157045,397.7718440156586,178.16736702416821,433.7209697619324,197.7237202378185
535.5107858403677,50.70464756519444,502.84436079613334,57.77645561623536,514.9280741554735,82.96591497692653,516.7581465601841,63.713164753440566,503.60423516364665,70.84880839180185,449.1078721551673,91.26655738682989,393.67889477062084,138.90217189036656,397.46392478984245,173.70052924169033,431.74572940443454,197.79805405417375
