nose_x,nose_y,L_ear_x,L_ear_y,R_ear_x,R_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,tail_1_x,tail_1_y,tail_2_x,tail_2_y,tail_3_x,tail_3_y
127.06454039029869,193.66445730528943,107.6590619533127,233.6945425884418,135.74383137724203,234.9581081217693,123.03417108580297,222.3426641297928,119.90856864962845,240.84805454060933,114.67409901475455,283.563739308614,116.90426635742189,319.4796142578125,143.48367309570315,374.73986816406256,199.68208484762607,349.6056849617587
129.3299873373285,183.10637878807154,108.86626513483453,222.0720427063972,137.1972965411703,225.4396068180174,124.66282253177133,211.72169476873984,121.10586994437313,230.39234322953652,113.76152801513672,273.5360266370188,116.79164555195021,319.4796142578125,143.48367309570315,374.73986816406256,197.3088565179338,350.86117553710943
129.42651510418779,161.80346522804342,110.5510341320792,198.4733098902061,138.69788855505524,203.20494524440016,126.16468798296708,188.34221028679497,122.1329869680792,206.075753079863,114.67151585230177,252.19263098750343,116.07260360793124,313.1153315803613,142.37549259536186,368.29376207053974,195.29068352608073,348.96083621910117
130.12670648583696,129.71237076130484,111.68209642616381,165.72749454957815,140.59615946182112,166.55606964999166,127.15361044569124,154.5047499795298,124.28691441800626,171.72963822315498,118.32092341771776,218.310389794581,114.21364318048184,284.13614740287574,137.06937729398305,339.71028303956984,189.3875275252308,339.2108348915163
131.48545944024872,106.02437360537498,111.87389495134099,142.22514115997245,142.16378120463042,141.86527101980545,128.00300664499878,130.17277363725321,125.24752839468576,147.2772137478482,119.23091125488281,193.153149993769,111.24322124606253,259.0751613056097,132.48850020010102,317.18792712082956,187.140998960649,323.90652518864573
132.16530463933026,81.4247491474612,111.88962875900788,116.45681729291556,142.48110525815315,118.30246030209457,128.90477653853125,104.75567808491252,125.54508780339519,122.50144219566974,119.08073494851298,170.06089116975957,110.56921386718751,234.76587537472284,131.54879664353248,292.4987546208626,186.60799030542236,301.33022190242025
133.64120817448935,69.33183291357662,111.9499174446054,102.18477307647744,142.50886971743282,106.2306383008582,129.13071379653917,91.98040449484948,125.64239512698805,108.7245572506362,118.47846915304952,159.00564845398173,110.57021285925155,224.09328613403676,131.48148683147474,281.64098485416565,186.5206451416016,292.7196464830537
134.07369590676214,66.61119058355742,112.17014505471907,98.87494166869892,142.53514054304588,103.24445630569166,129.3701659198625,88.82303586112809,125.67803837567999,105.22343227718798,118.32829284667969,155.93762314692694,111.4986968734988,220.58993787221112,131.49771696175543,278.20438043418466,186.5206451416016,290.8739545664782
135.25908750061507,62.924701720440666,113.99234822779385,93.54271495543306,143.57856857196302,98.28993998134254,131.23162676390544,83.16017294236103,126.82667361182955,98.90267894243661,119.80799557609458,148.57558626768517,115.49373870888002,210.69027445885897,132.31687158638383,269.13064423593096,186.5206451416016,287.0896500905965
146.0625678572017,61.766505906957725,122.45029948446597,85.34405911584534,150.911346446591,95.04928234466273,140.22639321553933,78.65814906446533,134.74886179590567,92.05926461995007,126.76523841166332,138.56316413823433,117.56729540602589,199.24923247249419,135.1650867448295,258.2068656794108,186.20132310395076,281.1610377487948
175.4454481091592,61.70246505737305,142.76968133342936,80.88164322357206,167.64410519892255,94.41775563270306,162.163526258062,77.49925163694864,151.16768796305655,89.05607231084655,133.28474715613962,129.4269980056597,117.91933792453426,185.89695738707178,135.86807250976562,241.66820841900557,184.92071669097115,264.0017205771031
195.1909412539518,61.816161651630345,158.68674153412258,76.51735410586394,180.88878169691355,94.41775563270306,178.65697873072943,77.40928649902344,164.30760550851696,88.09696380298838,138.879997999188,122.37508823403321,118.18208724636418,176.56147993890158,135.16190571037905,235.232433516347,184.23504509598874,258.1845982111968
210.7772948760653,62.272129516582545,173.6041284364517,73.22837638302859,192.93454940513087,94.6395090014113,192.81773006220618,77.40928649902344,177.73557074268354,87.20892722128697,144.10809672732574,114.96896978249995,118.74946396404988,169.89401046746113,131.39789149883217,230.0534578921816,179.41210804235305,257.36868191516817
226.27463789451795,62.496697093490326,189.892411802963,72.5026973270106,207.14670882699846,95.13456886197939,208.3618960953415,77.282037504802,192.94005591148982,86.82164669398442,151.2352204853836,113.14882206795528,122.170741964375,161.85801788981337,126.95400436549579,223.66367941745108,164.99435362044193,255.79856967174592
243.31969077312468,63.01464164966179,207.3149294554192,71.68868698829337,222.12344514424538,95.25149536132812,225.4246791184042,76.72253757307863,209.64232018105858,86.22823878071793,164.34547555120872,111.60940401051536,129.6724432473733,153.94471432481745,126.0219955444336,216.6051776404635,159.17215021731405,255.25992127476349
266.0143916486922,63.43711327988174,229.17702356216287,68.94921087765752,241.79927107189746,95.40200297256291,246.57107741813152,76.39805095971704,230.43402028125877,84.00231037955399,185.54414474368014,105.970897432568,141.01558490212986,141.08928259423186,128.08540413246416,202.43735686016345,157.88468924711995,250.95075373565402
293.95414515088464,64.77452072327277,260.28622056087727,67.80860758321326,272.9087069383101,96.03986400049645,275.47612006175405,76.34886932373047,260.09174982368654,82.9148452443696,214.89435805916202,96.03910633577249,162.62769732609036,117.86173478744793,136.85941554380227,176.59816839411548,155.6249140481721,233.6096908926479
305.85424539266114,70.39210249909046,277.24761398911505,67.68444061279297,286.86264906299994,96.51861542392061,290.08956339924276,76.91194288627374,275.1042095409245,82.77283477783205,230.29561559082828,90.68946932090326,176.9327512495642,106.716664834768,141.65375172266454,157.8045307950133,153.76032737509462,220.75122833521584
312.4469550043292,75.28386818695348,286.5387766715811,67.74781631391315,292.8295813354084,97.54736545128401,297.6254337443432,79.19149878195277,282.4468407198061,82.84907043905494,237.54465480278904,89.86918640136719,184.75109444751274,105.18305969238283,145.94608692793116,154.38670349121094,153.4106903076172,218.47230529785156
319.5124319822246,78.18323368338129,292.1709709793986,68.07237553345088,298.0687232566229,98.71962037626434,303.25979019446754,80.03464589419468,288.2063585062091,83.22958245156369,242.52503667918862,90.45021135624809,190.34779060411768,106.15842248416345,151.29965091113104,154.43920452268353,154.54353207583685,218.72492208395784
326.27365429795435,79.97984604710993,299.1566200685628,68.41807414384692,303.2197745794567,99.19825199031546,309.4820726351925,80.83491201033276,294.02074345775407,83.60570379883451,246.7075774695525,92.78034894648628,194.40263248085952,110.07000921749673,156.78341345335835,154.6497542175509,159.0866711712335,219.73801431740935
328.8172073807252,80.31925201416016,301.5523529772714,68.48847198486328,305.0146214993763,99.2604446411133,311.97032419230254,81.02912139892578,296.20790446458955,83.68048095703126,248.2850421912303,93.36137390136719,195.54952459049895,111.04537200927736,158.0445714218382,154.70225524902347,160.92476071691547,219.99063110351562
335.1166403004922,78.65907191158914,306.59404490106607,67.51841768712566,310.33926546786313,97.84575128853196,318.21388176546,79.80584228814583,301.7770013254282,82.71081127758512,253.20306547940683,92.85737669290356,198.16264092791388,110.94218641093661,159.51352121030214,154.2082352675273,163.75972179931458,219.69246941873345
344.55039343846624,70.88987261534189,315.7349704750743,63.11429861696446,322.0410506191922,91.92625327838837,327.55956059259387,74.21876491578249,311.2098185689381,78.3214494256466,263.1636481432894,90.20152400097474,204.77437521831746,109.77260442898563,165.36712470849722,151.28328518494604,164.70986907782117,217.1068965902846
352.61254828763003,63.851953872656985,322.0790120481913,59.546531917335656,329.90903449476593,88.636506333801,334.8898043056977,69.5194986330087,319.37459432109034,74.68105737591543,270.26273012700597,86.21143884927719,213.19575802334802,105.53281224837703,173.70111767399007,145.8876949869291,166.18330851086154,210.70690441904244
360.0069067376651,57.971844668183365,328.36084269747255,56.75668812912464,337.2714657567595,84.53428842674963,341.9503445878885,65.34935417021998,326.7848600233326,71.49530168260563,277.9471167485238,81.37154402675714,220.27668335116184,99.0225350665743,179.61366120378855,138.48593335152373,169.06962636702647,205.28384100800739
367.21503590110484,52.742697300881005,334.64029642701627,55.6452523308929,345.1948090152528,82.42132689213352,350.05993896145765,62.578112868819574,334.5237972249134,70.66372151442316,286.47202756137904,78.69990567569286,227.52711607202622,92.62198983584912,183.67343877748473,129.0121093049528,171.3345043905767,196.037443869534
373.05636144407356,51.668521881103516,341.7604602519758,55.18344449726763,353.55377756759736,81.9350833751221,357.71354974830876,62.072593688964844,342.52958755848266,70.37845218085533,293.944712546707,78.26836395263672,235.40118874102268,91.30170440673828,188.22179426259208,125.34924336896484,173.58044973807006,189.96460472857788
374.7206035497146,51.668521881103516,344.5212171634572,55.09873580932617,356.327300651527,81.93508337512212,360.38786808349147,62.184433198864205,344.9233293824967,70.31377410888672,296.48784725346934,78.42481854966573,239.7774791345851,91.42333010382666,192.6477154592105,124.92940521240234,175.11916154509774,188.92794799804688
375.53073811828233,51.668521881103516,345.6030377104014,55.22625200536398,358.3053884288328,82.12966055981859,362.29796559355543,62.69511371026478,347.10637477036767,70.50349120660981,298.0413212704638,79.13051035755369,243.39211939874,92.56694839445845,198.23862793284025,125.72527185194869,179.9799448972247,190.14409834207754
375.7109375,50.759416888894684,345.8057861328125,57.09064208283242,360.50707201501535,82.1845236431843,363.4808976973949,63.05624029179876,349.0873669031509,71.99065541110448,301.01814151368995,80.64847380838852,246.20098086894484,95.31879590357036,203.6195721507806,128.9170087266646,183.59854065240413,195.02133744893808
374.9996906926842,45.94661480765205,345.59380687140555,62.680988015734464,363.556909776589,82.18621063232422,363.6815795898438,63.05624029179876,350.17215524077164,75.09321757906307,303.21442620588925,85.05520166252487,247.8242578824164,95.97464752197266,204.72332763671878,129.71287536621094,184.23840332031253,196.23748779296875
371.626780494248,39.825072563854626,344.7436870250789,64.1814468145262,365.1613088947134,82.09595861738951,363.613160692446,62.58060725967094,351.2622180432822,75.81954193115234,303.68321972242137,86.7356050807752,248.99917343198325,95.87129690588309,204.8609143582205,129.42471756510952,183.67318198829994,195.59740171641582
368.8279965865054,36.47238493464175,344.5317077636719,64.21821594238281,365.98798665190094,81.33759182745023,363.3387741220071,61.37194178403513,351.65585670107663,75.62229113851171,304.0547610187271,87.37608405609068,249.27435244340955,95.45682046472238,205.41269098845922,128.26909194416785,181.40642311423917,193.01592241989397
368.3074645996094,35.7395527971444,344.8078459258223,63.628862668655415,366.916943203527,78.79343922588495,363.2703552246094,59.59767010111061,352.01077431111617,73.99224863398203,305.48227324559036,87.5614964264076,249.77095125035734,95.35346984863281,205.7257195030433,127.9809341430664,180.84120178222656,192.31775191349487
