Time,Frame,nose_dist,body_dist,freezing,darting,Known,Homecage
0.07,1,0.0,0.0,0,0,0,0
0.13,2,0.0,0.0,0,0,0,0
0.2,3,0.0,0.0,0,0,0,0
0.27,4,0.0,0.0,0,0,0,0
0.33,5,0.0,0.0,0,0,0,0
0.4,6,0.0,0.0,0,0,0,0
0.47,7,0.0,0.0,0,0,0,0
0.53,8,0.0,0.0,0,0,0,0
0.6,9,0.0,0.0,0,0,0,0
0.67,10,0.0,0.0,0,0,0,0
0.73,11,0.0,0.0,0,0,0,0
0.8,12,0.0,0.0,0,0,0,0
0.87,13,0.0,0.0,0,0,0,0
0.93,14,0.0,0.0,0,0,0,0
1.0,15,0.0,0.0,0,0,0,0
1.07,16,0.0,0.0,0,0,0,0
1.13,17,0.0,0.0,0,0,0,0
1.2,18,0.0,0.0,0,0,1,0
1.27,19,0.0,0.0,0,0,1,0
1.33,20,0.0,0.0,0,0,1,0
1.4,21,0.0,0.0,0,0,1,0
1.47,22,0.0,0.0,0,0,1,0
1.53,23,0.0,0.0,0,0,1,0
1.6,24,0.0,0.0,0,0,1,0
1.67,25,0.0,0.0,0,0,1,0
1.73,26,0.0,0.0,0,0,1,0
1.8,27,0.0,0.0,0,0,0,0
1.87,28,0.0,0.0,0,0,0,0
1.93,29,0.0,0.0,0,0,0,0
2.0,30,0.0,0.0,0,0,0,0
2.07,31,0.0,0.0,0,0,0,0
2.13,32,0.0118947768823551,0.0019989783518956,0,0,0,0
2.2,33,0.0098898521792846,0.0052678510717229,0,0,0,0
2.27,34,0.0079727871627898,0.0077450720048106,0,0,0,0
2.33,35,0.0064779960428999,0.0062260499933875,0,0,0,0
2.4,36,0.00614486818885,0.0059566188835006,0,0,0,0
2.47,37,0.0061940716866683,0.0058503034145859,0,0,0,0
2.53,38,0.0080926456394076,0.0079395959094673,0,0,0,0
2.6,39,0.0138903823560092,0.0131158889990752,0,0,0,0
2.67,40,0.0134507223869529,0.0147730514842652,0,0,0,0
2.73,41,0.0111650092985163,0.0109117112115741,0,0,0,0
2.8,42,0.017324671777186,0.0100249226720993,0,0,0,0
2.87,43,0.0236561449282783,0.0158665384414906,0,0,0,0
2.93,44,0.0267053779134282,0.0220288012709571,0,0,0,0
3.0,45,0.0282760607791803,0.0283557928661218,0,0,0,0
3.07,46,0.0252283312787082,0.026298322673218,0,0,0,0
3.13,47,0.0187407078243196,0.020404908201,0,0,0,0
3.2,48,0.0189354563488832,0.0187696563190052,0,0,0,0
3.27,49,0.0213042201499136,0.0202349996396358,0,0,0,0
3.33,50,0.0222289675316881,0.0222915778374527,0,0,0,0
3.4,51,0.0123575321530319,0.0178548140611945,0,0,0,0
3.47,52,0.0053275854888282,0.0083212543666078,0,0,0,0
3.53,53,0.0005902942206008,0.002343606968564,0,0,0,0
3.6,54,0.0029278322394123,0.0011953714743502,0,0,0,0
3.67,55,0.0024994805372307,0.0015977974213641,0,0,0,0
3.73,56,0.0005413329857405,0.0005490779795959,0,0,0,0
3.8,57,0.0028745463782622,0.0013990814026168,0,0,0,0
3.87,58,0.0146480586113179,0.0066167453176468,0,0,0,0
3.93,59,0.0191390692460826,0.0109927800119687,0,0,0,0
4.0,60,0.0120477660281132,0.0120939845007977,0,0,0,0
4.07,61,0.0111029953558054,0.0186553520631965,0,0,0,0
4.13,62,0.0147583562663811,0.0224182680919993,0,0,0,0
4.2,63,0.0206813701705725,0.0193180259547834,0,0,0,0
4.27,64,0.023079847510686,0.020504101969452,0,0,0,0
4.33,65,0.0229500318135054,0.0197133226399729,0,0,0,0
4.4,66,0.0162734164802054,0.015367358207591,0,0,0,0
4.47,67,0.0106629846788426,0.0090223504385187,0,0,0,0
4.53,68,0.0089538339408199,0.0073035248155761,0,0,0,0
4.6,69,0.0147113438907789,0.0109387026897078,0,0,0,0
4.67,70,0.0211356947836326,0.0196480415315003,0,0,0,0
4.73,71,0.0260214977524746,0.0282079675294937,0,0,0,0
4.8,72,0.0256198615528861,0.0270605460777816,0,0,0,0
4.87,73,0.0234054932047779,0.020360849530561,0,0,0,0
4.93,74,0.0114284739058457,0.0119506170958365,0,0,0,0
5.0,75,0.0055183913606196,0.0122363162445185,0,0,0,0
