obj_1_x,obj_1_y,obj_2_x,obj_2_y,nose_x,nose_y,L_ear_x,L_ear_y,R_ear_x,R_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,tail_1_x,tail_1_y,tail_2_x,tail_2_y,tail_3_x,tail_3_y
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,23.399448657874185,6.586004581544919,23.14063323315272,9.043689073029011,24.829589525588826,8.431558961775591,23.753401409465322,7.995450214444014,24.012890989742942,8.994244291759763,24.98672793197185,11.002508031572178,24.23890083314988,12.743901450673999,22.153064095792764,14.289360998616997,18.778011393744514,15.264975529562529
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,23.383941684190603,6.556653370934141,23.118030307997618,9.0655425843105,24.82546688037123,8.478902070311564,23.74143773842488,8.011787981578975,23.988496109836806,9.022581616568598,24.922606642059364,10.93043577304727,24.23878128915453,12.546838967225918,22.178245865795972,14.213455301201664,18.779078073755855,15.278330018395758
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,23.283184063472977,6.689569968368152,23.062384909036243,9.284971234372964,24.811959165800246,8.771917538620817,23.685472661448863,8.19177022612767,23.914552587640927,9.241542592197492,24.906755529536778,10.969482028011935,24.23479744133099,12.58998763507054,22.18615393806964,14.295881675931454,18.769025319010606,15.295880133529257
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,23.018117507018545,7.316683161225402,22.83955779762533,9.888753452456744,24.693427687846604,9.233498716488674,23.463293734169806,8.720343664183646,23.749355921629444,9.737179454607434,24.82330624730632,11.144576446666317,24.2205979577418,12.771937243815215,22.1927232350476,14.632359826807887,18.706452007933112,15.31141005710095
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,22.520622581681458,7.8475061021793815,22.55374432604891,10.234732676242887,24.235660391216783,9.33890325756899,23.10841587064211,9.048575678661983,23.451976064049234,10.022708813485522,24.703895450200438,11.257829568996886,24.2154765196225,12.859923598022789,22.194361303759162,14.740633108461385,18.587234151578755,15.389887707386931
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,21.923836473350434,8.024452438091874,22.082705764750155,10.288141852604406,23.4564609842294,9.33946516700967,22.524104336526886,9.10344160328177,22.92178083640279,10.067645111692276,24.612956358829656,11.276333215281015,24.2093808999853,12.905643745734716,22.19432233346993,14.755664239774477,18.485135035575286,15.53308155905846
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,21.772454542273604,8.045118935428377,21.942250745121093,10.271458750778043,23.244236270878634,9.310620306846145,22.355540662808036,9.103856847512303,22.769458815620897,10.052729760114282,24.567070806909232,11.26805466194688,24.207867378211617,12.915797374712787,22.19402622827164,14.760250367614194,18.461414777288464,15.58935944859759
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,21.61121316167819,8.007366731047702,21.76292720861293,10.155521246288847,23.03482132281173,9.148985803742956,22.152411829634175,9.071658830941855,22.588102021688474,9.94752469010835,24.405531550668286,11.220314948706593,24.206301193884915,12.91627919718058,22.186170418860087,14.764794591317592,18.44647341263636,15.603604478487199
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,21.274192430947245,7.848262524965125,21.458392700559223,9.925308863357778,22.664629107865466,8.909477008310823,21.808892134665566,8.911288010126905,22.24862358883954,9.722727800988451,24.13181284670833,11.135950118749262,24.20002018143919,12.91603602784203,22.156915748996095,14.780234650759374,18.44275385651683,15.605739945012003
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,20.924763529450864,7.731282537497582,21.100964508410094,9.749505943909234,22.299051590260635,8.681637213920823,21.45490961969882,8.692267731746785,21.899849376704815,9.501286031251146,23.906362626090765,11.003020071949905,24.198436881782758,12.90551393254153,22.149599447852808,14.78407901712955,18.4444303688921,15.605739945012003
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,20.32218461339205,7.529730690672748,20.693732799281683,9.495889175562155,21.750440101879924,8.349858983629103,20.89398228644326,8.414298869964616,21.436993766121144,9.215384907540043,23.57801301665682,10.795813158828283,24.198368242608417,12.867493189228128,22.149584439025197,14.783743030041308,18.452130203748414,15.606099103623572
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,20.068809727548885,7.419290156932869,20.51050304087754,9.392683730765189,21.560994873018434,8.238229155691057,20.69538485711922,8.312732272555566,21.26282293252725,9.101531171137859,23.472599293816096,10.707115372258276,24.198351127278688,12.849864708316716,22.18038492309498,14.78151428242493,18.500768687858326,15.607539470297409
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,19.4201947647115,6.989863849352815,19.932842349397845,9.056487705238151,21.09965271836031,7.929661277253285,20.21423371464128,7.982367142570939,20.781467923168467,8.759239717057719,23.203093376581315,10.408554596617078,24.167461906807073,12.737650316826876,22.41730967697598,14.68170484664364,19.02149807025528,15.645540505241087
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,18.425397661731147,6.111558043599002,18.965154360014203,8.299106898844133,20.1578890207462,7.157822031660171,19.2470874391279,7.186012359843287,19.83151306983855,8.050384523283466,22.409511234547832,9.737867229206879,23.957304869825,12.32693720678158,22.90289960238547,14.286963407720423,20.79130242946204,15.830658471061096
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,17.86169729524874,5.533779447698469,18.383274466121684,7.833559434670944,19.74713272145776,6.702901077939414,18.69946497447836,6.690397310647587,19.28365959316761,7.548694948249329,21.559470743750456,9.270710509918967,23.38295916983889,11.881008189358905,23.016302354112117,14.115061932634893,22.480580387915456,16.00529252351489
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,17.583103791809492,5.331379519137387,18.096880584128094,7.727895751181376,19.54607127298922,6.576705060969392,18.380665532209537,6.520741947414575,18.97372774640205,7.359120852051077,20.81465428588253,9.008080385191969,22.50485110658201,11.401453411633845,23.016298404420642,13.947772620268143,22.815250385707458,16.039451825216037
10.320784824788433,7.618933961832859,25.439368054405158,7.696246181078565,17.533093324963254,5.282392348209574,18.046261864794516,7.70302359829974,19.50598164119292,6.5622665029807665,18.318499758188878,6.497234963624764,18.914274357174488,7.3324422660058675,20.645125055199077,8.959936410881001,22.25939643276208,11.294435052343948,22.88440894903965,13.881494825504834,22.743773872313543,16.031849722375394
