Time,Frame,nose_dist,body_dist,freezing,Novel,Known
0.04,1,0.0,0.0,0,0.02,0.01
0.08,2,0.0,0.0,0,0.02,0.0
0.12,3,0.0,0.0,0,0.02,0.0
0.16,4,0.0,0.0,0,0.02,0.0
0.2,5,0.0,0.0,0,0.02,0.0
0.24,6,0.0,0.0,0,0.01,0.0
0.28,7,0.0,0.0,0,0.01,0.0
0.32,8,0.0,0.0,0,0.01,0.0
0.36,9,0.0,0.0,0,0.01,0.0
0.4,10,0.0,0.0,0,0.01,0.0
0.44,11,0.0,0.0,0,0.02,0.0
0.48,12,0.0,0.0,0,0.02,0.0
0.52,13,0.0,0.0,0,0.02,0.0
0.56,14,0.0,0.0,0,0.01,0.0
0.6,15,0.0,0.0,0,0.01,0.0
0.64,16,0.0,0.0,0,0.01,0.0
0.68,17,0.0,0.0,0,0.0,0.0
0.72,18,0.0,0.0,0,0.0,0.0
0.76,19,0.0,0.0,0,0.0,0.0
0.8,20,0.0,0.0,0,0.0,0.0
0.84,21,0.0,0.0,0,0.0,0.0
0.88,22,0.0,0.0,0,0.0,0.0
0.92,23,0.0,0.0,0,0.0,0.01
0.96,24,0.0,0.0,0,0.0,0.01
1.0,25,0.0,0.0,0,0.0,0.01
1.04,26,0.0,0.0,0,0.0,0.01
1.08,27,0.0,0.0,0,0.0,0.01
1.12,28,0.0,0.0,0,0.0,0.01
1.16,29,0.0,0.0,0,0.0,0.01
1.2,30,0.0,0.0,0,0.01,0.01
1.24,31,0.0,0.0,0,0.01,0.01
1.28,32,0.0,0.0,0,0.01,0.01
1.32,33,0.0,0.0,0,0.01,0.01
1.36,34,0.0,0.0,0,0.01,0.01
1.4,35,0.0,0.0,0,0.01,0.01
1.44,36,0.0,0.0,0,0.01,0.02
1.48,37,0.0,0.0,0,0.01,0.07
1.52,38,0.0,0.0,0,0.01,0.33
1.56,39,0.0,0.0,0,0.01,0.69
1.6,40,0.0,0.0,0,0.01,0.83
1.64,41,0.0,0.0,0,0.01,0.88
1.68,42,0.0,0.0,0,0.01,0.9
1.72,43,0.0,0.0,0,0.01,0.9
1.76,44,0.0,0.0,0,0.01,0.88
1.8,45,0.0,0.0,0,0.01,0.56
1.84,46,0.0,0.0,0,0.01,0.06
1.88,47,0.0,0.0,0,0.01,0.02
1.92,48,0.0,0.0,0,0.01,0.01
1.96,49,0.0,0.0,0,0.01,0.01
2.0,50,0.0,0.0,0,0.01,0.0
2.04,51,0.0,0.0,0,0.01,0.0
2.08,52,0.0152712550266425,0.0151631854180555,0,0.01,0.0
2.12,53,0.0104892516918848,0.0088036275032357,0,0.01,0.0
2.16,54,0.0067893547336729,0.0060991103627382,0,0.01,0.01
2.2,55,0.004498251742841,0.0060345336310224,0,0.01,0.01
2.24,56,0.0043182248394337,0.0040760887859861,0,0.01,0.01
2.28,57,0.0050184307300733,0.0009084179828349,0,0.01,0.01
2.32,58,0.001068497089133,6.10744738502143e-05,0,0.01,0.01
2.36,59,0.000757521897319,8.705982148038417e-06,0,0.01,0.01
2.4,60,0.0031167205503379,1.0431804675752331e-05,0,0.01,0.01
2.44,61,0.0019344263129271,6.226902103055067e-05,0,0.01,0.01
2.48,62,0.0054494464883549,0.0002920296702074,0,0.01,0.01
2.52,63,0.0084576698444352,0.0005135339548781,0,0.01,0.0
2.56,64,0.0077513750650634,0.0004967761437351,0,0.01,0.0
2.6,65,0.0083074782938632,0.0015619908035539,0,0.01,0.0
2.64,66,0.0101820317777878,0.0052281822610732,0,0.01,0.01
2.68,67,0.0062181713705384,0.0048767084463218,0,0.01,0.01
2.72,68,0.0051502094901547,0.0050875302955346,0,0.01,0.01
2.76,69,0.0076771477489136,0.0042417857295305,0,0.01,0.01
2.8,70,0.0085118743385518,0.0063892193766517,0,0.01,0.01
2.84,71,0.0056420820657377,0.0054792736166263,0,0.01,0.01
2.88,72,0.005440665443524,0.004559076211708,0,0.01,0.0
2.92,73,0.0107296424967174,0.0070158494821934,0,0.01,0.0
2.96,74,0.0085695430243458,0.0058795320896939,0,0.01,0.0
3.0,75,0.0067050653477165,0.0065152863513846,0,0.01,0.01
3.04,76,0.0070379285282049,0.0074787581468545,0,0.01,0.01
3.08,77,0.0064948705111643,0.007416314460978,0,0.01,0.01
3.12,78,0.0038555498367941,0.0064407921177476,0,0.01,0.01
3.16,79,0.0031826008776769,0.0047079941264299,0,0.01,0.01
3.2,80,0.0042124383274821,0.0038237195104939,0,0.01,0.01
3.24,81,0.0082771342174937,0.0070677184711425,0,0.01,0.01
3.28,82,0.0063533278442953,0.0073710822183108,0,0.01,0.01
3.32,83,0.0053071978873715,0.0062091248672601,0,0.01,0.01
3.36,84,0.0060359031737338,0.0056850720698988,0,0.01,0.0
3.4,85,0.0062698996652447,0.0069084415985089,0,0.01,0.0
3.44,86,0.0070698900247189,0.0059119500070929,0,0.01,0.0
3.48,87,0.0072495168156448,0.0081617757033664,0,0.01,0.0
3.52,88,0.0038130056783225,0.0031808899982954,0,0.01,0.0
3.56,89,0.0060190484506595,0.0035977859681033,0,0.01,0.0
3.6,90,0.010350949835261,0.0076034795697023,0,0.01,0.0
3.64,91,0.0075467966994152,0.0077342460708362,0,0.01,0.0
3.68,92,0.0064216353327929,0.0076526787510022,0,0.01,0.0
3.72,93,0.0014229594466728,0.0032273874427385,0,0.01,0.0
3.76,94,0.0005068546309628,0.0016395622200227,0,0.01,0.0
3.8,95,0.001647749604139,0.0003344295768914,0,0.01,0.0
3.84,96,0.0017854688736613,0.0001642133224836,0,0.01,0.0
3.88,97,0.0010314735282416,0.0006601599763329,0,0.01,0.0
3.92,98,0.0055820809326731,0.0002414043572128,0,0.01,0.0
3.96,99,0.0087669429652627,0.0004825136346996,0,0.01,0.0
4.0,100,0.0071207135540365,0.0016768656025475,0,0.01,0.0
