Time,Frame,nose_dist,body_dist,freezing,Novel,Known
0.04,1,0.0,0.0,0,0.01,0.0
0.08,2,0.0,0.0,0,0.01,0.0
0.12,3,0.0,0.0,0,0.01,0.0
0.16,4,0.0,0.0,0,0.01,0.0
0.2,5,0.0,0.0,0,0.01,0.0
0.24,6,0.0,0.0,0,0.01,0.0
0.28,7,0.0,0.0,0,0.01,0.0
0.32,8,0.0,0.0,0,0.01,0.0
0.36,9,0.0,0.0,0,0.0,0.0
0.4,10,0.0,0.0,0,0.0,0.0
0.44,11,0.0,0.0,0,0.01,0.0
0.48,12,0.0,0.0,0,0.01,0.0
0.52,13,0.0,0.0,0,0.01,0.0
0.56,14,0.0,0.0,0,0.01,0.0
0.6,15,0.0,0.0,0,0.01,0.0
0.64,16,0.0,0.0,0,0.01,0.0
0.68,17,0.0,0.0,0,0.01,0.0
0.72,18,0.0,0.0,0,0.01,0.0
0.76,19,0.0,0.0,0,0.01,0.0
0.8,20,0.0,0.0,0,0.01,0.0
0.84,21,0.0,0.0,0,0.01,0.0
0.88,22,0.0,0.0,0,0.0,0.0
0.92,23,0.0,0.0,0,0.0,0.0
0.96,24,0.0,0.0,0,0.0,0.0
1.0,25,0.0,0.0,0,0.0,0.0
1.04,26,0.0,0.0,0,0.0,0.0
1.08,27,0.0,0.0,0,0.0,0.0
1.12,28,0.0,0.0,0,0.0,0.0
1.16,29,0.0,0.0,0,0.0,0.0
1.2,30,0.0,0.0,0,0.01,0.0
1.24,31,0.0,0.0,0,0.01,0.0
1.28,32,0.0,0.0,0,0.01,0.0
1.32,33,0.0,0.0,0,0.01,0.0
1.36,34,0.0,0.0,0,0.02,0.0
1.4,35,0.0,0.0,0,0.04,0.0
1.44,36,0.0,0.0,0,0.07,0.0
1.48,37,0.0,0.0,0,0.13,0.0
1.52,38,0.0,0.0,0,0.23,0.0
1.56,39,0.0,0.0,0,0.53,0.0
1.6,40,0.0,0.0,0,0.84,0.0
1.64,41,0.0,0.0,0,0.92,0.0
1.68,42,0.0,0.0,0,0.95,0.0
1.72,43,0.0,0.0,0,0.96,0.0
1.76,44,0.0,0.0,0,0.97,0.0
1.8,45,0.0,0.0,0,0.97,0.0
1.84,46,0.0,0.0,0,0.97,0.0
1.88,47,0.0,0.0,0,0.97,0.0
1.92,48,0.0,0.0,0,0.98,0.0
1.96,49,0.0,0.0,0,0.98,0.0
2.0,50,0.0,0.0,0,0.98,0.0
2.04,51,0.0,0.0,0,0.98,0.0
2.08,52,0.0002170431065265,0.0003378469133223,0,0.97,0.0
2.12,53,0.0014357728352715,0.0001307166533127,0,0.97,0.0
2.16,54,0.0056611262029628,0.0006948292996976,0,0.95,0.0
2.2,55,0.0065922540113464,0.0009830771112435,0,0.68,0.0
2.24,56,0.0048243867797157,0.0016113820691439,0,0.07,0.0
2.28,57,0.0051440987325952,0.0033360118986471,0,0.02,0.0
2.32,58,0.0087850883356815,0.0086143303851074,0,0.01,0.0
2.36,59,0.0070967559848964,0.0078680673486751,0,0.01,0.0
2.4,60,0.0054752234825567,0.0053813271810191,0,0.0,0.0
2.44,61,0.0055266857080206,0.0047057797831109,0,0.0,0.0
2.48,62,0.0050177392137254,0.0059012688684182,0,0.0,0.0
2.52,63,0.0025644159069014,0.0044631723461439,0,0.0,0.0
2.56,64,0.0023780675795267,0.0036682997839398,0,0.0,0.01
2.6,65,0.0019661209395346,0.0024338260867433,0,0.0,0.01
2.64,66,0.0027952360791712,0.0021115029377848,0,0.0,0.01
2.68,67,0.0007633015499895,0.0015095223383625,0,0.0,0.01
2.72,68,3.1810340163094255e-05,0.0008642279044098,0,0.0,0.01
2.76,69,0.0001070077006723,0.0002623841705029,0,0.0,0.01
2.8,70,0.0017728169133507,0.0006486957114007,0,0.0,0.01
2.84,71,0.0064682281719412,0.0018958521577833,0,0.0,0.01
2.88,72,0.0060246976949245,0.0024594950519961,0,0.0,0.01
2.92,73,0.0058243064562578,0.0022741121656607,0,0.0,0.01
2.96,74,0.0057023522178607,0.0040146977400407,0,0.0,0.01
3.0,75,0.0095000639777172,0.0084648836294881,0,0.0,0.01
3.04,76,0.0073073850032574,0.0078733132517708,0,0.0,0.01
3.08,77,0.0065790154413569,0.0076312451311032,0,0.0,0.01
3.12,78,0.0086570388164645,0.0087699999988719,0,0.0,0.01
3.16,79,0.0108218080706287,0.0105242239076158,0,0.0,0.01
3.2,80,0.0085433500878464,0.0083416718226013,0,0.01,0.01
3.24,81,0.0081763586751935,0.0086504903404127,0,0.01,0.01
3.28,82,0.007939300264322,0.0093269020268997,0,0.01,0.01
3.32,83,0.0116653598385249,0.0116823876622753,0,0.01,0.01
3.36,84,0.0090570892713852,0.0085326556332353,0,0.01,0.01
3.4,85,0.0081060376568814,0.0075369320840823,0,0.01,0.01
3.44,86,0.0083251806197393,0.008221773280806,0,0.01,0.01
3.48,87,0.0097477053637766,0.0120214661602596,0,0.01,0.01
3.52,88,0.0076548663711125,0.008253066168002,0,0.01,0.01
3.56,89,0.0065763127577329,0.006256945108096,0,0.01,0.01
3.6,90,0.008256892693876,0.0069583281701288,0,0.01,0.01
3.64,91,0.0138905051592582,0.0127081702113845,0,0.01,0.0
3.68,92,0.0101967968487525,0.0106188443235764,0,0.01,0.0
3.72,93,0.0070684479225477,0.0086911030646666,0,0.01,0.0
3.76,94,0.0027907478300881,0.0035068592117857,0,0.01,0.0
3.8,95,0.0086307327811723,0.009854103638531,0,0.01,0.0
3.84,96,0.0151804544633344,0.0152571971548909,0,0.01,0.0
3.88,97,0.0109244969197281,0.0095015695589583,0,0.01,0.0
3.92,98,0.0068742447292244,0.0060158152682939,0,0.01,0.0
3.96,99,0.0013666111420696,0.0033358745864655,0,0.01,0.0
4.0,100,0.0011330056327847,0.0016154296405098,0,0.01,0.0
4.04,101,0.0031192238462003,0.0006723059990095,0,0.01,0.0
4.08,102,0.0013384668786788,0.0006545451389399,0,0.01,0.01
4.12,103,0.0006050958437987,0.0009153292485573,0,0.01,0.01
4.16,104,0.0002687805698503,0.0002909023564698,0,0.01,0.01
4.2,105,0.0006501580805901,0.0009583065415721,0,0.01,0.01
4.24,106,0.0011983140633117,0.00185858900014,0,0.01,0.01
4.28,107,0.0034151334016243,0.0008800167282083,0,0.01,0.01
4.32,108,0.0033238025904802,0.0013597343503786,0,0.01,0.01
4.36,109,0.0012837981288824,0.0008572654141747,0,0.01,0.01
4.4,110,0.0003951668970942,0.0003500685753286,0,0.01,0.01
4.44,111,0.000433474789157,0.0006359280730708,0,0.01,0.01
4.48,112,0.0010408502716877,0.0003144872101703,0,0.01,0.01
4.52,113,0.001134267901442,6.431997726589923e-05,0,0.01,0.01
4.56,114,0.0011774834649473,9.162555212091532e-05,0,0.01,0.01
4.6,115,0.0013021636069692,0.0002742274428915,0,0.01,0.01
4.64,116,0.0009482394784975,0.0002295931199111,0,0.01,0.01
4.68,117,0.0019565103759832,0.0003197125812282,0,0.01,0.01
4.72,118,0.001298435046963,0.0005620456447297,0,0.01,0.01
4.76,119,0.000440640721204,0.0002566057903978,0,0.01,0.01
4.8,120,0.0005457314025718,0.0004610100236136,0,0.01,0.01
4.84,121,0.0005252427236114,0.0007466362026182,0,0.01,0.01
4.88,122,0.0004303253376035,0.0009069969869129,0,0.01,0.01
4.92,123,0.0002029562157445,0.0010358185461181,0,0.01,0.01
4.96,124,0.0007597933079456,0.0005004188470943,0,0.01,0.01
5.0,125,0.0007960518701221,0.0014574392228783,0,0.01,0.01
5.04,126,0.001255199413139,0.0016537594465886,0,0.01,0.01
5.08,127,0.0021471521838846,0.0007483398947445,0,0.01,0.01
5.12,128,0.002720207454513,0.0003127594150523,0,0.01,0.01
5.16,129,0.0005952482024063,6.482735468645698e-05,0,0.01,0.01
