Frame,obj_1,obj_2
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.01
14,0.0,0.01
15,0.0,0.01
16,0.0,0.01
17,0.0,0.01
18,0.0,0.01
19,0.0,0.01
20,0.0,0.01
21,0.0,0.01
22,0.0,0.01
23,0.0,0.01
24,0.0,0.01
25,0.0,0.01
26,0.0,0.01
27,0.0,0.01
28,0.0,0.0
29,0.0,0.0
30,0.01,0.0
31,0.01,0.0
32,0.03,0.0
33,0.02,0.0
34,0.01,0.01
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.01
46,0.0,0.01
47,0.0,0.01
48,0.0,0.02
49,0.0,0.02
50,0.0,0.03
51,0.0,0.03
52,0.0,0.03
53,0.0,0.02
54,0.0,0.01
55,0.0,0.01
56,0.0,0.01
57,0.0,0.01
58,0.0,0.01
59,0.0,0.01
60,0.0,0.01
61,0.0,0.01
62,0.0,0.01
63,0.0,0.01
64,0.0,0.01
65,0.0,0.02
66,0.0,0.03
67,0.0,0.03
68,0.0,0.03
69,0.0,0.03
70,0.0,0.03
71,0.0,0.02
72,0.0,0.02
73,0.0,0.01
74,0.0,0.01
75,0.0,0.02
76,0.0,0.02
77,0.0,0.02
78,0.0,0.02
79,0.0,0.02
80,0.0,0.02
81,0.0,0.01
82,0.0,0.01
83,0.01,0.01
84,0.0,0.0
85,0.0,0.01
86,0.0,0.01
87,0.0,0.01
88,0.0,0.01
89,0.0,0.01
90,0.0,0.02
91,0.0,0.04
92,0.0,0.04
93,0.0,0.05
94,0.0,0.08
95,0.0,0.06
96,0.0,0.02
97,0.0,0.02
98,0.0,0.02
99,0.0,0.01
100,0.0,0.01
101,0.0,0.01
102,0.0,0.01
103,0.0,0.01
104,0.0,0.01
105,0.0,0.01
