Time,Frame,nose_dist,body_dist,freezing,body,Known,Novel
0.07,1,0.0,0.0,0,red_corner,0,0
0.13,2,0.0,0.0,0,red_corner,0,0
0.2,3,0.0,0.0,0,red_corner,0,0
0.27,4,0.0,0.0,0,red_corner,0,0
0.33,5,0.0,0.0,0,red_corner,0,0
0.4,6,0.0,0.0,0,red_corner,0,0
0.47,7,0.0,0.0,0,red_corner,0,0
0.53,8,0.0,0.0,0,red_corner,0,0
0.6,9,0.0,0.0,0,red_corner,0,0
0.67,10,0.0,0.0,0,red_chamber,0,0
0.73,11,0.0,0.0,0,red_chamber,0,0
0.8,12,0.0,0.0,0,red_chamber,0,0
0.87,13,0.0,0.0,0,red_chamber,0,1
0.93,14,0.0,0.0,0,red_chamber,0,1
1.0,15,0.0,0.0,0,red_chamber,0,1
1.07,16,0.0,0.0,0,red_chamber,0,1
1.13,17,0.0,0.0,0,red_chamber,0,1
1.2,18,0.0,0.0,0,red_chamber,0,1
1.27,19,0.0,0.0,0,red_chamber,0,1
1.33,20,0.0,0.0,0,red_chamber,0,1
1.4,21,0.0,0.0,0,red_chamber,0,1
1.47,22,0.0,0.0,0,red_chamber,0,1
1.53,23,0.0,0.0,0,red_chamber,0,1
1.6,24,0.0,0.0,0,red_chamber,0,1
1.67,25,0.0,0.0,0,red_chamber,0,1
1.73,26,0.0,0.0,0,red_chamber,0,1
1.8,27,0.0,0.0,0,red_chamber,0,1
1.87,28,0.0,0.0,0,red_chamber,0,1
1.93,29,0.0,0.0,0,red_chamber,0,1
2.0,30,0.0,0.0,0,red_chamber,0,1
2.07,31,0.0,0.0,0,red_chamber,0,1
2.13,32,0.0009780411374311,0.0018229093275204,0,red_chamber,0,1
2.2,33,0.0022842516631724,0.000588742130276,0,red_chamber,0,1
2.27,34,0.0027466566387225,0.0003126140724064,0,red_chamber,0,1
2.33,35,0.0007487250614232,7.713599974350569e-05,0,red_chamber,0,1
2.4,36,0.000428816615321,0.0002896104336279,0,red_chamber,0,1
2.47,37,0.0006183252610681,0.0006515689458619,0,red_chamber,0,1
2.53,38,0.001398651377686,0.0004740553338973,0,red_chamber,0,1
2.6,39,0.0039287359493647,0.0008177713426362,0,red_chamber,0,1
2.67,40,0.0056327174897087,0.0011557823142501,0,red_chamber,0,1
2.73,41,0.0056589606349292,0.0016121837117074,0,red_chamber,0,1
2.8,42,0.0029332188568047,0.0017198118882129,0,red_chamber,0,1
2.87,43,0.0013589567877134,0.001750485334769,0,red_chamber,0,1
2.93,44,0.0006199037091743,0.0002559581913354,0,red_chamber,0,1
3.0,45,0.0025424492818519,0.0004894326047939,0,red_chamber,0,1
3.07,46,0.0046071762561851,0.0001898618041653,0,red_chamber,0,1
3.13,47,0.0016146873254219,0.0004945779423041,0,red_chamber,0,1
3.2,48,0.0004758088742616,0.0005151597713611,0,red_chamber,0,1
3.27,49,0.0007383485005919,0.0004612678747862,0,red_chamber,0,1
3.33,50,0.0049429082064108,0.0016648237884354,0,red_chamber,0,1
3.4,51,0.0103261835063389,0.0032055094921536,0,red_chamber,0,1
3.47,52,0.0113646623552626,0.0008218802560813,0,red_chamber,0,0
3.53,53,0.0121320252637762,0.0020009593187675,0,red_chamber,0,0
3.6,54,0.0107257477888647,0.0045234973953077,0,red_chamber,0,0
3.67,55,0.0050371196200346,0.0021201423479225,0,red_chamber,0,0
3.73,56,0.0026235378643919,0.0008178200066662,0,red_chamber,0,0
3.8,57,0.0033518588071731,0.0004196558960702,0,red_chamber,0,0
3.87,58,0.0041441985675783,0.0002799231402812,0,red_chamber,0,0
3.93,59,0.0059218718495195,0.0014320678133895,0,red_chamber,0,0
4.0,60,0.0058028389387001,0.0026442877186232,0,red_chamber,0,0
4.07,61,0.0036662851712968,0.0031695334925966,0,red_chamber,0,0
4.13,62,0.0021713694154957,0.0019598938707347,0,red_chamber,0,0
4.2,63,0.0013752796791168,0.0015073982376411,0,red_chamber,0,0
4.27,64,0.0004336715636902,0.0006373136554408,0,red_chamber,0,0
4.33,65,0.0002733340331499,0.0002128475763777,0,red_chamber,0,0
4.4,66,0.0011713737863034,0.0003648712277669,0,red_chamber,0,0
4.47,67,0.0016642416396257,0.0003396188543887,0,red_chamber,0,0
4.53,68,0.0019280322728702,0.0003795498040923,0,red_chamber,0,0
4.6,69,0.0009197164539737,0.0004328274597294,0,red_chamber,0,0
4.67,70,0.0006351318686596,0.0007600899688223,0,red_chamber,0,0
4.73,71,0.0006753445279039,0.0002814773043461,0,red_chamber,0,0
4.8,72,0.001046637553607,0.0001602651192012,0,red_chamber,0,0
4.87,73,0.0019737307811122,0.0004850733285442,0,red_chamber,0,0
4.93,74,0.0031623392572439,0.0004484341030799,0,red_chamber,0,0
5.0,75,0.0012943599051189,0.0005277331793911,0,red_chamber,0,0
5.07,76,0.0022090158425096,0.000462283070424,0,red_chamber,0,0
5.13,77,0.0020789545467751,0.0008309729957775,0,red_chamber,0,0
5.2,78,0.0029292894787675,0.0006879151984937,0,red_chamber,0,0
5.27,79,0.0033315461917514,0.0014308573923041,0,red_chamber,0,0
5.33,80,0.0046919333635585,0.0008235404211689,0,red_chamber,0,0
5.4,81,0.003602168965114,0.0010730586815618,0,red_chamber,0,0
5.47,82,0.0040610351902726,0.0011600057495105,0,red_chamber,0,0
5.53,83,0.0038481502643729,0.0003633802726627,0,red_chamber,0,0
5.6,84,0.0046249046904231,0.0008478563972272,0,red_chamber,0,0
5.67,85,0.0021495976643364,0.0008827596575539,0,red_chamber,0,0
5.73,86,0.0067321487211253,0.0026748477185912,0,red_chamber,0,0
5.8,87,0.0066797544698738,0.0034819690061892,0,red_chamber,0,0
5.87,88,0.0029965618405701,0.0021048702806395,0,red_chamber,0,0
5.93,89,0.0011464650134833,0.0020737392665108,0,red_chamber,0,0
6.0,90,0.0004683622201565,0.001031372267733,0,red_chamber,0,0
6.07,91,0.0001675888962477,0.0001953535555157,0,red_chamber,0,0
6.13,92,0.0010891304527169,0.0004229938309484,0,red_chamber,0,0
6.2,93,0.0041473733905507,0.00135390470411,0,red_chamber,0,0
6.27,94,0.0013190106726579,0.0008651393993779,0,red_chamber,0,0
6.33,95,0.0009723916678639,0.000359399605037,0,red_chamber,0,0
6.4,96,0.0026868114361343,0.0002615990621894,0,red_chamber,0,0
6.47,97,0.0029833582830521,0.0006990343534372,0,red_chamber,0,0
6.53,98,0.0012437317590644,0.0008642487629759,0,red_chamber,0,0
6.6,99,0.0018270401409731,0.0002520452912098,0,red_chamber,0,0
6.67,100,0.004179542687059,0.0006778359746958,0,red_chamber,0,0
6.73,101,0.0064399102717996,0.0032153669858728,0,red_chamber,0,0
6.8,102,0.0061405963596741,0.0035317455266829,0,red_chamber,0,0
6.87,103,0.0030703982748738,0.0031879631125844,0,red_chamber,0,0
6.93,104,0.0008348110823077,0.0010559441469414,0,red_chamber,0,0
7.0,105,0.0016611427384045,0.0004527335916771,0,red_chamber,0,0
7.07,106,0.001753804191155,0.0005469860077894,0,red_chamber,0,0
7.13,107,0.0009115150524314,0.0002272778311282,0,red_chamber,0,0
7.2,108,0.0029373760155982,0.0003274383307911,0,red_chamber,0,0
7.27,109,0.0046012133346644,0.0010104752495943,0,red_chamber,0,0
7.33,110,0.005726006889517,0.0012059930632687,0,red_chamber,0,0
7.4,111,0.0080050754910251,0.0013501899874614,0,red_chamber,0,0
7.47,112,0.0089042503560617,0.0009795027273987,0,red_chamber,0,0
7.53,113,0.0118283924120249,0.0041327704784182,0,red_chamber,0,0
7.6,114,0.0151072315036672,0.010829435695039,0,red_chamber,0,0
7.67,115,0.0187735120812818,0.0190780600872196,0,red_chamber,0,0
7.73,116,0.0215445481650813,0.021863557500606,0,red_chamber,0,0
7.8,117,0.0210595231528141,0.0219388770320825,0,red_chamber,0,0
7.87,118,0.0202517204094429,0.0201302542884668,0,red_chamber,0,0
7.93,119,0.0185170701290112,0.0183511364908408,0,red_corner,0,0
8.0,120,0.0180264420980868,0.0179231792917509,0,red_corner,0,0
8.07,121,0.0158032334919821,0.0146334154329198,0,red_corner,0,0
8.13,122,0.0112446377906183,0.0106486387942586,0,red_corner,0,0
8.2,123,0.0067107167712018,0.0083943661908594,0,red_corner,0,0
8.27,124,0.003255767782709,0.0058382399247729,0,red_corner,0,0
8.33,125,0.0056675335004085,0.0044562114147343,0,red_corner,0,0
8.4,126,0.0103623601518772,0.0078167185017503,0,red_corner,0,0
8.47,127,0.0101871858077126,0.0093586198267902,0,red_corner,0,0
8.53,128,0.0093684269581272,0.0090337099010104,0,red_corner,0,0
8.6,129,0.0097083466169902,0.009125475804034,0,red_corner,0,0
8.67,130,0.0117506673096105,0.0097375367480112,0,red_corner,0,0
8.73,131,0.0114751152509782,0.0105405547953928,0,red_corner,0,0
8.8,132,0.010722472025925,0.0089071678831627,0,red_corner,0,0
8.87,133,0.0073664427672053,0.0074215748329247,0,red_corner,0,0
8.93,134,0.0058338531785774,0.006795512604147,0,red_corner,0,0
9.0,135,0.0053039074382168,0.0021199318460374,0,red_corner,0,0
9.07,136,0.0062029610783726,0.002951015629522,0,red_corner,0,0
9.13,137,0.0085649284404765,0.0043532294491793,0,red_corner,0,0
9.2,138,0.0113060268589802,0.0054197661849973,0,red_corner,0,0
9.27,139,0.0129185883543307,0.0068114303313429,0,red_corner,0,0
9.33,140,0.011724263631892,0.0077849024387518,0,red_corner,0,0
9.4,141,0.009670219292715,0.0078735031032273,0,red_corner,0,0
9.47,142,0.0091767648377019,0.0089608686446617,0,red_corner,0,0
9.53,143,0.0080642112440626,0.0082467850504802,0,red_corner,0,0
9.6,144,0.00559005198072,0.0050851200478997,0,red_corner,0,0
9.67,145,0.0052964100655436,0.0036007850379437,0,red_corner,0,0
9.73,146,0.0071508852627442,0.0042981175681944,0,red_corner,0,0
9.8,147,0.0088244394760937,0.0060175967723401,0,red_corner,0,0
9.87,148,0.0119608244901383,0.0096610423514667,0,red_corner,0,0
9.93,149,0.0110399189770118,0.0122342034637403,0,red_corner,0,0
10.0,150,0.0085584794156345,0.0082799696696118,0,red_corner,0,0
10.07,151,0.0031079838160221,0.0019321381764699,0,red_corner,0,0
10.13,152,0.0008096197001203,0.0009521391783022,0,red_corner,0,0
10.2,153,0.0012410246595649,0.0006090622130868,0,red_corner,0,0
10.27,154,0.0049227698276013,0.0007025965073282,0,red_corner,0,0
10.33,155,0.0120639607403077,0.0022195526658846,0,red_corner,0,0
10.4,156,0.0139189380120458,0.0021072596771884,0,red_corner,0,0
10.47,157,0.0109842024134124,0.0012865631310561,0,red_corner,0,0
10.53,158,0.0090001497280018,0.0005803737056313,0,red_corner,0,0
10.6,159,0.0083618680320707,0.0041513921450425,0,red_corner,0,0
10.67,160,0.0118053717837893,0.0087471598920062,0,red_corner,0,0
10.73,161,0.0101817802238675,0.0087545225784192,0,red_corner,0,0
10.8,162,0.008741538590694,0.0098971941452476,0,red_corner,0,0
10.87,163,0.0109602892049606,0.0126749096230597,0,red_corner,0,0
10.93,164,0.0057863210269309,0.0075931163253441,0,red_corner,0,0
11.0,165,0.0033260408865608,0.0019965025742031,0,red_corner,0,0
11.07,166,0.0082284894160887,0.0034838612152339,0,red_corner,0,0
11.13,167,0.0055774718294499,0.0027502749554256,0,red_corner,0,0
11.2,168,0.0041846253065493,0.0017249622994618,0,red_corner,0,0
11.27,169,0.0012173914030291,0.0007564517641242,0,red_corner,0,0
11.33,170,0.0040832224221598,0.000422156582432,0,red_corner,0,0
11.4,171,0.0036197951029503,0.0012975350512005,0,red_corner,0,0
11.47,172,0.008122022700994,0.004043158944917,0,red_corner,0,0
11.53,173,0.0070525396966404,0.0062586305919864,0,red_corner,0,0
11.6,174,0.0066303241679057,0.0068209379579827,0,red_corner,0,0
11.67,175,0.0075834944032443,0.0075727538292128,0,red_corner,0,0
11.73,176,0.0159822197718996,0.0145280679029116,0,red_corner,0,0
11.8,177,0.023868714711096,0.02233391622324,0,red_corner,0,0
11.87,178,0.0240439917614258,0.0233301915981885,0,red_corner,0,0
11.93,179,0.020108798484559,0.0191328373771473,0,red_corner,0,0
12.0,180,0.0180608512989719,0.0178533561510016,0,red_corner,0,0
12.07,181,0.0153973010631484,0.0138542415083317,0,red_corner,0,0
12.13,182,0.0141043164244828,0.011950434007724,0,red_corner,0,0
12.2,183,0.0125592194553152,0.0129007588627132,0,red_chamber,0,0
12.27,184,0.0158754920831302,0.0161598008134451,0,red_chamber,0,0
12.33,185,0.0139755800501686,0.0140307420888288,0,red_chamber,0,0
