Frame,nose_dist,body_dist,freezing,darting
1,0.0,0.0,0,0
2,0.0,0.0,0,0
3,0.0,0.0,0,0
4,0.0,0.0,0,0
5,0.0,0.0,0,0
6,0.0,0.0,0,0
7,0.0,0.0,0,0
8,0.0,0.0,0,0
9,0.0,0.0,0,0
10,0.0,0.0,0,0
11,0.0,0.0,0,0
12,0.0,0.0,0,0
13,0.0,0.0,0,0
14,0.0,0.0,0,0
15,0.0,0.0,0,0
16,0.0,0.0,0,0
17,0.0,0.0,0,0
18,0.0,0.0,0,0
19,0.0,0.0,0,0
20,0.0,0.0,0,0
21,0.0,0.0,0,0
22,0.0,0.0,0,0
23,0.0,0.0,0,0
24,0.0,0.0,0,0
25,0.0,0.0,0,0
26,0.0,0.0,0,0
27,0.0,0.0,0,0
28,0.0,0.0,0,0
29,0.0,0.0,0,0
30,0.0,0.0,0,0
31,0.0,0.0,0,0
32,0.0,0.0,0,0
33,0.0,0.0,0,0
34,0.0,0.0,0,0
35,0.0,0.0,0,0
36,0.0,0.0,0,0
37,0.0,0.0,0,0
38,0.0,0.0,0,0
39,0.0,0.0,0,0
40,0.0,0.0,0,0
41,0.0,0.0,0,0
42,0.0,0.0,0,0
43,0.0,0.0,0,0
44,0.0,0.0,0,0
45,0.0,0.0,0,0
46,0.0,0.0,0,0
47,0.0,0.0,0,0
48,0.0,0.0,0,0
49,0.0,0.0,0,0
50,0.0,0.0,0,0
51,0.0,0.0,0,0
52,0.009675300392658365,0.011686410692047688,0,0
53,0.015023775830338228,0.01596331224215671,0,0
54,0.011400634635858968,0.01254458130541458,0,0
55,0.009564430823323353,0.009014405887282485,0,0
56,0.010136019681824699,0.009975087769562005,0,0
57,0.014644754010639418,0.014580364590146676,0,0
58,0.009620141112117913,0.010081757800650579,0,0
59,0.007157747220362848,0.0076975118690791045,0,0
60,0.006752494579567001,0.006773505803703548,0,0
61,0.006189288788566094,0.005963681085532494,0,0
62,0.00468112457257893,0.005172656098734556,0,0
63,0.002875805027562657,0.0011156345322920857,0,0
64,0.0008019980655508515,0.0013858381179961518,0,0
65,5.968385395277402e-05,0.000558171927428508,0,0
66,6.0431933195488343e-05,0.00015598874241050067,0,0
67,0.00028012962628461775,0.0002953754931813146,0,0
68,0.0004277500863855997,0.00019434385601688856,0,0
69,0.0011369107000904705,0.0007377953795417982,0,0
70,0.001526805970064995,0.00032923010393567156,0,0
71,0.0017766864322823015,0.00020892964470322774,0,0
72,0.004668704055667918,0.0008834375017230289,0,0
73,0.00815892812472065,0.003718883988173749,0,0
74,0.005106074934486846,0.0033205974209742583,0,0
75,0.004526367745000857,0.004664991442324989,0,0
76,0.005666976971152497,0.006028948591792997,0,0
77,0.006380772705968353,0.00693489525265094,0,0
78,0.0032830023785737888,0.002741194015359476,0,0
79,0.003203063681308335,0.0028635405773743926,0,0
80,0.004728342080020908,0.005046734718937087,0,0
81,0.007558478888097148,0.008211061863278886,0,0
82,0.006024579678531587,0.006424982855123248,0,0
83,0.006810378513162926,0.008117272820155912,0,0
84,0.009341899069318845,0.009197117314286468,0,0
85,0.012901466188979152,0.013486591049628046,0,0
86,0.00860119554157476,0.008673693462262112,0,0
87,0.007641685581023461,0.006684247261439074,0,0
88,0.007665333194028888,0.0067377469171857884,0,0
89,0.007609461319827752,0.006902792866671401,0,0
90,0.0068064287162957,0.007045086064295461,0,0
91,0.007020152312440044,0.00713345790915357,0,0
92,0.009724988154684481,0.009101636041389916,0,0
93,0.015020504939972295,0.014265037516568168,0,0
94,0.01096208947617467,0.011828485585613639,0,0
95,0.01030350795338126,0.011452764746908229,0,0
96,0.010120231836522758,0.011175445841968376,0,0
97,0.010710267560357834,0.010628759081229209,0,0
98,0.010247671018059084,0.00918064453205616,0,0
99,0.008531625143103305,0.00840660941636311,0,0
100,0.009212105335994366,0.008849286655655592,0,0
101,0.011466986137800086,0.013072030276531109,0,0
102,0.006032512387742751,0.00852982122024113,0,0
103,0.003855191122519133,0.005888318745036912,0,0
104,0.003338589766951707,0.0034343612396893768,0,0
105,0.0032091459277071867,0.003105020260155333,0,0
106,0.00324019651635135,0.0022195184239712095,0,0
107,0.0023692925848306716,0.0010832754123083828,0,0
108,0.0019660467354512237,0.0010127547451300096,0,0
109,0.0007273304474532819,0.0011497518987132814,0,0
110,0.001964740802787206,0.0006577497206692334,0,0
111,0.007433878123758921,0.0008580520453272113,0,0
112,0.007684488388479993,0.0008746907617812284,0,0
113,0.005486368138070276,0.0001832164463076334,0,0
114,0.003567995032391527,0.0001776157603636915,0,0
115,0.002590258178663229,0.0008122901340434294,0,0
116,0.0023527343342966242,0.0009884552397866238,0,0
117,0.0038547603531214046,0.002196144318321917,0,0
118,0.005769226514603238,0.003378137814160691,0,0
119,0.007620592751224428,0.005747527944367209,0,0
120,0.006251902848996013,0.004954325539921985,0,0
121,0.005301170621932861,0.0059063500053112,0,0
