Frame,nose_dist,body_dist,freezing,body
1,0.0,0.0,0,red_chamber
2,0.0,0.0,0,red_chamber
3,0.0,0.0,0,red_chamber
4,0.0,0.0,0,red_chamber
5,0.0,0.0,0,red_chamber
6,0.0,0.0,0,red_chamber
7,0.0,0.0,0,red_chamber
8,0.0,0.0,0,red_chamber
9,0.0,0.0,0,red_chamber
10,0.0,0.0,0,red_chamber
11,0.0,0.0,0,red_chamber
12,0.0,0.0,0,red_chamber
13,0.0,0.0,0,red_chamber
14,0.0,0.0,0,red_chamber
15,0.0,0.0,0,red_chamber
16,0.0,0.0,0,red_chamber
17,0.0,0.0,0,red_chamber
18,0.0,0.0,0,red_chamber
19,0.0,0.0,0,red_chamber
20,0.0,0.0,0,red_chamber
21,0.0,0.0,0,red_chamber
22,0.0,0.0,0,red_chamber
23,0.0,0.0,0,red_chamber
24,0.0,0.0,0,red_chamber
25,0.0,0.0,0,red_chamber
26,0.0,0.0,0,red_chamber
27,0.0,0.0,0,red_chamber
28,0.0,0.0,0,red_chamber
29,0.0,0.0,0,red_chamber
30,0.0,0.0,0,red_chamber
31,0.0,0.0,0,red_chamber
32,0.0,0.0,0,red_chamber
33,0.0,0.0,0,red_chamber
34,0.0,0.0,0,red_chamber
35,0.0,0.0,0,red_corner
36,0.0,0.0,0,red_corner
37,0.0,0.0,0,red_corner
38,0.0,0.0,0,red_corner
39,0.0,0.0,0,red_corner
40,0.0,0.0,0,red_corner
41,0.0,0.0,0,red_corner
42,0.0,0.0,0,red_corner
43,0.0,0.0,0,red_corner
44,0.0,0.0,0,red_corner
45,0.0,0.0,0,red_corner
46,0.0,0.0,0,red_corner
47,0.0,0.0,0,red_corner
48,0.0,0.0,0,red_corner
49,0.0,0.0,0,red_corner
50,0.0,0.0,0,red_corner
51,0.0,0.0,0,red_corner
52,0.0027082934642850987,0.0011005733185458398,0,red_corner
53,0.002852640960407955,0.0009174986974641828,0,red_corner
54,0.001491095468098109,0.0008975258212814945,0,red_corner
55,0.004536771707415257,0.0011378638944006406,0,red_corner
56,0.00276617636374112,0.0024298514025169653,0,red_corner
57,0.001008850211826791,0.0004505418384748791,0,red_corner
58,0.004438647282194286,0.0005692665173080542,0,red_corner
59,0.0021497341116153267,5.98081657955916e-05,0,red_corner
60,0.004938590317248045,0.0013418040306893274,0,red_corner
61,0.0027564681630588843,0.0035736006147340555,0,red_corner
62,0.0009576391208671309,0.0021695016122228804,0,red_corner
63,0.00058716096632513,0.0013559040321264113,0,red_corner
64,0.0028685624539339814,0.0010905144424025427,0,red_corner
65,0.004089760041554753,0.003572262093444226,0,red_corner
66,0.0031922370680925517,0.005074113509346207,0,center
67,0.0021203641571515257,0.000664218778191678,0,center
68,0.0034701351514766937,0.002398104620825029,0,other
69,0.00016234177935859956,0.000538537841559718,0,other
70,0.00262988109457062,0.00043340100744255745,0,other
71,0.0009584872942302263,0.00036073264622766497,0,other
72,0.003639556198192036,0.0001079248861145774,0,other
73,0.0032976289414716597,0.00015016936827434767,0,other
74,0.003856416058533114,0.0010022653552656166,0,center
75,0.003822691664611141,0.003139412824087259,0,center
76,0.0010107537294852123,0.001480317862158149,0,center
77,0.0031042827129267253,0.00015682866948077762,0,center
78,0.0030405914113216205,0.00019993018131549532,0,center
79,0.0008981340424988387,0.0005729953471951689,0,center
80,0.002436437311127525,0.001771620633623432,0,center
81,0.0030811262297455746,0.0005523573135183108,0,center
82,0.0019831246065331156,0.0002893497702422964,0,center
83,0.0029718800490897796,0.0013468123030710574,0,center
84,0.005500523253550417,0.004332434668970638,0,center
85,0.009083624135585937,0.006824144307982189,0,center
86,0.009344895226025232,0.006113606742988367,0,center
87,0.00906729326220725,0.007570623569015752,0,center
88,0.009060178046038269,0.007152201553847981,0,center
89,0.009656902518797715,0.0072459700588189,0,center
90,0.006107635991342682,0.006511844992088456,0,center
91,0.004255714370887332,0.0032630465455795203,0,center
92,0.009485014447930328,0.004542835060272741,0,center
93,0.016500116279281128,0.008750334851013479,0,center
94,0.01809667073448339,0.014417856433913525,0,center
95,0.018941492649668587,0.018514351365149787,0,center
96,0.019635910515689758,0.021740285192240413,0,center
97,0.018566593909790735,0.018877576139862743,0,center
98,0.012800575247170076,0.011981334354907319,0,center
99,0.007944512233008216,0.006955523161500658,0,center
100,0.008647859003171015,0.007226837614051162,0,center
101,0.01093491392866721,0.012815820861411326,0,center
102,0.011236692605032588,0.010339623958379507,0,center
103,0.011878700974253635,0.011391693835489134,0,center
104,0.011987678484075249,0.008725795569005254,0,center
105,0.010896357558132676,0.0057634050019734085,0,center
106,0.004566640020689198,0.004169744922068865,0,center
107,0.003514454642965148,0.002994566130740198,0,center
108,0.002703840973558888,0.0005865218643331268,0,center
109,0.001939792417333377,0.0005158568867783332,0,center
110,0.0004388605017073124,0.00041859327823154656,0,center
111,0.0035993282187450743,0.0006786610581216958,0,center
112,0.0029860608117396443,0.0002688626859873731,0,center
113,0.0030539879548453857,0.000299068108491817,0,center
114,0.003208350429514632,0.00048480978333877037,0,center
115,0.0017455855544636343,0.001437231098123137,0,center
116,0.006774343515480246,0.003884971882180371,0,center
117,0.01143746188364962,0.006113515253526309,0,center
118,0.009455161751597625,0.007661826243460841,0,center
119,0.009921253695227948,0.008895066872855488,0,center
120,0.011008004917441534,0.012708472079677187,0,center
121,0.011599115478156513,0.016557438426251417,0,blue_corner
122,0.013572851034751136,0.013170611480755205,0,blue_corner
123,0.014667919774300391,0.010889205486400821,0,blue_corner
124,0.01414923661245351,0.014570848537291467,0,blue_corner
125,0.01613662746503701,0.014812698663028501,0,blue_corner
126,0.015759614261092604,0.01654283378812032,0,blue_corner
127,0.016318130965077463,0.016718188014812223,0,blue_corner
128,0.012913878520540852,0.013343558935716164,0,blue_corner
129,0.009549056379666292,0.0092505019378132,0,blue_corner
130,0.009240526227233979,0.006555091394507098,0,blue_corner
131,0.009200186476261528,0.008970139951629475,0,blue_corner
132,0.0073293489190306375,0.007133550147324007,0,blue_corner
133,0.006843944415649855,0.0035502599784651995,0,blue_corner
134,0.007115566152545291,0.0015653977442966938,0,blue_corner
135,0.004822325413559537,0.0007490962271942195,0,blue_corner
136,0.004747714882515697,0.0009274283819596405,0,blue_corner
137,0.006838927558654041,0.004776718162549017,0,other
138,0.009673724798648312,0.007765905760829198,0,blue_chamber
139,0.009718342171381926,0.008586813989879346,0,blue_chamber
140,0.007944331254198496,0.008117407921510363,0,blue_chamber
141,0.007273100062309487,0.009234716352102509,0,blue_chamber
142,0.009516598270751618,0.006413891973588143,0,blue_chamber
143,0.006869852142836311,0.005705888519555792,0,blue_chamber
144,0.0012137832246163947,0.0026440849776196767,0,blue_chamber
145,0.001155696484017954,0.0009121557490592732,0,blue_chamber
146,0.00010166377660475569,0.0011100359635197803,0,blue_chamber
147,0.0022024023763762787,0.0005330414855412229,0,blue_chamber
148,0.007792740721309321,0.0035280913428987204,0,blue_chamber
149,0.010624521258370384,0.006406602589319443,0,blue_chamber
150,0.009666308462270456,0.007864388404480165,0,blue_chamber
151,0.0071898600515464175,0.0043874560891922,0,blue_chamber
152,0.002492524959274298,0.0013917776388530736,0,blue_chamber
153,0.0019366813412653755,0.001308968835641758,0,blue_chamber
154,0.0013616232360232853,0.0007272711423321282,0,blue_chamber
155,0.00037544292716070295,0.00010035002310205788,0,blue_chamber
156,0.00032636777229351347,0.0002086573168327112,0,blue_chamber
