Time,Frame,nose_dist,body_dist,freezing,Left,Right
0.04,1,0.0,0.0,0,0.01,0.0
0.08,2,0.0,0.0,0,0.01,0.0
0.12,3,0.0,0.0,0,0.01,0.0
0.16,4,0.0,0.0,0,0.01,0.01
0.2,5,0.0,0.0,0,0.0,0.01
0.24,6,0.0,0.0,0,0.0,0.01
0.28,7,0.0,0.0,0,0.0,0.01
0.32,8,0.0,0.0,0,0.0,0.01
0.36,9,0.0,0.0,0,0.0,0.01
0.4,10,0.0,0.0,0,0.0,0.0
0.44,11,0.0,0.0,0,0.0,0.0
0.48,12,0.0,0.0,0,0.0,0.0
0.52,13,0.0,0.0,0,0.0,0.01
0.56,14,0.0,0.0,0,0.0,0.01
0.6,15,0.0,0.0,0,0.0,0.01
0.64,16,0.0,0.0,0,0.0,0.01
0.68,17,0.0,0.0,0,0.0,0.01
0.72,18,0.0,0.0,0,0.0,0.01
0.76,19,0.0,0.0,0,0.0,0.01
0.8,20,0.0,0.0,0,0.0,0.01
0.84,21,0.0,0.0,0,0.0,0.01
0.88,22,0.0,0.0,0,0.0,0.01
0.92,23,0.0,0.0,0,0.0,0.01
0.96,24,0.0,0.0,0,0.0,0.01
1.0,25,0.0,0.0,0,0.0,0.01
1.04,26,0.0,0.0,0,0.0,0.01
1.08,27,0.0,0.0,0,0.0,0.01
1.12,28,0.0,0.0,0,0.0,0.0
1.16,29,0.0,0.0,0,0.0,0.0
1.2,30,0.0,0.0,0,0.0,0.0
1.24,31,0.0,0.0,0,0.0,0.0
1.28,32,0.0,0.0,0,0.0,0.0
1.32,33,0.0,0.0,0,0.0,0.0
1.36,34,0.0,0.0,0,0.0,0.0
1.4,35,0.0,0.0,0,0.0,0.0
1.44,36,0.0,0.0,0,0.0,0.01
1.48,37,0.0,0.0,0,0.01,0.01
1.52,38,0.0,0.0,0,0.01,0.01
1.56,39,0.0,0.0,0,0.01,0.01
1.6,40,0.0,0.0,0,0.01,0.01
1.64,41,0.0,0.0,0,0.01,0.02
1.68,42,0.0,0.0,0,0.01,0.09
1.72,43,0.0,0.0,0,0.01,0.27
1.76,44,0.0,0.0,0,0.01,0.54
1.8,45,0.0,0.0,0,0.01,0.77
1.84,46,0.0,0.0,0,0.01,0.86
1.88,47,0.0,0.0,0,0.0,0.9
1.92,48,0.0,0.0,0,0.0,0.92
1.96,49,0.0,0.0,0,0.0,0.92
2.0,50,0.0,0.0,0,0.0,0.91
2.04,51,0.0,0.0,0,0.0,0.87
2.08,52,0.0007105461767104,0.00023286564708,0,0.0,0.75
2.12,53,0.0038616638558678,0.0019335070092514,0,0.0,0.31
2.16,54,0.0125015885506664,0.0066138895451781,0,0.0,0.06
2.2,55,0.0096219897715575,0.0046533873841905,0,0.01,0.02
2.24,56,0.0059623182307,0.0009183931709677,0,0.01,0.01
2.28,57,0.0044096906670575,0.0007702347708723,0,0.01,0.01
2.32,58,0.0050267296941295,0.002213400023229,0,0.01,0.01
2.36,59,0.0051390658463445,0.0028337924131542,0,0.01,0.01
2.4,60,0.0048122475008271,0.0033106069727023,0,0.01,0.01
2.44,61,0.0047734292503697,0.0037413189044165,0,0.01,0.0
2.48,62,0.0035893870569829,0.0027244439481651,0,0.01,0.0
2.52,63,0.0028368840780625,0.0024666494807364,0,0.01,0.0
2.56,64,0.0034896674992519,0.0009853369295289,0,0.01,0.0
2.6,65,0.0012857503494022,0.0001158920098975,0,0.01,0.0
2.64,66,0.0008294054280424,0.0005550546023234,0,0.01,0.0
2.68,67,0.0019123622458945,0.002095227450341,0,0.01,0.0
2.72,68,0.0027740729286675,0.0011020690402749,0,0.01,0.0
2.76,69,0.0044624432636738,0.0012854457677658,0,0.01,0.0
2.8,70,0.0078626735126936,0.002561749770046,0,0.01,0.0
2.84,71,0.0072433920995812,0.003386567644434,0,0.01,0.0
2.88,72,0.0037867654129068,0.0023030454970365,0,0.01,0.0
2.92,73,0.0025070770776361,0.0017329559932776,0,0.01,0.0
2.96,74,0.0025725150739825,0.0027126425403916,0,0.01,0.0
3.0,75,0.0024871692381553,0.0017354322895279,0,0.01,0.01
3.04,76,0.0020683973697277,0.0016358012693683,0,0.01,0.01
3.08,77,0.0041558143128276,0.0014475695313002,0,0.01,0.01
3.12,78,0.0070457770880711,0.0005282500239312,0,0.0,0.01
3.16,79,0.0055428537107132,0.0008609425391344,0,0.0,0.01
3.2,80,0.0023545013686109,0.000754738809456,0,0.0,0.01
3.24,81,0.0024740093414136,0.0007898845827598,0,0.0,0.01
3.28,82,0.0022378040773532,0.0006318311417652,0,0.0,0.01
3.32,83,0.0017515332682916,0.0002659530165586,0,0.0,0.01
3.36,84,0.000680155735045,0.0004749753288445,0,0.0,0.01
3.4,85,0.0006999368724276,0.000579218722999,0,0.0,0.01
3.44,86,0.0014263411688159,0.0006278393745035,0,0.0,0.01
3.48,87,0.0014762178187167,0.0008191505316193,0,0.0,0.01
3.52,88,0.0017387040531797,0.0010074200333362,0,0.0,0.01
3.56,89,0.0009418988964941,0.0012510652991614,0,0.0,0.01
3.6,90,0.0005903877141197,0.0002801329704132,0,0.0,0.01
3.64,91,0.002047958569098,0.0001994967227015,0,0.0,0.01
3.68,92,0.0041607357836458,0.0015611692494553,0,0.01,0.01
3.72,93,0.0056155838883371,0.0040824362967656,0,0.01,0.01
3.76,94,0.0060189324680523,0.0042659555033336,0,0.01,0.01
3.8,95,0.0076574859445238,0.0054727115912478,0,0.01,0.01
3.84,96,0.0107453809873513,0.0074119592434325,0,0.01,0.0
3.88,97,0.0064520805688946,0.005163640728545,0,0.01,0.0
3.92,98,0.00481536007436,0.004076734807347,0,0.01,0.0
3.96,99,0.0066950217851223,0.0059882605056849,0,0.01,0.0
4.0,100,0.0047042610918991,0.0041330683189176,0,0.01,0.0
4.04,101,0.0035904560926228,0.0044103418984142,0,0.01,0.01
4.08,102,0.0032588992318818,0.0035823552596476,0,0.01,0.01
4.12,103,0.0047919058568333,0.0055591489784358,0,0.01,0.01
4.16,104,0.0051972760175421,0.0049262728196389,0,0.01,0.01
4.2,105,0.0068661388901752,0.0059931099115577,0,0.01,0.01
4.24,106,0.0039378772823462,0.0033105669496899,0,0.01,0.01
4.28,107,0.0023485371364355,0.0033340893648036,0,0.01,0.01
4.32,108,0.0030148954137549,0.0023778405856096,0,0.01,0.01
4.36,109,0.0040514833355937,0.0032438525926254,0,0.01,0.01
4.4,110,0.0042779831553432,0.0043600979167285,0,0.01,0.01
4.44,111,0.0039935173878651,0.0035054712637315,0,0.01,0.01
4.48,112,0.0022527903945266,0.0014479391842791,0,0.01,0.01
4.52,113,0.0010381123158863,0.0012383311557355,0,0.01,0.01
4.56,114,0.0006130336290871,0.0002760476659276,0,0.01,0.01
4.6,115,0.0015059196466581,0.000417544361643,0,0.01,0.01
4.64,116,0.0038166910127512,0.0016512811036599,0,0.01,0.01
4.68,117,0.0009160258044538,0.0004114213691146,0,0.01,0.01
4.72,118,0.0002389619605466,0.0001232892715056,0,0.01,0.01
4.76,119,0.0013785999867479,0.0007791301490367,0,0.01,0.01
4.8,120,0.0022951978343463,0.0015192778349643,0,0.01,0.01
4.84,121,0.0012271109832858,0.0013720192005629,0,0.01,0.01
4.88,122,0.0002030728434241,0.0005430877527512,0,0.01,0.01
4.92,123,0.0004385352499787,9.006396979462317e-05,0,0.01,0.01
4.96,124,0.0017571919865619,0.0002318635739368,0,0.01,0.01
5.0,125,0.0005263434680346,0.0003096903864789,0,0.01,0.01
5.04,126,0.0011847959628225,0.0002306743084399,0,0.01,0.01
5.08,127,0.0009850147534742,0.0001362956924194,0,0.01,0.01
5.12,128,0.0018716390603859,0.0006980495963917,0,0.01,0.01
5.16,129,0.0041696028154587,0.0011792815944491,0,0.01,0.01
5.2,130,0.0015771071355937,0.0013135816574165,0,0.01,0.01
