Time,Frame,nose_dist,body_dist,freezing,Left,Right
0.04,1,0.0,0.0,0,0.0,0.0
0.08,2,0.0,0.0,0,0.0,0.0
0.12,3,0.0,0.0,0,0.0,0.0
0.16,4,0.0,0.0,0,0.0,0.0
0.2,5,0.0,0.0,0,0.0,0.0
0.24,6,0.0,0.0,0,0.01,0.0
0.28,7,0.0,0.0,0,0.01,0.01
0.32,8,0.0,0.0,0,0.01,0.01
0.36,9,0.0,0.0,0,0.01,0.02
0.4,10,0.0,0.0,0,0.01,0.06
0.44,11,0.0,0.0,0,0.01,0.23
0.48,12,0.0,0.0,0,0.01,0.67
0.52,13,0.0,0.0,0,0.0,0.87
0.56,14,0.0,0.0,0,0.0,0.93
0.6,15,0.0,0.0,0,0.0,0.95
0.64,16,0.0,0.0,0,0.0,0.95
0.68,17,0.0,0.0,0,0.0,0.95
0.72,18,0.0,0.0,0,0.0,0.96
0.76,19,0.0,0.0,0,0.0,0.96
0.8,20,0.0,0.0,0,0.0,0.96
0.84,21,0.0,0.0,0,0.0,0.96
0.88,22,0.0,0.0,0,0.0,0.96
0.92,23,0.0,0.0,0,0.0,0.96
0.96,24,0.0,0.0,0,0.01,0.94
1.0,25,0.0,0.0,0,0.01,0.91
1.04,26,0.0,0.0,0,0.01,0.81
1.08,27,0.0,0.0,0,0.01,0.36
1.12,28,0.0,0.0,0,0.01,0.1
1.16,29,0.0,0.0,0,0.01,0.05
1.2,30,0.0,0.0,0,0.01,0.03
1.24,31,0.0,0.0,0,0.01,0.02
1.28,32,0.0,0.0,0,0.01,0.01
1.32,33,0.0,0.0,0,0.01,0.01
1.36,34,0.0,0.0,0,0.01,0.01
1.4,35,0.0,0.0,0,0.01,0.01
1.44,36,0.0,0.0,0,0.01,0.01
1.48,37,0.0,0.0,0,0.01,0.0
1.52,38,0.0,0.0,0,0.01,0.0
1.56,39,0.0,0.0,0,0.01,0.0
1.6,40,0.0,0.0,0,0.01,0.0
1.64,41,0.0,0.0,0,0.01,0.01
1.68,42,0.0,0.0,0,0.01,0.01
1.72,43,0.0,0.0,0,0.01,0.01
1.76,44,0.0,0.0,0,0.01,0.01
1.8,45,0.0,0.0,0,0.01,0.01
1.84,46,0.0,0.0,0,0.01,0.01
1.88,47,0.0,0.0,0,0.01,0.01
1.92,48,0.0,0.0,0,0.01,0.01
1.96,49,0.0,0.0,0,0.01,0.01
2.0,50,0.0,0.0,0,0.01,0.0
2.04,51,0.0,0.0,0,0.01,0.0
2.08,52,0.0094073529186158,0.0101881965989926,0,0.01,0.0
2.12,53,0.0050989554614547,0.006730572378066,0,0.01,0.0
2.16,54,0.0047553501934187,0.0061149238113905,0,0.01,0.0
2.2,55,0.0014925327984376,0.0019438234351298,0,0.01,0.0
2.24,56,0.0033424358611824,0.00343257066699,0,0.01,0.0
2.28,57,0.0068218706253526,0.00513352289359,0,0.01,0.0
2.32,58,0.0067027286888559,0.0046989448994617,0,0.01,0.0
2.36,59,0.0070879527562751,0.006045606117167,0,0.01,0.0
2.4,60,0.0037595839052999,0.0039608648820005,0,0.01,0.0
2.44,61,0.003774337260244,0.0039838976320092,0,0.01,0.0
2.48,62,0.0038165298400023,0.0050082636456251,0,0.01,0.0
2.52,63,0.004108680002887,0.0038091260125129,0,0.01,0.0
2.56,64,0.0045914212885336,0.0031631794101328,0,0.04,0.0
2.6,65,0.005473438162092,0.0012354231735359,0,0.46,0.0
2.64,66,0.0022061537668067,0.0004061025701082,0,0.85,0.0
2.68,67,0.0040420882524935,0.0009128974537758,0,0.9,0.0
2.72,68,0.0011525731230618,0.0005529775803941,0,0.91,0.0
2.76,69,0.0003199086064755,0.0001277586018337,0,0.91,0.0
2.8,70,0.0007577342857088,8.340981975343609e-05,0,0.91,0.0
2.84,71,0.0004294668977534,8.142636140802813e-05,0,0.9,0.0
2.88,72,0.0010197548528899,0.0002544877093767,0,0.9,0.0
2.92,73,0.0012202918792341,0.0011767516919325,0,0.89,0.0
2.96,74,0.001935699584049,0.0009181567613107,0,0.89,0.0
3.0,75,0.0004531354171031,0.000168703726924,0,0.89,0.0
3.04,76,0.0003222996887581,0.0002331501309968,0,0.88,0.0
3.08,77,0.0012287015544302,0.0009350233235955,0,0.88,0.0
3.12,78,0.0018835517126839,0.000288354249252,0,0.87,0.0
3.16,79,0.0008467610021411,0.0002585033305237,0,0.87,0.0
3.2,80,0.0002783269314,7.20304493815225e-05,0,0.87,0.0
3.24,81,0.0004243955974639,0.0001132396062549,0,0.87,0.0
3.28,82,0.0006825132755235,0.000274181577131,0,0.88,0.0
3.32,83,0.0008688169627843,0.0012629329805453,0,0.88,0.0
3.36,84,0.0029131037142415,0.0017291703883474,0,0.88,0.0
3.4,85,0.0039781384575965,0.0016234938580069,0,0.9,0.0
3.44,86,0.0016693399199494,0.0006408489899569,0,0.89,0.0
3.48,87,0.004642732899418,0.0014547690012717,0,0.78,0.0
3.52,88,0.0078436353737838,0.0019247012807677,0,0.2,0.0
3.56,89,0.0073621121959139,0.0005779183330768,0,0.01,0.0
3.6,90,0.0063634027778692,0.0005602364802551,0,0.01,0.0
3.64,91,0.0051842616590812,0.0028266098437991,0,0.01,0.0
3.68,92,0.0051320699945498,0.0041670956420498,0,0.01,0.0
3.72,93,0.0072785839058518,0.0063481171088736,0,0.01,0.0
3.76,94,0.0088146184593204,0.0069888113648845,0,0.01,0.0
3.8,95,0.0060857327483753,0.0056646723348415,0,0.01,0.0
3.84,96,0.0060017009383081,0.0047714738064563,0,0.01,0.0
3.88,97,0.0070930708962573,0.0049960656630719,0,0.01,0.0
3.92,98,0.0094591630720465,0.0089128097753079,0,0.01,0.0
3.96,99,0.0031067604418374,0.0033694003491153,0,0.01,0.0
4.0,100,0.0062365147085734,0.0075036570231409,0,0.01,0.0
4.04,101,0.01102340081703,0.012195746970541,0,0.01,0.0
4.08,102,0.0065488674749599,0.0080916348145426,0,0.01,0.0
4.12,103,0.0067917429646301,0.0065878753851482,0,0.0,0.0
4.16,104,0.007650639223658,0.0066091136237733,0,0.0,0.0
4.2,105,0.0082942853665191,0.0074339695174741,0,0.0,0.0
4.24,106,0.0027885312944048,0.0029162280859933,0,0.0,0.0
4.28,107,0.0056548040320453,0.0065846579411843,0,0.0,0.0
4.32,108,0.0084442873813608,0.0083257837084824,0,0.01,0.0
4.36,109,0.0050874588129463,0.004386628329025,0,0.01,0.0
4.4,110,0.0049568239517517,0.0025842227145421,0,0.01,0.0
4.44,111,0.0077653753672892,0.0051617696929357,0,0.01,0.0
4.48,112,0.0120706330370194,0.0083274076561267,0,0.01,0.0
4.52,113,0.0086014915483168,0.0080281928340278,0,0.01,0.0
4.56,114,0.0094427659982524,0.0094135496020541,0,0.0,0.0
4.6,115,0.0030196693419245,0.0028938652572074,0,0.0,0.0
4.64,116,0.0049526706724537,0.0050627265373598,0,0.0,0.0
4.68,117,0.0074824371242039,0.0092071017925193,0,0.0,0.0
4.72,118,0.0089723124041431,0.0084415296189971,0,0.01,0.0
4.76,119,0.0110371960882631,0.0099900430478447,0,0.0,0.0
4.8,120,0.0033335709176261,0.0036495605798911,0,0.0,0.0
4.84,121,0.0062677774038572,0.0083233552179673,0,0.0,0.0
4.88,122,0.0127684228365408,0.0132462327239708,0,0.0,0.0
4.92,123,0.0086980838921675,0.0086092187431496,0,0.0,0.0
4.96,124,0.0084306641634117,0.0072740664749579,0,0.0,0.0
5.0,125,0.0087245432374698,0.0082858229874704,0,0.0,0.0
5.04,126,0.0099975292278878,0.0110071178351378,0,0.0,0.0
5.08,127,0.0073479710701482,0.008509953680097,0,0.0,0.0
5.12,128,0.0096056178220675,0.009392393957662,0,0.0,0.0
5.16,129,0.0026543706655977,0.0027932093418241,0,0.0,0.0
5.2,130,0.0032790007023316,0.0042525029457178,0,0.0,0.0
5.24,131,0.0055836193232659,0.005368771338828,0,0.0,0.0
5.28,132,0.0060433418498904,0.0036074338910699,0,0.0,0.0
5.32,133,0.0049931193414251,0.0021299774869763,0,0.0,0.0
5.36,134,0.0055374651233403,0.0019819195847049,0,0.0,0.0
5.4,135,0.0084592022583054,0.0042726453756021,0,0.0,0.0
5.44,136,0.0033304363929502,0.0013519732858389,0,0.0,0.0
5.48,137,0.0070512588560315,0.0022681943608084,0,0.0,0.0
5.52,138,0.0080039057403844,0.0060385957153456,0,0.0,0.0
5.56,139,0.0046958766135375,0.0052010459489004,0,0.0,0.0
5.6,140,0.0065808109847269,0.0068879141863381,0,0.0,0.0
5.64,141,0.0057094168694444,0.0067756480149384,0,0.0,0.0
5.68,142,0.0094972864544502,0.0097621629327198,0,0.01,0.0
5.72,143,0.0073435732317558,0.007404903866572,0,0.01,0.0
5.76,144,0.0098088357945778,0.010105484393551,0,0.01,0.0
5.8,145,0.002751207290246,0.0033356434701507,0,0.01,0.0
5.84,146,0.0038976515074273,0.0045300183001878,0,0.01,0.0
5.88,147,0.0018915669567674,0.0032006542067333,0,0.01,0.0
5.92,148,0.0022698560012642,0.0006004117511485,0,0.01,0.0
5.96,149,0.0029744500742543,0.0001441350408619,0,0.01,0.0
6.0,150,0.0017052617698551,0.0002942377588154,0,0.01,0.0
6.04,151,0.0044744200774364,0.0017536322172234,0,0.01,0.0
6.08,152,0.002892217429052,0.0034355343731017,0,0.01,0.0
6.12,153,0.0042944611080199,0.0025186000830903,0,0.01,0.0
