Time,Frame,nose_dist,body_dist,freezing,body,Object,Mice
0.07,1,0.0,0.0,0,red_corner,0,0
0.13,2,0.0,0.0,0,red_corner,0,0
0.2,3,0.0,0.0,0,red_corner,0,0
0.27,4,0.0,0.0,0,red_corner,0,0
0.33,5,0.0,0.0,0,red_corner,0,0
0.4,6,0.0,0.0,0,red_corner,0,0
0.47,7,0.0,0.0,0,red_corner,0,0
0.53,8,0.0,0.0,0,red_corner,0,0
0.6,9,0.0,0.0,0,red_corner,0,0
0.67,10,0.0,0.0,0,red_corner,0,0
0.73,11,0.0,0.0,0,red_corner,0,0
0.8,12,0.0,0.0,0,red_corner,0,0
0.87,13,0.0,0.0,0,red_corner,0,0
0.93,14,0.0,0.0,0,red_corner,0,0
1.0,15,0.0,0.0,0,red_corner,0,0
1.07,16,0.0,0.0,0,red_corner,0,0
1.13,17,0.0,0.0,0,red_corner,0,0
1.2,18,0.0,0.0,0,red_corner,0,0
1.27,19,0.0,0.0,0,red_corner,0,0
1.33,20,0.0,0.0,0,red_corner,0,0
1.4,21,0.0,0.0,0,red_corner,0,0
1.47,22,0.0,0.0,0,red_corner,0,0
1.53,23,0.0,0.0,0,red_corner,0,0
1.6,24,0.0,0.0,0,red_corner,0,0
1.67,25,0.0,0.0,0,red_corner,0,0
1.73,26,0.0,0.0,0,red_corner,0,0
1.8,27,0.0,0.0,0,red_corner,0,0
1.87,28,0.0,0.0,0,red_corner,0,0
1.93,29,0.0,0.0,0,red_corner,0,0
2.0,30,0.0,0.0,0,red_corner,0,0
2.07,31,0.0,0.0,0,red_chamber,0,0
2.13,32,0.0174689098410699,0.0170530285946306,0,red_chamber,0,0
2.2,33,0.0145867280260226,0.0112302553850454,0,red_chamber,0,0
2.27,34,0.0134021734199793,0.0092737337109401,0,red_chamber,0,0
2.33,35,0.0095656420820178,0.0065235560317569,0,red_chamber,0,0
2.4,36,0.005438709599573,0.003822220909485,0,red_chamber,0,1
2.47,37,0.0047834356856298,0.0022316813489827,0,red_chamber,0,1
2.53,38,0.0022849665627532,0.0015794208690261,0,red_chamber,0,1
2.6,39,0.0049084858222074,0.0014773426734653,0,red_chamber,0,1
2.67,40,0.0077740337296154,0.0026550894929599,0,red_chamber,0,0
2.73,41,0.0125490553754611,0.0063197196306265,0,red_chamber,0,0
2.8,42,0.0115905852624867,0.0090937307984954,0,red_chamber,0,0
2.87,43,0.0128062916845834,0.0107172891439191,0,red_chamber,0,0
2.93,44,0.0157725944813725,0.0148619349927816,0,red_chamber,0,0
3.0,45,0.019963017092952,0.0208743000251404,0,red_chamber,0,0
3.07,46,0.0204767665078975,0.0216146485610427,0,red_chamber,0,0
3.13,47,0.012956690718434,0.0143387705042289,0,red_chamber,0,0
3.2,48,0.0021597827985279,0.005598636937111,0,red_chamber,0,0
3.27,49,0.0008774191983876,0.0015784931994017,0,red_chamber,0,0
3.33,50,0.0010505039312869,0.0009543471088751,0,red_chamber,0,0
3.4,51,0.0009120987723519,0.0015715171075313,0,red_chamber,0,0
3.47,52,0.0001495607434807,0.0012588197862999,0,red_chamber,0,0
3.53,53,0.001598908693369,0.0002157016389194,0,red_chamber,0,0
3.6,54,0.0021631094524788,0.000234323205251,0,red_chamber,0,0
3.67,55,0.0042028873051736,0.0004368946591609,0,red_chamber,0,0
3.73,56,0.0056757378348251,0.0008380231471611,0,red_chamber,0,0
3.8,57,0.0077334709570886,0.0046664650467989,0,red_chamber,0,0
3.87,58,0.0074259789893094,0.0061557656832746,0,red_chamber,0,0
3.93,59,0.0063518545855889,0.0069743261028889,0,red_chamber,0,0
4.0,60,0.0035159398241087,0.0045551013459028,0,red_chamber,0,0
4.07,61,0.0009072054101184,0.0043021123185045,0,red_chamber,0,0
4.13,62,0.0002329131899789,0.0027452305395448,0,red_chamber,0,0
4.2,63,0.0024895729748491,0.0027984743820628,0,red_chamber,0,0
4.27,64,0.0093761649759646,0.0018240701678958,0,red_chamber,0,0
4.33,65,0.0164206882479479,0.0013313161393249,0,red_chamber,0,0
4.4,66,0.0128485563002417,0.0031262202144675,0,red_chamber,0,0
4.47,67,0.0104686051400146,0.0054641003339594,0,red_chamber,0,0
4.53,68,0.010068659791692,0.0074762791704467,0,red_chamber,0,0
4.6,69,0.008501495054369,0.0088182726395743,0,red_chamber,0,0
4.67,70,0.004944957926117,0.0059489833594746,0,red_chamber,0,0
4.73,71,0.0061617438813251,0.0043704552888436,0,red_chamber,0,0
4.8,72,0.0064521745101626,0.0020379505967229,0,red_chamber,0,1
4.87,73,0.0051413859025336,0.0009463104248733,0,red_chamber,0,1
4.93,74,0.0022565542525609,0.0010661471753351,0,red_chamber,0,1
5.0,75,0.0014804790586205,0.0015727776925885,0,red_chamber,0,1
5.07,76,0.0016579871238954,0.0023353918323109,0,red_chamber,0,1
5.13,77,0.0032162104333803,0.0030236863624369,0,red_chamber,0,1
5.2,78,0.0027488132079044,0.0036120357833623,0,red_chamber,0,1
5.27,79,0.0020734901398599,0.0020617685713025,0,red_chamber,0,1
5.33,80,0.0017371314541391,0.0015040707149124,0,red_chamber,0,1
5.4,81,0.0011961335630414,0.0012701392397543,0,red_chamber,0,1
5.47,82,0.0018967115994802,0.001432222548917,0,red_chamber,0,1
5.53,83,0.001407767581114,0.0014883064011904,0,red_chamber,0,1
5.6,84,0.0001767618853155,0.0004113186944015,0,red_chamber,0,1
5.67,85,0.0015415556954325,0.0001393931291768,0,red_chamber,0,1
5.73,86,0.0010715160012162,0.000612545659663,0,red_chamber,0,1
5.8,87,0.0008001125880224,0.0003553463413394,0,red_chamber,0,1
5.87,88,0.0007966626280173,0.0003870399806824,0,red_chamber,0,1
5.93,89,0.0013225496577941,0.0006450634705345,0,red_chamber,0,1
6.0,90,0.0002791757144937,0.0003173264735754,0,red_chamber,0,1
6.07,91,0.0003623696605052,6.047653258887963e-05,0,red_chamber,0,1
6.13,92,0.0016127938092887,0.0003946152391948,0,red_chamber,0,1
6.2,93,0.0037252304894782,0.0005388480228452,0,red_chamber,0,1
6.27,94,0.0005404083344491,0.0001649762345811,0,red_chamber,0,1
6.33,95,0.0015764599861713,0.0007767484832359,0,red_chamber,0,1
6.4,96,0.0007550256757555,0.0002623350540803,0,red_chamber,0,1
6.47,97,0.0008556313678974,0.0009684224554509,0,red_chamber,0,1
6.53,98,0.0004404496780227,0.0002217520621927,0,red_chamber,0,1
6.6,99,0.000351590032287,0.0003999121192016,0,red_chamber,0,1
6.67,100,0.000465505457934,0.0003681699772533,0,red_chamber,0,1
6.73,101,0.0003749281406119,0.0001590522114234,0,red_chamber,0,1
6.8,102,0.0009515500310321,0.0002911706220026,0,red_chamber,0,1
6.87,103,0.0017755943742587,0.0004739899707143,0,red_chamber,0,1
6.93,104,0.0001730159974159,0.0002978039671526,0,red_chamber,0,1
7.0,105,0.0009956978566206,0.0005328538321912,0,red_chamber,0,1
7.07,106,0.000439151675194,0.0009182074844632,0,red_chamber,0,1
7.13,107,0.0011983056317483,0.0009867388668169,0,red_chamber,0,1
7.2,108,0.0016776677009524,0.0007848293363869,0,red_chamber,0,1
7.27,109,0.0028583153622932,0.001681353511512,0,red_chamber,0,1
7.33,110,0.0030400922108594,0.0014303332700395,0,red_chamber,0,1
7.4,111,0.0020607989391033,0.000668250295597,0,red_chamber,0,1
7.47,112,0.0028829252282538,0.0010261312245687,0,red_chamber,0,1
7.53,113,0.001682739360223,0.0011460975955527,0,red_chamber,0,1
7.6,114,0.0007595636324708,0.0010920462490713,0,red_chamber,0,1
7.67,115,0.0015905565524509,7.379410742655094e-05,0,red_chamber,0,1
7.73,116,0.0012197490354462,0.0010365979680206,0,red_chamber,0,1
7.8,117,0.001044906018729,0.0002667671709261,0,red_chamber,0,1
7.87,118,0.0017760930087602,9.576192079341418e-05,0,red_chamber,0,1
7.93,119,0.0007043520554784,0.0004224995639163,0,red_chamber,0,1
8.0,120,0.0035667766527609,0.0015359672140959,0,red_chamber,0,1
8.07,121,0.0025728092694157,0.0019872540135791,0,red_chamber,0,1
8.13,122,0.000461110997416,0.0010075838233488,0,red_chamber,0,1
8.2,123,0.001493793164419,0.0009557256713442,0,red_chamber,0,1
8.27,124,0.0053456317377987,0.0018611971116198,0,red_chamber,0,0
8.33,125,0.0033427668929408,0.0007029355127857,0,red_chamber,0,0
8.4,126,0.0017265123588592,0.0006905665219853,0,red_chamber,0,1
8.47,127,0.004013498272098,0.0017131896672472,0,red_chamber,0,1
8.53,128,0.0040166038771663,0.0009166167290426,0,red_chamber,0,1
8.6,129,0.0007241756785484,0.0002285595845379,0,red_chamber,0,1
8.67,130,0.0010201309578294,0.0013429308913963,0,red_chamber,0,1
8.73,131,0.0012508314770374,0.000651652669035,0,red_chamber,0,1
8.8,132,0.0009552630253278,0.0004028376859685,0,red_chamber,0,1
8.87,133,0.0014597950257909,0.0016002421774756,0,red_chamber,0,1
8.93,134,0.0002370750470943,0.0017013972143369,0,red_chamber,0,1
9.0,135,0.000607089723724,0.0008207680445562,0,red_chamber,0,1
9.07,136,0.001307629353172,0.0004091287989313,0,red_chamber,0,1
9.13,137,0.0035810882914925,0.0001863240929625,0,red_chamber,0,1
9.2,138,0.0059824407366022,0.0002137898834955,0,red_chamber,0,1
9.27,139,0.004849039475144,0.0010705046292131,0,red_chamber,0,1
9.33,140,0.0022077943970546,0.0019714757306723,0,red_chamber,0,1
9.4,141,0.0010535528560723,0.0010325811712265,0,red_chamber,0,1
9.47,142,0.0006237774674492,0.0005116614657423,0,red_chamber,0,1
9.53,143,9.885375386775546e-05,0.0001981697623194,0,red_chamber,0,1
9.6,144,0.000336556335756,0.0001541056350327,0,red_chamber,0,1
9.67,145,0.0007872602647833,0.0001351506205652,0,red_chamber,0,1
9.73,146,0.000622416213939,3.792800048971935e-05,0,red_chamber,0,1
9.8,147,0.0001942107588423,0.0002570513637525,0,red_chamber,0,1
9.87,148,0.0015139686897322,0.0001422265879531,0,red_chamber,0,1
9.93,149,0.0033969477625212,0.000543169205449,0,red_chamber,0,1
10.0,150,0.0035632453226169,0.0006069587732734,0,red_chamber,0,1
10.07,151,0.0054371817504871,0.000513669375396,0,red_chamber,0,1
10.13,152,0.0095465115821432,0.0011363210993941,0,red_chamber,0,0
10.2,153,0.0111368834556984,0.0017438424238803,0,red_chamber,0,0
10.27,154,0.0098713624398485,0.003631562271874,0,red_chamber,0,0
10.33,155,0.0102553300789468,0.0087241318658748,0,red_chamber,0,0
10.4,156,0.0164144348219022,0.0162991315627443,0,red_chamber,0,0
10.47,157,0.0161518975716433,0.016366464076824,0,red_chamber,0,0
10.53,158,0.014500264397113,0.0163219654099186,0,red_chamber,0,0
10.6,159,0.0154127968943458,0.0191860426225191,0,red_chamber,0,0
10.67,160,0.0133174450510171,0.01813407204142,0,red_chamber,0,0
10.73,161,0.0132518767715412,0.0118356974549124,0,red_chamber,0,0
10.8,162,0.0107917571034532,0.0114096171724942,0,red_chamber,0,0
10.87,163,0.0061415091096977,0.0108647775834795,0,red_chamber,0,0
10.93,164,0.0115579212389745,0.0077925017720735,0,red_chamber,0,1
11.0,165,0.0078829349026291,0.0036225259780746,0,red_chamber,0,1
11.07,166,0.0050157908550522,0.0014232832324964,0,red_chamber,0,1
11.13,167,0.0021732820254192,0.001010104434148,0,red_chamber,0,1
11.2,168,0.0032647258443689,0.0020673250517289,0,red_chamber,0,1
11.27,169,0.0023567267503098,0.0034303079976742,0,red_chamber,0,1
11.33,170,0.001560335385416,0.0022860219184869,0,red_chamber,0,1
11.4,171,0.0007081819549761,0.0015195728782372,0,red_chamber,0,1
11.47,172,0.0002260616594874,0.0014754678998439,0,red_chamber,0,1
11.53,173,0.0008027386593634,0.0019475179496309,0,red_chamber,0,1
11.6,174,0.0002344480204093,0.0010483849440506,0,red_chamber,0,1
11.67,175,2.7633480492926678e-05,0.0001410535662917,0,red_chamber,0,1
11.73,176,0.0001887476650244,0.0003475564479697,0,red_chamber,0,1
11.8,177,0.0015588514862486,0.0004238443463099,0,red_chamber,0,1
11.87,178,0.0037197454153884,0.0017323564248352,0,red_chamber,0,1
11.93,179,0.0011962390097608,0.0006960753419885,0,red_chamber,0,1
12.0,180,0.001312896825713,0.0016110278926854,0,red_chamber,0,1
12.07,181,0.0042482233422278,0.0062974635288551,0,red_chamber,0,1
12.13,182,0.0039322488868277,0.0057100439148046,0,red_chamber,0,1
12.2,183,0.0021342951988582,0.0017662797018236,0,red_chamber,0,1
12.27,184,0.0005832738942373,0.0016107916090784,0,red_chamber,0,1
