Time,Frame,nose_dist,body_dist,freezing,Known,Novel
0.04,1,0.0,0.0,0,0.01,0.0
0.08,2,0.0,0.0,0,0.0,0.0
0.12,3,0.0,0.0,0,0.0,0.0
0.16,4,0.0,0.0,0,0.0,0.0
0.2,5,0.0,0.0,0,0.0,0.0
0.24,6,0.0,0.0,0,0.0,0.0
0.28,7,0.0,0.0,0,0.0,0.0
0.32,8,0.0,0.0,0,0.0,0.0
0.36,9,0.0,0.0,0,0.01,0.0
0.4,10,0.0,0.0,0,0.0,0.0
0.44,11,0.0,0.0,0,0.0,0.0
0.48,12,0.0,0.0,0,0.0,0.0
0.52,13,0.0,0.0,0,0.0,0.0
0.56,14,0.0,0.0,0,0.01,0.0
0.6,15,0.0,0.0,0,0.01,0.0
0.64,16,0.0,0.0,0,0.01,0.0
0.68,17,0.0,0.0,0,0.01,0.0
0.72,18,0.0,0.0,0,0.01,0.0
0.76,19,0.0,0.0,0,0.01,0.0
0.8,20,0.0,0.0,0,0.01,0.0
0.84,21,0.0,0.0,0,0.0,0.0
0.88,22,0.0,0.0,0,0.0,0.0
0.92,23,0.0,0.0,0,0.0,0.0
0.96,24,0.0,0.0,0,0.0,0.0
1.0,25,0.0,0.0,0,0.0,0.0
1.04,26,0.0,0.0,0,0.0,0.0
1.08,27,0.0,0.0,0,0.0,0.0
1.12,28,0.0,0.0,0,0.0,0.0
1.16,29,0.0,0.0,0,0.0,0.0
1.2,30,0.0,0.0,0,0.0,0.01
1.24,31,0.0,0.0,0,0.0,0.01
1.28,32,0.0,0.0,0,0.02,0.01
1.32,33,0.0,0.0,0,0.15,0.01
1.36,34,0.0,0.0,0,0.71,0.01
1.4,35,0.0,0.0,0,0.87,0.01
1.44,36,0.0,0.0,0,0.92,0.01
1.48,37,0.0,0.0,0,0.93,0.01
1.52,38,0.0,0.0,0,0.93,0.01
1.56,39,0.0,0.0,0,0.93,0.01
1.6,40,0.0,0.0,0,0.93,0.01
1.64,41,0.0,0.0,0,0.88,0.01
1.68,42,0.0,0.0,0,0.43,0.01
1.72,43,0.0,0.0,0,0.03,0.01
1.76,44,0.0,0.0,0,0.01,0.01
1.8,45,0.0,0.0,0,0.01,0.01
1.84,46,0.0,0.0,0,0.01,0.01
1.88,47,0.0,0.0,0,0.0,0.01
1.92,48,0.0,0.0,0,0.0,0.01
1.96,49,0.0,0.0,0,0.0,0.01
2.0,50,0.0,0.0,0,0.0,0.01
2.04,51,0.0,0.0,0,0.0,0.01
2.08,52,0.0044931525444043,0.0019366676160678,0,0.0,0.01
2.12,53,0.00301301765657,0.0019130189231489,0,0.0,0.01
2.16,54,0.0020225645391281,0.0036310747696214,0,0.0,0.01
2.2,55,0.0007346237270119,0.0033571623368353,0,0.0,0.01
2.24,56,0.0006799669865891,0.0006767164740817,0,0.0,0.01
2.28,57,0.001138420756841,0.0001483843754205,0,0.0,0.01
2.32,58,0.0026318438781812,0.0009375427309666,0,0.0,0.01
2.36,59,0.0044539505484743,0.0027381798792563,0,0.0,0.01
2.4,60,0.003525535395188,0.0024077786504733,0,0.0,0.01
2.44,61,0.001693200297715,0.000886272913488,0,0.0,0.01
2.48,62,0.0043422682603933,0.0021530509887103,0,0.0,0.01
2.52,63,0.0027412102630554,0.0029580519786443,0,0.01,0.01
2.56,64,0.0024075428101201,0.0028242257138589,0,0.01,0.01
2.6,65,0.0039768975562445,0.0011189470024268,0,0.01,0.01
2.64,66,0.0070701675647645,0.0013133437911193,0,0.01,0.01
2.68,67,0.0043032166234883,0.0012917583368255,0,0.03,0.01
2.72,68,0.0056317921341388,0.0010158971146235,0,0.1,0.01
2.76,69,0.0048824251653373,0.0002435258880614,0,0.72,0.01
2.8,70,0.003212839662208,0.000347308024271,0,0.9,0.01
2.84,71,0.0026091588781016,0.000253460763145,0,0.93,0.01
2.88,72,0.0017962162937926,0.0002878244332168,0,0.94,0.01
2.92,73,0.0009307208327072,9.156252682661428e-05,0,0.94,0.0
2.96,74,0.0012874295171541,0.0003546213896929,0,0.94,0.0
3.0,75,0.0054085053785116,0.000665599957119,0,0.93,0.0
3.04,76,0.0120317589449817,0.0006504703706733,0,0.85,0.0
3.08,77,0.0083414716887883,0.0005738647392028,0,0.32,0.0
3.12,78,0.0072769187519863,0.0018539545619153,0,0.05,0.0
3.16,79,0.0064727171609303,0.0025702222337662,0,0.02,0.0
3.2,80,0.006545191079656,0.0028539080806472,0,0.01,0.0
