Frame,nose_dist,body_dist,freezing,darting
1,0.0,0.0,0,0
2,0.0,0.0,0,0
3,0.0,0.0,0,0
4,0.0,0.0,0,0
5,0.0,0.0,0,0
6,0.0,0.0,0,0
7,0.0,0.0,0,0
8,0.0,0.0,0,0
9,0.0,0.0,0,0
10,0.0,0.0,0,0
11,0.0,0.0,0,0
12,0.0,0.0,0,0
13,0.0,0.0,0,0
14,0.0,0.0,0,0
15,0.0,0.0,0,0
16,0.0,0.0,0,0
17,0.0,0.0,0,0
18,0.0,0.0,0,0
19,0.0,0.0,0,0
20,0.0,0.0,0,0
21,0.0,0.0,0,0
22,0.0,0.0,0,0
23,0.0,0.0,0,0
24,0.0,0.0,0,0
25,0.0,0.0,0,0
26,0.0,0.0,0,0
27,0.0,0.0,0,0
28,0.0,0.0,0,0
29,0.0,0.0,0,0
30,0.0,0.0,0,0
31,0.0,0.0,0,0
32,0.0,0.0,0,0
33,0.0,0.0,0,0
34,0.0,0.0,0,0
35,0.0,0.0,0,0
36,0.0,0.0,0,0
37,0.0,0.0,0,0
38,0.0,0.0,0,0
39,0.0,0.0,0,0
40,0.0,0.0,0,0
41,0.0,0.0,0,0
42,0.0,0.0,0,0
43,0.0,0.0,0,0
44,0.0,0.0,0,0
45,0.0,0.0,0,0
46,0.0,0.0,0,0
47,0.0,0.0,0,0
48,0.0,0.0,0,0
49,0.0,0.0,0,0
50,0.0,0.0,0,0
51,0.0,0.0,0,0
52,0.005569713812515506,0.004113323007251242,0,0
53,0.006027425687706095,0.0048361174224792495,0,0
54,0.0054807555013877155,0.0036528648223820405,0,0
55,0.0073698338498524585,0.005649834074487829,0,0
56,0.00971049391263415,0.00838129576953335,0,0
57,0.006105077130490757,0.006409879264458327,0,0
58,0.004922170789803015,0.004698579594962595,0,0
59,0.004791695860843395,0.004239497020984395,0,0
60,0.005930859685300046,0.005270796505493685,0,0
61,0.0049558273218881215,0.005965235801609934,0,0
62,0.0036447987807812516,0.003904777704778848,0,0
63,0.012119458240818184,0.011242512497081095,0,0
64,0.010312303553666807,0.009759628071622863,0,0
65,0.013819649152080195,0.014902778461581707,0,0
66,0.006543170419721805,0.006595761216892085,0,0
67,0.0018777261416557133,0.0015426589066597635,0,0
68,0.005580879553335429,0.003783390598059966,0,0
69,0.008459829434977773,0.006384322574450185,0,0
70,0.006265165174276708,0.004862496487265976,0,0
71,0.004618929140543559,0.0013591271181583897,0,0
72,0.002892889500272595,0.0011139904342709838,0,0
73,0.003041714120795301,0.0011715623360351707,0,0
74,0.0026261870647523505,0.0008593509451247036,0,0
75,0.004505684011801889,0.0017132975720512938,0,0
76,0.002095909374531714,0.0008071265030170651,0,0
77,0.0004489723270201557,0.00013820698342884797,0,0
78,0.0014727230190516001,2.9936137159515095e-05,0,0
79,0.0038502850364763638,0.00015677717288802503,0,0
80,0.0018855223569640312,0.00026962707974280994,0,0
81,0.0002608547775713392,0.000803499259682056,0,0
82,6.511974764818614e-05,0.00027081349289870716,0,0
83,0.00029084531652811066,9.470874649663475e-05,0,0
84,0.0003098563946541958,0.00023332991425033625,0,0
85,0.0021314975055177904,6.168443964473265e-05,0,0
86,0.008604217633599101,7.8564115542886e-05,0,0
87,0.010346991697523582,0.0002891506829933307,0,0
88,0.008959412840813873,0.0006456202351495031,0,0
89,0.0034910413296333296,0.0009008877472159307,0,0
90,0.0017253010400423362,0.001133632559584896,0,0
91,0.0014771950380915069,0.0006199972326171802,0,0
92,0.0008847477427247976,0.0007309070402308137,0,0
93,0.00016381378648374107,0.0002143321953029485,0,0
94,8.90375044702818e-05,6.202268874545075e-05,0,0
95,0.0003923006612273518,8.128386151802142e-05,0,0
96,0.0005791649931369387,0.00018922122440456608,0,0
97,0.0016011714732249618,0.00015008050040764986,0,0
98,0.002013035047680172,0.0001434253151749573,0,0
99,0.001533353684625515,8.214168333908063e-05,0,0
100,0.0005034200410668917,0.0003053598745446524,0,0
101,0.0015936028666909507,0.0004875771926627684,0,0
102,0.001233405264443517,0.000140458017932499,0,0
103,0.004345078770752717,0.0002400833976662591,0,0
104,0.002292679031139371,0.0006365676918860149,0,0
105,0.0005534733416945799,0.00016078763126767568,0,0
106,6.481017583358662e-05,1.2572073315185212e-05,0,0
107,1.3633780718790572e-05,1.890775507076859e-05,0,0
108,6.859752356991311e-05,6.92038155179598e-05,0,0
109,0.000119969793254584,2.551845679426255e-05,0,0
110,3.985960012907505e-05,1.9138101047293415e-05,0,0
111,4.3463092329570415e-05,1.2088400334777949e-05,0,0
112,8.177632635269709e-05,3.9767268748495e-05,0,0
113,8.096379449826774e-05,5.6629149604509685e-05,0,0
114,6.274232550646796e-05,7.788477652610946e-05,0,0
115,2.7624819536339025e-05,2.5794191308958124e-05,0,0
116,1.3354240326889457e-05,1.941044475707836e-05,0,0
117,4.49592709341041e-05,7.625535554616205e-05,0,0
118,2.8602540433189175e-05,4.503239918448135e-05,0,0
