nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_midside_x,left_midside_y,right_midside_x,right_midside_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,tail_base_x,tail_base_y,tail_mid_x,tail_mid_y,tail_end_x,tail_end_y,blue_cyl_x,blue_cyl_y,red_cyl_x,red_cyl_y
374.7291259765625,554.8327026367188,387.5271911621094,551.0143921536715,372.7220458984375,542.4562377929688,379.52978515625,548.37646484375,382.38824462890625,542.3222372191993,394.70980834960943,515.9107126533697,401.1442565917969,541.8182153616564,373.5994262695313,529.421142578125,412.9493713378906,522.637863259448,378.3006896972657,517.4901000147381,418.73693847656256,504.7436518237808,377.8937683105469,501.453258683263,397.32768783508936,479.4316266280095,405.6267056519241,434.4013821483694,436.68981933593756,404.72760912848554,138.0,111.0,840.0,111.0
369.4670400020067,553.7096883101253,383.86584335826296,551.2425859709734,370.35348268117644,541.6317278803282,375.7848774418674,548.1833585353395,379.3547614332613,543.5893228393944,393.6092313593871,517.1876033869785,397.6119171252478,546.5258974762085,372.1698241980272,529.2405674636868,410.4673216066602,529.5312605705568,377.55515981794764,519.4029663915119,418.25348724719504,509.1690627144974,377.4211828652559,503.8885866088021,398.6288792289438,481.0919480948103,406.54902152376826,435.7895593583364,436.30065670951444,405.58324078082046,138.0,111.0,840.0,111.0
344.2160726988479,548.392184961174,365.00640485133766,551.6976117191052,357.8427025775518,537.9791618231573,357.0291918677116,547.116352690977,363.61694587081007,543.9052734375,386.937216226776,523.972015358906,379.4206077065858,552.972527589502,364.29095361186137,528.3862042339751,397.2160826834405,539.7598218909222,372.87782664088877,520.7457437397877,413.7497698636172,519.4353492756787,374.9613003650021,506.89981447467363,399.55267976213884,489.00740104921283,408.0485191019195,443.7490143338328,434.53932091427464,410.9542964513702,138.0,111.0,840.0,111.0
318.4394157932559,543.5468196773678,340.9442802036881,551.6099136711754,339.83802115673643,535.4540346346197,334.7359365215535,545.2238947020886,342.6650930879064,543.448392604428,373.0948785907133,534.476217322258,355.62471780313723,557.2991432640397,351.01176102351786,527.6835310367131,376.60001841093754,548.9690950877894,362.35661190520983,524.454712885728,397.87882320647896,536.7611317337892,370.32304964337027,513.9466990686334,398.41187398348734,505.20815774794977,413.0309417106694,462.8576923961057,432.7317538947452,427.3797163249794,138.0,111.0,840.0,111.0
295.3690956020684,538.6282399145268,317.3458432216806,549.3816250492284,318.42874476954273,532.7677133732495,312.4638114576551,541.4208674953209,320.30046598305154,540.7194506508935,351.62472809325726,541.0453702238004,329.8629006528878,556.6565489177045,332.0875460424152,526.6178819570807,348.76748818474687,554.6058654412839,344.8763590733927,526.2700633940157,369.5611360570525,553.5037805264728,358.2966669455444,520.26571220955,388.90400358980526,526.4888395292572,412.08389723395464,495.74625209711326,428.71683594410206,460.83095517314314,138.0,111.0,840.0,111.0
273.5554817283015,526.571310443744,290.0255948195435,541.3593059436362,294.7193649714903,526.2171218601237,287.3412982033302,533.0511716290166,295.20307431856656,534.8110377134068,325.64822776790646,541.2747702820142,300.2566630461127,549.6522428440555,309.86126317123933,521.6375014627176,319.02700926058696,554.3434618333049,323.374614683709,525.706444003534,337.78758774647895,556.6454849005322,337.3625326491848,522.005923381567,365.6523602738514,538.1750352591044,399.2032873453444,517.0736707398023,421.0778606305946,480.5496695299486,138.0,111.0,840.0,111.0
248.27551903294847,512.4810875770269,262.74842601445175,529.9761059112589,272.41317675993764,516.2449141633222,260.8241432056496,520.9299194716485,270.76987645134824,524.8046683946466,298.60084918667906,536.8039500296082,272.30043361385333,541.3968863862756,286.75245631563666,514.6357735589293,287.99235732070457,547.8417190264888,301.47040063695005,521.763118500988,305.6861221584625,555.18134627593,314.9865786859997,523.5371575836999,337.4274118241399,543.3176948166561,375.38723402860103,533.8101347101505,409.7236655128364,501.7432836875197,138.0,111.0,840.0,111.0
223.22865174860758,500.0560753092976,237.0396645252676,517.7507214343777,249.20121659905172,506.42115406190743,235.35093685746384,508.84260449059536,245.27922280833246,513.6580985321759,271.37099637308205,529.7393456127896,245.7029626062639,530.5551003882525,263.0687061261343,505.9400410428093,259.6311349907019,538.421860182718,277.24026546403013,515.111069929029,274.9393199493968,550.6110699908166,290.87026862497373,520.3735633092441,307.7215469320591,542.6445747255227,345.4861509701602,546.0014934350401,387.4325174432333,526.8790255545927,138.0,111.0,840.0,111.0
198.40458118686186,484.1941679891035,213.4027063283475,502.8530815846891,223.97787182844385,491.72490554826436,211.04636603081735,493.5995268144987,220.85849577901175,499.0141784701381,244.6801395677593,515.999646170287,219.23447566456525,514.8023720047502,237.44344042102685,490.8922687590129,231.51310353743196,524.5511092888478,250.97505566356256,500.7376727122426,244.5396420446641,536.9490577650336,264.5105748062369,510.94914413745965,278.0962135720804,534.7880098507553,315.0803476355616,546.3108331682542,352.93344276488375,532.3074951171875,138.0,111.0,840.0,111.0
176.45195599446183,470.050192966817,191.1783297694286,488.9428972364414,202.2009630576841,476.68487462145947,189.42685009415624,478.0101859957382,199.86576493143565,484.9073916235723,222.5539897854732,503.1104103854527,197.14980071350564,501.69381327596784,217.6145875927823,477.81799793707404,209.52144569642556,511.57055521658117,230.4570986185999,489.2890764395994,220.4190593391421,524.4669768235688,243.53763055002892,498.2408781054815,253.07405582658774,525.5137514517812,286.83604089990706,538.2280462262771,321.8223276327652,533.536892578347,138.0,111.0,840.0,111.0
160.95972227650964,458.6347174022387,174.58209491686085,477.7785057633915,188.80832181563767,465.3010064745174,173.21718719505674,466.0072016253309,185.80535797278546,474.8961813947583,204.99315982948454,492.1279949256434,180.72625124233303,492.0081206331305,202.88966775391586,468.8401918968238,193.66877379753564,502.17197402132695,214.27991669710906,481.9600809669738,205.49147938558855,516.9176776678578,227.38195665780262,488.7494174853888,234.4661484024263,518.4848724311107,264.15143185111094,536.2125854492188,305.334676821799,538.467257812278,138.0,111.0,840.0,111.0
147.49474521985397,448.8560131451793,160.971174545809,466.74796861454286,173.64995850756176,453.51901441296087,159.7012031749346,455.43855589213047,170.85501537262115,463.44485840195773,192.7038017613623,483.4569366832918,166.6933025819725,482.00941465408835,188.68606246390826,456.6541434897777,179.22504228816348,492.22300396162314,202.81409381374252,468.8017692696589,188.70974109238497,506.1772386012628,214.96488747241045,480.34695024374014,222.76176585916147,512.1551686374228,254.68654329313065,534.5277694661154,295.06695921797433,538.8770197312238,138.0,111.0,840.0,111.0
138.9913411527998,444.7263564689948,153.10694431999303,461.6157722964858,163.6053903630764,446.43173877944207,151.4391446050774,450.6057599506178,161.5527417867679,456.90442850240686,185.864841329917,478.1346705396659,159.44742336013843,476.829151792132,178.99728169457416,448.62374385036753,170.57067291340283,487.2005356360711,194.42033294279364,460.19351222339964,180.47584768003324,500.986888795705,206.27819145086133,471.1407268568949,217.00286888916852,505.26983151880523,248.19962526208775,526.3240610723939,286.4139594655088,533.6960134649528,138.0,111.0,840.0,111.0
139.9558521235442,441.0613205628599,150.42717859896166,458.71429390288995,162.97478646024445,444.35210752270007,151.00760542075585,447.9925129111733,160.19469141115468,454.5210135023674,180.44679127540059,476.1964331149959,154.9129806123957,474.10877076262364,177.82449293746566,446.33027384787783,165.0648174480773,485.54101701940925,188.46863621080607,457.3084123046125,174.91780082354632,498.71026952680756,200.35480430378738,465.1938589680276,210.83741036405004,500.006292139251,244.4737959582398,518.8364629185221,279.27726202015833,525.2809096749172,138.0,111.0,840.0,111.0
151.66381696894325,427.0351804232631,150.74466767023324,448.2760123632037,168.02979621111285,439.6180385466767,156.17942387311666,437.74048172268544,161.55665418120776,448.2925481103895,175.7610490452842,473.4728835794009,149.7271330952197,464.4376848301086,180.36933427055692,444.3565865313904,159.25240091516116,479.6812852088101,186.59633022110953,455.6217317564986,168.4167360915949,493.99059115054024,197.67103711016821,463.5987330511946,202.93518910106738,497.39273244837034,235.6660093115578,517.3895263671875,272.824567873526,523.8268240469566,138.0,111.0,840.0,111.0
