Frame,nose_dist,body_dist,freezing,darting
1,0.0,0.0,0,0
2,0.0,0.0,0,0
3,0.0,0.0,0,0
4,0.0,0.0,0,0
5,0.0,0.0,0,0
6,0.0,0.0,0,0
7,0.0,0.0,0,0
8,0.0,0.0,0,0
9,0.0,0.0,0,0
10,0.0,0.0,0,0
11,0.0,0.0,0,0
12,0.0,0.0,0,0
13,0.0,0.0,0,0
14,0.0,0.0,0,0
15,0.0,0.0,0,0
16,0.0,0.0,0,0
17,0.0,0.0,0,0
18,0.0,0.0,0,0
19,0.0,0.0,0,0
20,0.0,0.0,0,0
21,0.0,0.0,0,0
22,0.0,0.0,0,0
23,0.0,0.0,0,0
24,0.0,0.0,0,0
25,0.0,0.0,0,0
26,0.0,0.0,0,0
27,0.0,0.0,0,0
28,0.0,0.0,0,0
29,0.0,0.0,0,0
30,0.0,0.0,0,0
31,0.0,0.0,0,0
32,0.0,0.0,0,0
33,0.0,0.0,0,0
34,0.0,0.0,0,0
35,0.0,0.0,0,0
36,0.0,0.0,0,0
37,0.0,0.0,0,0
38,0.0,0.0,0,0
39,0.0,0.0,0,0
40,0.0,0.0,0,0
41,0.0,0.0,0,0
42,0.0,0.0,0,0
43,0.0,0.0,0,0
44,0.0,0.0,0,0
45,0.0,0.0,0,0
46,0.0,0.0,0,0
47,0.0,0.0,0,0
48,0.0,0.0,0,0
49,0.0,0.0,0,0
50,0.0,0.0,0,0
51,0.0,0.0,0,0
52,0.0004912427574315433,0.0007053344530732357,0,0
53,0.0004217243599165797,9.921736692578343e-05,0,0
54,0.0018162835499563156,0.0005324543146639927,0,0
55,0.004541845796941518,0.00046015898433452156,0,0
56,0.009775588386428889,0.0007574917600550192,0,0
57,0.007098485082489669,0.0011477818627987017,0,0
58,0.0023909944384794173,0.00034304912279383917,0,0
59,0.006726155026103372,0.0015267088448137798,0,0
60,0.012292299594956844,0.006839143710022172,0,0
61,0.011831735691694314,0.012148397101939998,0,0
62,0.006970398749579728,0.007453147895018018,0,0
63,0.004930469667229377,0.00561500518520488,0,0
64,0.00655510912206218,0.007442450482884154,0,0
65,0.011409554576787675,0.011998614491053806,0,0
66,0.006733870155562263,0.007417403608803381,0,0
67,0.0039943043065149494,0.003481084014247101,0,0
68,0.012832999141895325,0.01021002334324989,0,0
69,0.009964847971484562,0.00939544635316307,0,0
70,0.010815410341551913,0.010646651285601083,0,0
71,0.0055120935733186304,0.004253935292338696,0,0
72,0.0022495829833558017,0.0019340347184017977,0,0
73,0.006192433927508527,0.006413517810940061,0,0
74,0.005644494137536679,0.00638839623150652,0,0
75,0.008794910275657337,0.008208966165710551,0,0
76,0.005405970449669931,0.0047285326879529434,0,0
77,0.0019034387230447585,0.0021716151490019223,0,0
78,0.0046397678407846775,0.005607160480811143,0,0
79,0.0026774202748542013,0.0024409846356522034,0,0
80,0.00040718271875647363,0.000920546997333057,0,0
81,7.991959062734535e-05,0.00028483510293173463,0,0
82,0.0003189428537637543,0.0008238860563101254,0,0
83,0.0024224448199822403,0.0006937514695975011,0,0
84,0.011621195035867034,0.002005292882909222,0,0
85,0.014341261377484142,0.0013536886538532686,0,0
86,0.015330879561394162,0.0030936007955388763,0,0
87,0.0054939763240729,0.001697834728218697,0,0
88,0.002175289434911315,0.0017087702767470663,0,0
89,0.007385254590412815,0.00689717987922154,0,0
90,0.005912941103411002,0.005729735011802472,0,0
91,0.009174064068116206,0.008976484929819962,0,0
92,0.006468993389019742,0.005887415859578059,0,0
93,0.0031751871526999108,0.0028561800190906534,0,0
94,0.009379968818247375,0.00878201464499161,0,0
95,0.009411696225859294,0.00998503015382346,0,0
96,0.011982915102467365,0.012788881048524416,0,0
97,0.00837090256091696,0.007649605648732029,0,0
98,0.008326835090879992,0.008766378231322241,0,0
99,0.0022753008947659185,0.0026344985664407167,0,0
100,0.003106422132880787,0.0027636804281730852,0,0
101,0.0030590884557312797,0.001952344098545483,0,0
102,0.0018950097574495404,0.0003380784655863618,0,0
103,0.0003668011442453312,0.0003078572195009282,0,0
104,0.00015365460675640722,0.0014186464455807285,0,0
105,0.0003731991914133169,0.001646143456847927,0,0
106,0.0006011750451520203,0.00199696456059298,0,0
107,0.000818259216460614,0.0011852560600987007,0,0
108,0.0010261833804917305,0.00021125301687303848,0,0
109,0.0012268386828299049,1.262497600638568e-05,0,0
110,0.0014222673375962399,0.0005799274428133894,0,0
111,0.002375012343035788,0.0026430318558310485,0,0
112,0.004982806657998548,0.0029790575994998107,0,0
113,0.0023837696252566286,0.0016140135854881997,0,0
114,0.005250790170105049,0.004150011435654413,0,0
115,0.0034891235470101757,0.0027620946503935963,0,0
116,0.003748317934625091,0.002276342880001698,0,0
117,0.001737412125395756,0.0005429946629646724,0,0
118,0.003042113132790538,3.226381066035043e-05,0,0
119,0.000970580818043582,3.7446577115772035e-05,0,0
120,0.0025012766252544357,0.00036087459684891346,0,0
