Frame,nose_dist,body_dist,freezing,Novel,Known
1,0.0,0.0,0,0,0
2,0.0,0.0,0,0,0
3,0.0,0.0,0,0,0
4,0.0,0.0,0,0,0
5,0.0,0.0,0,0,0
6,0.0,0.0,0,0,0
7,0.0,0.0,0,0,0
8,0.0,0.0,0,0,0
9,0.0,0.0,0,0,0
10,0.0,0.0,0,0,0
11,0.0,0.0,0,0,0
12,0.0,0.0,0,0,0
13,0.0,0.0,0,0,0
14,0.0,0.0,0,0,0
15,0.0,0.0,0,0,0
16,0.0,0.0,0,0,0
17,0.0,0.0,0,0,0
18,0.0,0.0,0,0,0
19,0.0,0.0,0,0,0
20,0.0,0.0,0,0,0
21,0.0,0.0,0,0,0
22,0.0,0.0,0,0,0
23,0.0,0.0,0,0,0
24,0.0,0.0,0,0,0
25,0.0,0.0,0,0,0
26,0.0,0.0,0,0,0
27,0.0,0.0,0,0,0
28,0.0,0.0,0,0,0
29,0.0,0.0,0,0,0
30,0.0,0.0,0,0,0
31,0.0,0.0,0,0,0
32,0.0,0.0,0,0,0
33,0.0,0.0,0,0,0
34,0.0,0.0,0,0,0
35,0.0,0.0,0,0,0
36,0.0,0.0,0,0,0
37,0.0,0.0,0,0,0
38,0.0,0.0,0,0,0
39,0.0,0.0,0,0,0
40,0.0,0.0,0,0,0
41,0.0,0.0,0,0,0
42,0.0,0.0,0,0,0
43,0.0,0.0,0,0,0
44,0.0,0.0,0,0,0
45,0.0,0.0,0,0,0
46,0.0,0.0,0,0,0
47,0.0,0.0,0,0,0
48,0.0,0.0,0,0,0
49,0.0,0.0,0,0,0
50,0.0,0.0,0,0,0
51,0.0,0.0,0,0,0
52,0.0,0.0,0,0,0
53,0.0,0.0,0,0,0
54,0.0,0.0,0,0,0
55,0.0,0.0,0,0,0
56,0.0,0.0,0,0,0
57,0.0,0.0,0,0,0
58,0.0,0.0,0,0,0
59,0.0,0.0,0,0,0
60,0.0,0.0,0,0,0
61,0.0,0.0,0,0,0
62,0.0036579295208391,0.0007437399340262,0,0,0
63,0.003803703082532,0.0011448257025476,0,0,0
64,0.0044900384537709,0.0020535634336885,0,0,0
65,0.0044107048563972,0.0034650417794122,0,0,0
66,0.0043935583657045,0.0046567013519532,0,0,0
67,0.0051979823768321,0.004734684127089,0,0,0
68,0.0057653507064158,0.0052950780577827,0,0,0
69,0.006039855667073,0.0033482684170578,0,0,0
70,0.0054359072429694,0.0029245906348569,0,0,0
71,0.0048533193303767,0.0055061055955433,0,0,0
72,0.0075974378562743,0.0072957117446394,0,0,0
73,0.0076371552806178,0.0085543979069741,0,0,0
74,0.0083356324477137,0.0084684293641119,0,0,0
75,0.0078268346504777,0.0084754303288447,0,0,0
76,0.0077188972362796,0.0090394575864474,0,0,0
77,0.0079931108068224,0.0079892513170753,0,0,0
78,0.0058824609310813,0.0070299889304404,0,0,0
79,0.0037471992460524,0.0057760841928535,0,0,0
80,0.0046519525164868,0.0043985563413693,0,0,0
81,0.0039839067698337,0.004012239511875,0,0,0
82,0.0030853044540677,0.0021653781849886,0,0,0
83,0.007801343272477,0.0020435170691269,0,0,0
84,0.0075649480814395,0.0037849043820127,0,0,0
85,0.005496872986594,0.0044769061988902,0,0,0
86,0.0063606334003816,0.004965042357553,0,0,0
87,0.0063942190925229,0.0048991468228643,0,0,0
88,0.0049857426692741,0.0047680032492558,0,0,0
89,0.0047294614345018,0.0040549077214945,0,0,0
90,0.0055686785973321,0.0044345946237357,0,0,0
91,0.0052662776367269,0.0049021399562839,0,0,0
92,0.0054240147251574,0.0054442970066975,0,0,0
93,0.0063744884398315,0.0049785612299137,0,0,0
94,0.0069927184799646,0.0038371777765638,0,0,0
95,0.0054580372254682,0.0046142141935,0,0,0
96,0.0048607902992547,0.0044790371424197,0,0,0
97,0.0037256019849984,0.0030572829242937,0,0,0
98,0.0032767561028173,0.0027877052844339,0,0,0
99,0.0035825087169771,0.0026531333111903,0,0,0
100,0.0042725794741842,0.0026138985797048,0,0,0
101,0.0039942153054029,0.0025501520941494,0,0,0
102,0.00346763735862,0.0024046815784711,0,0,0
103,0.0020765548711463,0.0021777269070788,0,0,0
104,0.0010768881833033,0.0018698723995149,0,0,0
105,0.0012835027606127,0.0014794946668701,0,0,0
106,0.0009171092897705,0.0010294162256441,0,0,0
107,0.0006017008167454,0.0007789601260682,0,0,0
108,0.0019191593226282,0.0004151592844733,0,0,0
109,0.0053236094323691,0.0005441703379181,0,0,0
110,0.0070933332249283,0.0021415038573811,0,0,0
111,0.0064206004524294,0.0017472639607902,0,0,0
112,0.0042330426091625,0.0016830736268121,0,0,0
113,0.0031009345066393,0.0016991305974495,0,0,0
114,0.0022836055957014,0.0007380931818056,0,0,0
115,0.0025295155590581,0.0008449941194899,0,0,0
116,0.002499620706887,0.0007129198805059,0,0,0
117,0.0006135652450453,0.0001978598815029,0,0,0
118,0.0014579905035172,0.0002580186621141,0,0,0
119,0.0032576412289446,0.0015383722321992,0,0,0
120,0.0050355159456888,0.0027024086974697,0,0,0
121,0.0063572074909428,0.0033157214947762,0,0,0
122,0.0064287508493636,0.0052260594870038,0,0,0
123,0.0064688642182468,0.0047501852328284,0,0,0
124,0.0065534736328734,0.0054901505313654,0,0,0
125,0.0054501576659797,0.0063014761887206,0,0,0
126,0.0045017872484526,0.0046411659136794,0,0,0
127,0.004274349904881,0.004403133546984,0,0,0
128,0.0043589163295417,0.0050482398112862,0,0,0
129,0.0041412353347861,0.0039584067045102,0,0,0
130,0.004431246502943,0.0034001772574398,0,0,0
131,0.0041003872203611,0.004234377413388,0,0,0
132,0.0050576861016162,0.0056495547283702,0,0,0
133,0.0060995926927487,0.0063117183530019,0,0,0
134,0.0059758425422679,0.0068059391799095,0,0,0
135,0.0063063700984265,0.0067418260403322,0,0,0
136,0.0038460072130775,0.0044465309766385,0,0,0
137,0.0023762293743482,0.002302312989112,0,0,0
138,0.0012154130338885,0.0008720518307346,0,0,0
139,0.0005707420544785,0.0004520976311757,0,0,0
140,0.0002390314585008,0.0002861311386829,0,0,0
141,0.0004491795838438,0.0001480228263982,0,0,0
142,0.000171943339251,0.0001430460917897,0,0,0
143,0.0001463174192179,0.0001192103444311,0,0,0
144,8.700348814087902e-05,5.145805540115881e-05,0,0,0
145,8.214862614656308e-05,8.389739425128383e-05,0,0,0
146,0.0002065222804094,7.347708484901514e-05,0,0,0
147,7.441947151434942e-05,4.7187496431519896e-05,0,0,0
148,9.02675491370128e-05,0.0002176437629178,0,0,0
149,0.0010309507520966,0.0003110612974579,0,0,0
150,0.0037456130563974,0.0005414988990795,0,0,0
151,0.0049881395399569,0.001236689120302,0,0,0
152,0.0036024918024954,0.0006279136302526,0,0,0
153,0.0024789818920898,0.001028053445059,0,0,0
154,0.0030734559579619,0.0012637366947569,0,0,0
155,0.0031803195335944,0.0010168827385728,0,0,0
156,0.0051854469731642,0.001382671302178,0,0,0
157,0.0057038295562861,0.0013006391503152,0,0,0
158,0.0051572899382333,0.001643832511819,0,0,0
159,0.0031225918284987,0.0012083937730084,0,0,0
160,0.0012184434258083,0.0005823807154703,0,0,0
161,0.0007913184840546,0.0001574199625194,0,0,0
162,0.0006265626393802,1.500210137228466e-05,0,0,0
163,0.0002851969098514,2.9643168100619044e-05,0,0,0
164,0.0004485841454489,0.0001031171333389,0,0,0
165,0.000998183447527,5.751510864675411e-05,0,0,0
166,0.0002395212130604,6.323209350874803e-05,0,0,0
167,0.0001804530191881,0.0001318541079961,0,0,0
168,0.0003030512019998,0.0002152115291804,0,0,0
169,0.0005368224127787,0.0004216306032003,0,0,0
170,0.00142857439715,0.0005788165469041,0,0,0
171,0.002999460626336,0.0007575822485822,0,0,0
172,0.00326232268419,0.0009610870987195,0,0,0
173,0.0013812884372464,0.000347891569381,0,0,0
174,0.002749486216949,0.0001034732693449,0,0,0
175,0.0053957630038404,0.0002617628075326,0,0,0
176,0.0041545985033733,0.0002725274030757,0,0,0
177,0.0063745079602,0.0007634601428033,0,0,0
178,0.0075071024824499,0.0011821024209659,0,0,0
179,0.0045943718609266,0.0008174999749318,0,0,0
180,0.0034841103499633,0.0011397831254871,0,0,0
181,0.002465820059755,0.0015579101056567,0,0,0
182,0.0017239556880158,0.0011071058859853,0,0,0
183,0.0012583888262345,0.0003993118201598,0,0,0
184,0.0003459284839054,0.0002286902930975,0,0,0
185,0.0001688296679841,1.2410370161377271e-05,0,0,0
186,9.84635454851987e-05,4.294936953217435e-05,0,0,0
187,5.373321427495822e-05,0.0001431277281697,0,0,0
188,4.889928605770673e-05,0.0001892601298325,0,0,0
189,0.0002186999740415,5.811937185709838e-05,0,0,0
190,0.000236967838335,5.884310025228651e-05,0,0,0
191,0.0017678278275891,0.0002426961568848,0,0,0
192,0.0053843558479999,0.0007593609078736,0,0,0
193,0.0056127387479468,0.0009914959873836,0,0,0
194,0.0057172460807267,0.0026457732839483,0,0,0
195,0.0050032780457033,0.0040378288297665,0,0,0
196,0.0054551556207455,0.0038354504940463,0,0,0
197,0.00404255269101,0.0035128797064799,0,0,0
198,0.0035030359238891,0.0044039736350423,0,0,0
199,0.0033086157669845,0.0035962219065279,0,0,0
200,0.0029078464030591,0.0031466265299713,0,0,0
201,0.0021975092538742,0.0024484465672187,0,0,0
202,0.003262114056045,0.0028278292023898,0,0,0
203,0.0043431662204066,0.0037557134192379,0,0,0
204,0.0039614721653082,0.0042815207689923,0,0,0
205,0.0048816679798417,0.0055753653521052,0,0,0
206,0.0050304899482357,0.0048832820234758,0,0,0
207,0.0051002506941461,0.0046563653698102,0,0,0
208,0.0045334404420303,0.0042706448077235,0,0,0
209,0.0050846917018741,0.0051381178553965,0,0,0
210,0.0030136923641285,0.0046891894928986,0,0,0
211,0.0008781414670764,0.0033168639430672,0,0,0
212,0.0010341376237546,0.0010241516429732,0,0,0
213,0.0033252397677035,0.0003536091332676,0,0,0
214,0.0029530250503043,0.0016317548892236,0,0,0
215,0.0012613677796268,0.0016222518465755,0,0,0
216,0.00247565147114,0.0013778360623925,0,0,0
217,0.0030487496482971,0.001497950610788,0,0,0
218,0.0012435378054895,0.0010470405791303,0,0,0
219,0.0001978807707411,0.0002142821294093,0,0,0
220,0.0016120375912236,6.336898834477376e-05,0,0,0
221,0.0013736915259788,0.0003022978361214,0,0,0
222,0.0013049487169007,0.0005164355728582,0,0,0
223,0.0020376509082534,0.0009000686147834,0,0,0
224,0.002748569165467,0.0013447171762156,0,0,0
225,0.000508812480955,0.0009011991538481,0,0,0
226,0.0021681082753762,0.000566344228416,0,0,0
227,0.0056670975876546,0.0001128188298802,0,0,0
228,0.0030900801436569,0.0003246071305589,0,0,0
229,0.0015625960903684,8.035072036406156e-05,0,0,0
230,0.0009217139550942,0.0002540187999431,0,0,0
231,0.0011442156509342,0.0006592718902277,0,0,0
232,0.0023746212361016,0.0013126724729684,0,0,0
233,0.0025697052223608,0.002506970199431,0,0,0
234,0.0029465747381957,0.0022116577142329,0,0,0
235,0.0030049698514517,0.0022344394969269,0,0,0
236,0.0026840104718384,0.0026339013949479,0,0,0
237,0.0030565134686065,0.0028034614562765,0,0,0
238,0.0024599162306269,0.002509916955491,0,0,0
239,0.0020768370288087,0.0026131639210987,0,0,0
240,0.0039711662831972,0.0022856497789511,0,0,0
241,0.0038340304370999,0.002426383211796,0,0,0
242,0.003574354257275,0.002183105841875,0,0,0
243,0.0039850878362937,0.0023643291920851,0,0,0
244,0.0025891946156155,0.0025884810457689,0,0,0
245,0.0040734263616448,0.0023841424615936,0,0,0
246,0.0031727110264646,0.0026670064251529,0,0,0
247,0.0020715986106331,0.0026096018684711,0,0,0
248,0.0021039925392448,0.001518955178617,0,0,0
249,0.0009856466129496,0.0007259645685118,0,0,0
250,0.001078362075417,0.0004457124218668,0,0,0
251,0.0009021621980051,0.0007626022185707,0,0,0
252,0.0019099177345904,0.0007994824226387,0,0,0
253,0.0025670915980334,0.0010367378793984,0,0,0
254,0.0025063911232286,0.0015888850616446,0,0,0
255,0.0031289657494381,0.0021603785559407,0,0,0
256,0.0031644373177814,0.002478937272642,0,0,0
257,0.0026234885986645,0.002364089955362,0,0,0
258,0.003649749320381,0.002160809196217,0,0,0
259,0.0026722616107831,0.0025875907469242,0,0,0
260,0.0025859978168316,0.0028819975464726,0,0,0
261,0.0039176329218941,0.0020315616788934,0,0,0
262,0.002632745906825,0.0016953085144818,0,0,0
263,0.0029708162117249,0.0018533548987167,0,0,0
264,0.0035304068331323,0.0023238230577757,0,0,0
265,0.0024093346746167,0.0016884295840933,0,0,0
266,0.0022795152647416,0.0006147206412495,0,1,0
267,0.0013246000752819,0.0010484692384702,0,1,0
268,0.0006581301524512,0.0009119776971155,0,1,0
269,0.0009980514935939,0.000489775257929,0,1,0
270,0.0014329313954149,0.0010544957008235,0,1,0
271,0.0016259658764846,0.001478290449307,0,1,0
272,0.0011135946795413,0.0013770050322521,0,1,0
273,0.0008551627284199,0.0011285950058765,0,1,0
274,0.0009171330301178,0.0007779675628859,0,1,0
275,0.0017939777632398,0.0007516753096046,0,1,0
276,0.0020749896797018,0.0012024853596022,0,1,0
277,0.0015439165271645,0.0013145280950933,0,1,0
278,0.0013696444397149,0.0009545095652181,0,1,0
279,0.0012480205343434,0.0013687473847642,0,1,0
280,0.0006921111226917,0.0010338621341768,0,1,0
281,0.001166843357938,0.0006597460708087,0,1,0
282,0.0014875467581971,0.0010585032874296,0,1,0
283,0.0019780372756564,0.0013946827399994,0,1,0
284,0.0022269338611892,0.0017321514217012,0,1,0
285,0.0019137340479099,0.0016342907704069,0,1,0
286,0.0021859078869628,0.0008305907557473,0,0,0
287,0.0016577385627194,0.0007169305979919,0,0,0
288,0.0017685858397569,0.0007568422715773,0,0,0
289,0.0015908204981845,0.0006939603656127,0,0,0
290,0.0008260485335176,0.000471469460135,0,0,0
291,0.0022647230717376,0.0003134442244977,0,0,0
292,0.0041658378077757,0.0018123154659905,0,1,0
293,0.0047485204403942,0.0023218230603527,0,1,0
294,0.0037545196058846,0.0014232926753372,0,1,0
295,0.0022776141055633,0.000772743223894,0,1,0
296,0.0011236505680759,0.0007192652941528,0,1,0
297,0.0013452557965393,0.0007644424721025,0,1,0
298,0.0020856413565829,0.0007035433780579,0,1,0
299,0.0019391280664059,0.0005960013317832,0,1,0
300,0.0019906761387068,0.0011997758140192,0,1,0
301,0.0014504579490811,0.0018914377140581,0,1,0
302,0.0019839932004866,0.000945675943583,0,1,0
303,0.0018063414766021,0.0009277654748488,0,1,0
304,0.0018536542899638,0.0013089897704109,0,1,0
305,0.0025485591234321,0.0023922962203945,0,1,0
306,0.0018659500491839,0.0025473622465848,0,1,0
307,0.0017167708059666,0.0017920196996598,0,0,0
308,0.0012690939401738,0.0006741610320423,0,0,0
309,0.0001762067834611,0.0002687568267104,0,0,0
310,0.0013439587122379,0.0004262500744679,0,0,0
311,0.0026469631875711,0.0022016088960651,0,1,0
312,0.0043520483654606,0.0031729131016642,0,1,0
313,0.0066060932786364,0.003460948876456,0,1,0
314,0.0048338305147137,0.0033728597777537,0,1,0
