Frame,nose_dist,body_dist,freezing,darting
1,0.0,0.0,0,0
2,0.0,0.0,0,0
3,0.0,0.0,0,0
4,0.0,0.0,0,0
5,0.0,0.0,0,0
6,0.0,0.0,0,0
7,0.0,0.0,0,0
8,0.0,0.0,0,0
9,0.0,0.0,0,0
10,0.0,0.0,0,0
11,0.0,0.0,0,0
12,0.0,0.0,0,0
13,0.0,0.0,0,0
14,0.0,0.0,0,0
15,0.0,0.0,0,0
16,0.0,0.0,0,0
17,0.0,0.0,0,0
18,0.0,0.0,0,0
19,0.0,0.0,0,0
20,0.0,0.0,0,0
21,0.0,0.0,0,0
22,0.0,0.0,0,0
23,0.0,0.0,0,0
24,0.0,0.0,0,0
25,0.0,0.0,0,0
26,0.0,0.0,0,0
27,0.0,0.0,0,0
28,0.0,0.0,0,0
29,0.0,0.0,0,0
30,0.0,0.0,0,0
31,0.0,0.0,0,0
32,0.021154081731165637,0.023047546381314253,0,0
33,0.023779868911999794,0.023725132333297393,0,0
34,0.020376530674853094,0.022493539454620484,0,0
35,0.017278799088756337,0.017048608110986446,0,0
36,0.01309865186294532,0.011452575245574052,0,0
37,0.005338995879844087,0.004569835568146337,0,0
38,0.002223880683947625,0.00117807027181064,0,0
39,0.003908478619004366,6.510335745081134e-05,0,0
40,0.0049273574887824965,0.0008327864544537837,0,0
41,0.001632422200204868,0.0003375711481078958,0,0
42,0.001149776950647642,0.0003345629123916258,0,0
43,0.0010816201498785498,0.00015334020677674383,0,0
44,0.00012683720509970936,0.00018712169181006106,0,0
45,0.001336994209969995,0.0003692959546810296,0,0
46,0.0035945966463042127,0.000484445249185953,0,0
47,0.0021577698523991017,0.000889019286291958,0,0
48,0.000382991906118483,0.0008899554815423967,0,0
49,0.0027111756703080605,0.0005805991767865531,0,0
50,0.0018840235819122023,0.00010617173392518043,0,0
51,0.0009596578684486347,0.00042066312068328183,0,0
52,0.0016364227172805472,8.654270379563519e-05,0,0
53,0.0023323492546821114,0.00021640098437668073,0,0
54,0.002951554591959191,0.00019716922361382643,0,0
55,0.011006548073432171,0.0010285583814949445,0,0
56,0.008954407928704073,0.0019582011536798945,0,0
57,0.0063120628604187105,0.002181608749642353,0,0
58,0.007134258993405894,0.00396819289977467,0,0
59,0.004900830609901253,0.0031305366523964174,0,0
60,0.003866152263901253,0.0008942456993918203,0,0
61,0.0035293189905563366,0.0006071179465831516,0,0
62,0.00023386571895308534,8.31698185436904e-05,0,0
63,0.002870211791057153,0.0009489689883177097,0,0
64,0.003486028636870178,0.0013200664635367254,0,0
65,0.005593544166632875,0.0008625302393130417,0,0
66,0.0032572075931428233,0.0008271668920427005,0,0
67,0.002875452215594606,0.0003492559454307025,0,0
68,0.0037133884690129003,0.0003933773703794965,0,0
69,0.0034372332323549387,0.0006946891539051814,0,0
70,0.001944086799719899,0.0003516491703194262,0,0
71,0.001522493999944059,0.0008018417152220586,0,0
72,0.0004345332697699902,0.00016095678625836554,0,0
73,0.005425492245840559,0.0011695868661352235,0,0
74,0.01847036025327456,0.005885927514582759,0,0
75,0.02033102902751351,0.008805413554054113,0,0
76,0.015036073148739552,0.0014052882875135442,0,0
77,0.013634313299737178,0.004179632831089615,0,0
78,0.015745168530897354,0.00844648820134034,0,0
79,0.010649451108979973,0.008477343913380305,0,0
80,0.014810344028264071,0.0068919074901063115,0,0
81,0.01434452956950218,0.007180142499487817,0,0
82,0.014436984864036573,0.010702275044688358,0,0
83,0.017199981639041188,0.01488965853402927,0,0
84,0.018251270102260412,0.019546662795069468,0,0
85,0.02064854382236632,0.01976240828723797,0,0
86,0.021457252070141215,0.018216929666557892,0,0
87,0.016572597702373747,0.017793181701221402,0,0
88,0.009891741752063072,0.016273864458928047,0,0
89,0.0029291879995558706,0.007809326431219614,0,0
90,0.008334614830168584,0.004041073514927684,0,0
91,0.00407683898986071,0.004086968077798166,0,0
92,0.0027540873936230973,0.003460155929543383,0,0
93,0.0034045522115503284,0.0013059996663233268,0,0
94,0.0039742972961017715,0.00018271884128617097,0,0
95,0.004384866906742317,0.00046857674820474665,0,0
96,0.004646631662956382,0.001626219363890399,0,0
97,0.00490398238432137,0.0017729357623205459,0,0
98,0.006057953790448859,0.0026508162474143597,0,0
99,0.009376807451805781,0.0025883700431910744,0,0
100,0.012399239723329125,0.005378303521171947,0,0
101,0.012001778172327142,0.011582582993353558,0,0
102,0.002180423207266834,0.01753166523905926,0,0
103,0.0054001917026094024,0.021402037991654955,0,1
104,0.009183465236524298,0.02521268522466494,0,1
105,0.0004763105144104476,0.023751403498786725,0,1
106,0.012456091270180176,0.023693232517750615,0,0
107,0.02035624834640749,0.023933567251339195,0,0
108,0.025872020310636578,0.023646095880623542,0,0
109,0.029811839715312653,0.022830845020156705,0,0
110,0.03217573811869894,0.021487860488431584,0,0
111,0.03296371031413692,0.019617180310156766,0,0
112,0.03217573811869906,0.01721890078684254,0,0
