nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_midside_x,left_midside_y,right_midside_x,right_midside_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,tail_base_x,tail_base_y,tail_mid_x,tail_mid_y,tail_end_x,tail_end_y,blue_cyl_x,blue_cyl_y,red_cyl_x,red_cyl_y
382.32106984786,413.0127071806912,400.40716552734375,406.03445227049633,385.1473693847657,391.05717851422753,389.7661743164063,403.0737654562254,396.095703125,396.3248390415032,416.56674194335943,386.10903849972834,410.9759216308594,408.0276843091156,395.57232666015625,380.80257656287336,421.5745544433594,403.068799244306,408.46322631835943,373.5890023050066,434.55609130859375,401.4042563073272,425.0564270019531,368.9933692415323,452.77383422851574,379.0889282226563,502.1354064941406,385.48593139648443,509.4822082519531,420.8210144042969,138.0,111.0,840.0,111.0
382.629469628385,427.2332430776654,400.26538227755265,411.76775085278814,384.09937974299226,400.1576640683127,389.47941916616986,412.8378351086411,395.1727004649218,402.6040625579433,414.93170546824024,388.0783804813971,410.45597863039,410.2999481318469,393.3893703293052,386.2864646436902,420.37497188131084,403.31779949505733,406.1156127389954,377.2730049498962,432.90728981448785,403.5779890318007,422.45405140574815,369.87787161091006,450.46834333359044,378.9004830309665,498.726728789827,384.72170627559177,508.30054407869244,419.8736906667764,138.0,111.0,840.0,111.0
382.66588508430203,442.5670475669752,399.27230457836976,423.6898021120221,379.28402563765144,415.74430182931866,387.97281790797734,428.0122918792271,390.78838185529213,415.80843484467914,407.1355141382546,392.94642159656314,407.9473071230553,418.3802692129395,383.47197801301627,401.1149258911974,414.8389459104301,406.04812209213765,394.85830682423716,384.46444780128036,425.523215477915,405.96222461946275,410.19645665237454,371.9802624153035,439.35510658890274,378.1447440198149,482.40714251490783,381.65686428104897,502.1979165770285,416.0494282031486,138.0,111.0,840.0,111.0
382.5892965389701,457.18171365219644,397.428225009312,437.1258960649801,375.77965003927835,431.9488302159561,386.25595384382166,443.16673308608983,387.12741865634865,430.8282396539902,400.225358542597,400.0309122798002,405.7289774301485,428.8154554610191,376.6254070287722,418.5650296086524,410.73090642700913,415.342213018532,384.4710803916027,395.2987857125862,420.77945564509724,407.77879664297177,399.2149318003673,375.79931519778086,428.1821881191113,377.9293780864551,468.17985351070024,381.06919291899226,495.45249397425675,415.0013501242158,138.0,111.0,840.0,111.0
382.23010257509833,467.6269743925019,397.55655804320645,445.4777341349814,375.2976712759772,441.1623800123996,385.8467758338333,452.71524289803557,386.912656941823,440.38043830618136,397.75902707551757,405.297802074152,406.22142085745975,434.2546275042197,375.8025574485583,429.3061375709305,410.70548861622075,418.34486180426427,380.01929447875864,405.2078021111485,420.3394421646898,407.2684399043419,392.86368194209643,381.63128602666086,420.55138770408183,377.70238933771554,464.39142409174366,381.7772426278828,493.7085302333037,414.7568547500863,138.0,111.0,840.0,111.0
381.39822087270727,469.74844543927406,399.77352008179355,447.33747003348213,375.8746247936289,443.27775937345746,385.6359206993699,454.5674836225624,388.84282496828274,442.0814514160157,397.55654775897375,406.19036530640835,409.89469852730593,435.105712890625,377.16622306901985,431.1895892263974,413.52685668300126,418.3255471114478,379.5211845958261,407.41979970686407,421.8044032395998,403.2543417528249,390.6935115201981,382.95248413085943,418.14692609292985,376.7410588959286,462.69880512637195,381.4915131264237,493.9684103390929,413.2397578895242,138.0,111.0,840.0,111.0
379.76214685892757,470.49631428175167,400.3263244628906,447.6439409966013,376.21967170383135,443.53619240052615,385.5833435058594,454.87462988908453,389.58955041371007,442.1894898055392,398.04808189081547,405.82123137327915,410.8894255172276,435.3145238112545,377.6339392213532,431.3426214119735,414.37380588682396,417.48738013464606,380.1363005604874,408.16305751245386,422.73048555179076,400.1983792315052,389.53613606319345,382.9862086812502,417.5409063529158,374.78900839669785,462.06825093683915,379.0580948247994,495.68649357238604,409.18401074919814,138.0,111.0,840.0,111.0
380.1911371537134,472.38419105380586,400.55647598654525,448.9822756038364,376.72938868134275,444.495453748195,386.00969859413317,456.3125008943888,390.18428726046386,443.0031192712063,398.49089870692944,405.97714014236976,411.2053925980068,436.3935995167049,378.25108690270883,432.2593497145574,414.77180978666604,417.4952857541821,380.57442503125134,408.05360667015213,423.04964728853645,399.7584825328893,389.2097135654692,383.47922089129827,417.27039118385545,374.49227094202473,461.5433369627083,375.9773608485183,497.37367035811667,402.90535171899677,138.0,111.0,840.0,111.0
383.4524175337867,475.40525486419375,401.81375398238436,452.44263025525913,379.328076588675,448.29524648997455,388.3474546806968,459.3550514805229,391.95077542314357,445.9269211793967,398.86283491786145,408.15230490737565,411.46388147723667,438.61146643143337,379.13778603709306,435.2453010939727,415.3331961427607,419.65439279667066,381.8622010668553,410.2827728783748,423.002293754907,400.76334909629776,388.73919590934696,386.4551469194273,416.2622179969835,375.4356450945145,460.75492168853657,373.95501638011484,498.25896235149827,398.98176199704915,138.0,111.0,840.0,111.0
384.21727733832864,482.5563680323178,403.52556250484537,459.331116028887,383.04033582264225,456.6959925372833,391.30359824875205,466.545461354966,394.53163212030194,453.2796852469776,399.74517340964195,414.96206231025945,412.3641511856469,444.940715887201,380.85173589966615,442.76585787508304,416.82189566727345,426.02224269450437,383.0724083983405,418.90650602511374,423.07027704587426,403.7604085924336,386.89789504668204,395.3321072131272,412.81754581980493,378.6008112667138,457.0146676600699,372.4916350242386,497.2226458114033,394.49212609236565,138.0,111.0,840.0,111.0
