Time,Frame,nose_dist,body_dist,freezing,body,Mice,Object
0.07,1,0.0,0.0,0,center,0,0
0.13,2,0.0,0.0,0,center,0,0
0.2,3,0.0,0.0,0,center,0,0
0.27,4,0.0,0.0,0,center,0,0
0.33,5,0.0,0.0,0,center,0,0
0.4,6,0.0,0.0,0,red_corner,0,0
0.47,7,0.0,0.0,0,red_corner,0,0
0.53,8,0.0,0.0,0,red_corner,0,0
0.6,9,0.0,0.0,0,red_corner,0,0
0.67,10,0.0,0.0,0,red_corner,0,0
0.73,11,0.0,0.0,0,red_corner,0,0
0.8,12,0.0,0.0,0,red_corner,0,0
0.87,13,0.0,0.0,0,red_corner,0,0
0.93,14,0.0,0.0,0,red_corner,0,0
1.0,15,0.0,0.0,0,red_corner,0,0
1.07,16,0.0,0.0,0,red_corner,0,0
1.13,17,0.0,0.0,0,red_corner,0,0
1.2,18,0.0,0.0,0,red_corner,0,0
1.27,19,0.0,0.0,0,red_corner,0,0
1.33,20,0.0,0.0,0,red_corner,0,0
1.4,21,0.0,0.0,0,red_corner,0,0
1.47,22,0.0,0.0,0,red_corner,0,0
1.53,23,0.0,0.0,0,red_chamber,0,0
1.6,24,0.0,0.0,0,red_chamber,0,0
1.67,25,0.0,0.0,0,red_chamber,0,0
1.73,26,0.0,0.0,0,red_chamber,0,0
1.8,27,0.0,0.0,0,red_chamber,0,1
1.87,28,0.0,0.0,0,red_chamber,0,1
1.93,29,0.0,0.0,0,red_chamber,0,1
2.0,30,0.0,0.0,0,red_chamber,0,1
2.07,31,0.0,0.0,0,red_chamber,0,1
2.13,32,0.0034496777442566,0.0011930767563964,0,red_chamber,0,1
2.2,33,0.0018526034060251,0.0015676320737624,0,red_chamber,0,1
2.27,34,0.0029089810167991,0.002238777444382,0,red_chamber,0,1
2.33,35,0.0100653947350108,0.0026744130214037,0,red_chamber,0,1
2.4,36,0.007977017138406,1.676451232002438e-05,0,red_chamber,0,1
2.47,37,0.0069907901135582,0.0026711277951339,0,red_chamber,0,0
2.53,38,0.0085501228999518,0.0020296191969389,0,red_chamber,0,0
2.6,39,0.0123508634768804,0.0020862456570035,0,red_chamber,0,0
2.67,40,0.0120282413882538,0.0054417521760247,0,red_chamber,0,0
2.73,41,0.0102448922387172,0.009831138726675,0,red_chamber,0,0
2.8,42,0.0091671008989056,0.012353060740046,0,red_chamber,0,0
2.87,43,0.0076281493835351,0.0072660061976943,0,red_chamber,0,0
2.93,44,0.0062879970644657,0.0036043562434144,0,red_chamber,0,0
3.0,45,0.0096501102403377,0.0087797533885207,0,red_chamber,0,0
3.07,46,0.0121869113361808,0.0144950077263377,0,red_chamber,0,0
3.13,47,0.0129379725438952,0.0113946287128972,0,red_chamber,0,0
3.2,48,0.0107250556392039,0.0088247130484219,0,red_chamber,0,0
3.27,49,0.0113794580568884,0.0137886902374283,0,red_chamber,0,0
3.33,50,0.0112707793450769,0.0155744634017064,0,red_chamber,0,0
3.4,51,0.0118506171740643,0.0090300506446922,0,red_chamber,0,0
3.47,52,0.0104535494084998,0.0115700296381348,0,red_chamber,0,0
3.53,53,0.0064641486965396,0.0111720072147678,0,red_chamber,0,0
3.6,54,0.0031809621870954,0.0079310182319274,0,red_chamber,0,0
3.67,55,0.0009475988682524,0.0023789598991154,0,red_chamber,0,0
3.73,56,0.0015380062177127,0.0003963850315596,0,red_chamber,0,0
3.8,57,0.0049468798431763,0.0004558430863146,0,red_chamber,0,0
3.87,58,0.0075148042022098,0.0008299197871054,0,red_chamber,0,0
3.93,59,0.0112959677618235,0.0015953433020102,0,red_chamber,0,0
