Time,Frame,nose_dist,body_dist,freezing,darting,Novel,Known
0.07,1,0.0,0.0,0,0,0,0
0.13,2,0.0,0.0,0,0,0,0
0.2,3,0.0,0.0,0,0,0,0
0.27,4,0.0,0.0,0,0,0,0
0.33,5,0.0,0.0,0,0,0,0
0.4,6,0.0,0.0,0,0,0,0
0.47,7,0.0,0.0,0,0,0,0
0.53,8,0.0,0.0,0,0,0,0
0.6,9,0.0,0.0,0,0,0,0
0.67,10,0.0,0.0,0,0,0,0
0.73,11,0.0,0.0,0,0,0,0
0.8,12,0.0,0.0,0,0,0,0
0.87,13,0.0,0.0,0,0,0,0
0.93,14,0.0,0.0,0,0,0,0
1.0,15,0.0,0.0,0,0,0,0
1.07,16,0.0,0.0,0,0,0,0
1.13,17,0.0,0.0,0,0,0,0
1.2,18,0.0,0.0,0,0,0,0
1.27,19,0.0,0.0,0,0,0,0
1.33,20,0.0,0.0,0,0,0,0
1.4,21,0.0,0.0,0,0,0,0
1.47,22,0.0,0.0,0,0,0,0
1.53,23,0.0,0.0,0,0,0,0
1.6,24,0.0,0.0,0,0,0,0
1.67,25,0.0,0.0,0,0,0,0
1.73,26,0.0,0.0,0,0,0,0
1.8,27,0.0,0.0,0,0,0,0
1.87,28,0.0,0.0,0,0,0,0
1.93,29,0.0,0.0,0,0,0,0
2.0,30,0.0,0.0,0,0,0,0
2.07,31,0.0,0.0,0,0,0,0
2.13,32,0.0087702201391991,0.0088474301284461,0,0,0,0
2.2,33,0.0094982834010339,0.0063348617476925,0,0,0,0
2.27,34,0.0078342765588494,0.0054853926495199,0,0,0,0
2.33,35,0.009118514117455,0.0086600956007124,0,0,0,0
2.4,36,0.0117272887026848,0.0133090653278685,0,0,0,0
2.47,37,0.0126528756463315,0.0152824645634203,0,0,0,0
2.53,38,0.0094224363583019,0.0102733073266682,0,0,0,0
2.6,39,0.0138651501640761,0.0088462694301484,0,0,0,0
2.67,40,0.0152628775998568,0.0126801179394068,0,0,0,0
2.73,41,0.014956836050346,0.0140025966094561,0,0,0,0
2.8,42,0.0124564227109753,0.0125163976632443,0,0,0,0
2.87,43,0.0063917273814247,0.0071913727728098,0,0,0,0
2.93,44,0.0092587450156622,0.0032467117882204,0,0,0,0
3.0,45,0.0098710968377963,0.0041992723263089,0,0,0,0
3.07,46,0.009868115147788,0.0079920892226444,0,0,0,0
3.13,47,0.0127625127902423,0.0139617540773873,0,0,0,0
3.2,48,0.0173845593008034,0.0164974639698025,0,0,0,0
3.27,49,0.0145776548998163,0.0137165547709235,0,0,0,0
3.33,50,0.0116599188964923,0.0092293164631923,0,0,0,0
3.4,51,0.0078362155153852,0.0058661045761484,0,0,0,0
3.47,52,0.0062372354600393,0.006290849516604,0,0,0,0
3.53,53,0.0056797943578576,0.005291929791912,0,0,0,0
3.6,54,0.0070703228925841,0.0080914316216324,0,0,0,0
3.67,55,0.0059141432415077,0.0079146263261948,0,0,0,0
3.73,56,0.0078622733040112,0.0076872848548324,0,0,0,0
3.8,57,0.0096806011561685,0.0103262273034391,0,0,0,0
3.87,58,0.012198324166474,0.0129032569131317,0,0,0,0
3.93,59,0.0069213868733497,0.0094424364366288,0,0,0,0
4.0,60,0.0075402374566108,0.0066982259706606,0,0,0,0
4.07,61,0.0117559340330488,0.0122644510379366,0,0,0,0
4.13,62,0.0179688248659711,0.0161684479268688,0,0,0,0
4.2,63,0.0152745886266797,0.0135838017069915,0,0,0,0
4.27,64,0.0084216000182906,0.0061285105005695,0,0,0,0
4.33,65,0.0065198527591447,0.0020693822380542,0,0,0,0
4.4,66,0.0118178490163313,0.0050235059896329,0,0,0,0
4.47,67,0.0135119084983758,0.0080608311163303,0,0,0,0
4.53,68,0.0123942051746873,0.0096105952130373,0,0,0,0
4.6,69,0.0101463430895441,0.0069156167227501,0,0,0,0
4.67,70,0.0069040904677486,0.0027498634329264,0,0,0,0
4.73,71,0.0058806746840585,0.001697148595387,0,0,0,1
4.8,72,0.0026817943683328,0.0029634620918366,0,0,0,1
4.87,73,0.0034753004694997,0.002605108727869,0,0,0,1
4.93,74,0.0032936954821559,0.0027304528885632,0,0,0,1
5.0,75,0.0038628495361017,0.0039418385217378,0,0,0,1
