Time,Frame,nose_dist,body_dist,freezing,darting,Novel,Known
0.07,1,0.0,0.0,0,0,0,0
0.13,2,0.0,0.0,0,0,0,0
0.2,3,0.0,0.0,0,0,0,0
0.27,4,0.0,0.0,0,0,0,0
0.33,5,0.0,0.0,0,0,0,0
0.4,6,0.0,0.0,0,0,0,0
0.47,7,0.0,0.0,0,0,0,0
0.53,8,0.0,0.0,0,0,0,0
0.6,9,0.0,0.0,0,0,0,0
0.67,10,0.0,0.0,0,0,0,0
0.73,11,0.0,0.0,0,0,0,0
0.8,12,0.0,0.0,0,0,0,0
0.87,13,0.0,0.0,0,0,0,0
0.93,14,0.0,0.0,0,0,0,0
1.0,15,0.0,0.0,0,0,0,0
1.07,16,0.0,0.0,0,0,0,0
1.13,17,0.0,0.0,0,0,0,0
1.2,18,0.0,0.0,0,0,0,0
1.27,19,0.0,0.0,0,0,0,0
1.33,20,0.0,0.0,0,0,0,0
1.4,21,0.0,0.0,0,0,0,0
1.47,22,0.0,0.0,0,0,0,0
1.53,23,0.0,0.0,0,0,1,0
1.6,24,0.0,0.0,0,0,1,0
1.67,25,0.0,0.0,0,0,1,0
1.73,26,0.0,0.0,0,0,1,0
1.8,27,0.0,0.0,0,0,0,0
1.87,28,0.0,0.0,0,0,0,0
1.93,29,0.0,0.0,0,0,1,0
2.0,30,0.0,0.0,0,0,1,0
2.07,31,0.0,0.0,0,0,1,0
2.13,32,0.0022053215184252,0.0005209513846841,0,0,1,0
2.2,33,0.002218853149079,0.0016653813891381,0,0,1,0
2.27,34,0.0004965036438475,0.0005732960465252,0,0,1,0
2.33,35,0.0015299232592378,0.0003388866916822,0,0,1,0
2.4,36,0.002407777974286,0.0009471706408882,0,0,1,0
2.47,37,0.0016398630667355,0.0005573721239251,0,0,0,0
2.53,38,0.0037935013374261,0.0009105122646649,0,0,0,0
2.6,39,0.0094335164977664,0.0015282620660202,0,0,0,0
2.67,40,0.0115723880488084,0.0017193256466829,0,0,0,0
2.73,41,0.0094855372641504,0.0040462805039943,0,0,0,0
2.8,42,0.0084382968141506,0.0052775589251906,0,0,0,0
2.87,43,0.0104606195424596,0.0106491209214085,0,0,0,0
2.93,44,0.0153527194767537,0.0170088733277456,0,0,0,0
3.0,45,0.0185753598895935,0.0198457289687014,0,0,0,0
3.07,46,0.0180987206219971,0.0170399952784368,0,0,0,0
3.13,47,0.0191411583013652,0.0182102361747768,0,0,0,0
3.2,48,0.0174720897028946,0.0161941471956289,0,0,0,0
3.27,49,0.0139739395984671,0.0135985330699297,0,0,0,0
3.33,50,0.0176554493775869,0.0200555449531838,0,0,0,0
3.4,51,0.0158788300183271,0.0213111578782681,0,0,0,0
3.47,52,0.0065950763060329,0.0096820154484547,0,0,0,0
3.53,53,0.0067704669420891,0.0067311013796092,0,0,0,0
3.6,54,0.0086950209677443,0.0044306581644074,0,0,0,0
3.67,55,0.0125203954724617,0.0064824844156985,0,0,1,0
3.73,56,0.0091827909907459,0.007066104400537,0,0,0,0
3.8,57,0.0443658178997583,0.0054683551950323,0,0,0,0
3.87,58,0.0150116087238403,0.0035192820796273,0,0,0,0
3.93,59,0.0065485695201628,0.0012037440781392,0,0,0,0
4.0,60,0.0357961455512503,0.0002754375015325,0,0,0,0
4.07,61,0.0344315137865112,0.0004016752255439,0,0,0,0
4.13,62,0.0068096730597206,0.0008001028576671,0,0,1,0
4.2,63,0.0012289132370907,0.0007331216931979,0,0,1,0
4.27,64,0.0005285535316786,0.0002806039914095,0,0,1,0
4.33,65,0.0012468007239986,0.0004341286224595,0,0,1,0
4.4,66,0.0002152596570031,0.0005051874647924,0,0,1,0
4.47,67,0.0011123570734503,0.0004361051732189,0,0,1,0
4.53,68,0.0014311800033937,0.0001688157007424,0,0,1,0
4.6,69,0.0010597101327409,0.0007859800690103,0,0,1,0
4.67,70,0.0036203921218972,0.0022330842795643,0,0,1,0
4.73,71,0.0039236206182165,0.001485235410738,0,0,1,0
4.8,72,0.0014962005728894,0.0023840680624884,0,0,1,0
4.87,73,0.0011864425065721,0.0016071421074848,0,0,1,0
4.93,74,0.0005824189238794,0.0007228576096538,0,0,1,0
5.0,75,6.555798508412797e-05,0.0005913642773896,0,0,1,0
