Time,Frame,nose_dist,body_dist,freezing,body,Homecage,Known
0.07,1,0.0,0.0,0,red_chamber,0,0
0.13,2,0.0,0.0,0,red_chamber,0,0
0.2,3,0.0,0.0,0,red_chamber,0,0
0.27,4,0.0,0.0,0,red_chamber,0,0
0.33,5,0.0,0.0,0,red_chamber,0,1
0.4,6,0.0,0.0,0,red_chamber,0,0
0.47,7,0.0,0.0,0,red_chamber,0,0
0.53,8,0.0,0.0,0,red_chamber,0,0
0.6,9,0.0,0.0,0,red_chamber,0,0
0.67,10,0.0,0.0,0,red_chamber,0,0
0.73,11,0.0,0.0,0,red_chamber,0,0
0.8,12,0.0,0.0,0,red_chamber,0,0
0.87,13,0.0,0.0,0,red_chamber,0,0
0.93,14,0.0,0.0,0,red_chamber,0,0
1.0,15,0.0,0.0,0,red_chamber,0,0
1.07,16,0.0,0.0,0,red_chamber,0,0
1.13,17,0.0,0.0,0,red_chamber,0,0
1.2,18,0.0,0.0,0,red_chamber,0,0
1.27,19,0.0,0.0,0,red_chamber,0,0
1.33,20,0.0,0.0,0,red_chamber,0,0
1.4,21,0.0,0.0,0,red_chamber,0,0
1.47,22,0.0,0.0,0,red_chamber,0,0
1.53,23,0.0,0.0,0,red_chamber,0,0
1.6,24,0.0,0.0,0,red_chamber,0,0
1.67,25,0.0,0.0,0,red_chamber,0,0
1.73,26,0.0,0.0,0,red_chamber,0,0
1.8,27,0.0,0.0,0,red_chamber,0,0
1.87,28,0.0,0.0,0,red_chamber,0,0
1.93,29,0.0,0.0,0,red_chamber,0,0
2.0,30,0.0,0.0,0,red_chamber,0,0
2.07,31,0.0,0.0,0,red_chamber,0,0
2.13,32,0.0098684060390779,0.012423118792078,0,red_chamber,0,0
2.2,33,0.0077519741914795,0.0072298785871858,0,red_chamber,0,0
2.27,34,0.0162625059783592,0.0144009728324841,0,red_chamber,0,0
2.33,35,0.0261864509197651,0.0268101763773257,0,red_corner,0,0
2.4,36,0.0254396714520237,0.0247723801669822,0,red_corner,0,0
2.47,37,0.0237416585352742,0.0214230844737936,0,red_corner,0,0
2.53,38,0.0186931609172552,0.0184034833792057,0,red_corner,0,0
2.6,39,0.0104350461012954,0.0122162325964162,0,red_corner,0,0
2.67,40,0.0037247216069713,0.009178580923314,0,red_corner,0,0
2.73,41,0.0056424212141933,0.0073918175469635,0,red_corner,0,0
2.8,42,0.0134314978529357,0.0060581125892281,0,red_corner,0,0
2.87,43,0.0061304683394703,0.0042258987331713,0,red_corner,0,0
2.93,44,0.0011613626040221,0.0037706206908751,0,red_corner,0,0
3.0,45,0.000192946951371,0.0040578107142517,0,red_corner,0,0
3.07,46,0.000107814111952,0.0011952685148997,0,red_corner,0,0
3.13,47,8.02513048836523e-05,0.0002467018007281,0,red_corner,0,0
3.2,48,0.0001007023773872,0.0009554453763683,0,red_corner,0,0
3.27,49,0.0001553904600048,0.0006156709217034,0,red_corner,0,0
3.33,50,0.0002506696491389,0.0003507138646775,0,red_corner,0,0
3.4,51,0.0007723896524784,0.0003723601408042,0,red_corner,0,0
3.47,52,0.0028841566762516,0.0011720391184514,0,red_corner,0,0
3.53,53,0.0030378773864084,0.0009770765349618,0,red_corner,0,0
3.6,54,0.0015879198491434,0.0009558067187673,0,red_corner,0,0
3.67,55,0.0048313672728318,0.0012117511602708,0,red_corner,0,0
3.73,56,0.0029457982055424,0.0025876339611219,0,red_corner,0,0
3.8,57,0.0010743599658415,0.0004797978020123,0,red_corner,0,0
3.87,58,0.0047268711316874,0.0006062318755749,0,red_corner,0,0
3.93,59,0.0022893272357461,6.369181292513722e-05,0,red_corner,0,0
4.0,60,0.0052592780001862,0.0014289341625523,0,red_corner,0,0
4.07,61,0.0029354596022185,0.0038056526027037,0,red_corner,0,0
4.13,62,0.001019823479365,0.0023103783402893,0,red_corner,0,0
4.2,63,0.0006252883018008,0.0014439497484981,0,red_corner,0,0
4.27,64,0.0030548327431504,0.0011613270685326,0,red_corner,0,0
4.33,65,0.0043553288754219,0.003804227164447,0,red_corner,0,0
4.4,66,0.0033995251893972,0.0054036013995634,0,red_corner,0,0
4.47,67,0.0022580501413821,0.0007073498676846,0,red_corner,0,0
4.53,68,0.0036954686028712,0.0025538257000994,0,red_corner,0,0
4.6,69,0.0001728834533429,0.0005735078312713,0,red_corner,0,0
4.67,70,0.002800652594218,0.0004615439300037,0,red_corner,0,0
4.73,71,0.0010207267289205,0.0003841568440346,0,red_corner,0,0
4.8,72,0.0038758910162564,0.0001149329956025,0,red_corner,0,0
4.87,73,0.0035117606909178,0.0001599206259544,0,red_corner,0,0
4.93,74,0.0041068326857105,0.0010673475211919,0,red_corner,0,0
5.0,75,0.0040709183960794,0.0033432707996773,0,red_corner,0,0
5.07,76,0.0010763870885426,0.0015764423986619,0,red_corner,0,0
5.13,77,0.0033058595124674,0.0001670123493172,0,red_corner,0,0
5.2,78,0.0032380324120567,0.0002129126606216,0,red_corner,0,0
5.27,79,0.0009564544348688,0.0006102028372727,0,red_corner,0,0
5.33,80,0.0025946475261358,0.001886660934508,0,center,0,0
5.4,81,0.0032811993615471,0.0005882246715389,0,center,0,0
5.47,82,0.0021118989316327,0.0003081387163618,0,center,0,0
5.53,83,0.0031648592730566,0.0014342676474263,0,center,0,0
5.6,84,0.0058577000881965,0.0046137615955272,0,center,0,0
5.67,85,0.0096734698586758,0.0072672705617472,0,center,0,0
5.73,86,0.0099517066043386,0.0065105941938317,0,center,0,0
5.8,87,0.0096560785389739,0.0080622225020687,0,center,0,0
5.87,88,0.0096485012957809,0.0076166302261758,0,center,0,0
5.93,89,0.0102839741109275,0.0077164875951057,0,center,0,0
6.0,90,0.0065042357310402,0.0069346920694968,0,center,0,0
6.07,91,0.004532059459906,0.0034749326849028,0,center,0,0
6.13,92,0.0101009244770166,0.0048378243499008,0,center,0,0
6.2,93,0.0175715524013123,0.0093185384127676,0,center,0,0
6.27,94,0.0192717792237355,0.0153540808776741,0,center,0,0
6.33,95,0.0201714597048419,0.0197165819732764,0,center,0,0
6.4,96,0.0209109696400851,0.0231519920229053,0,center,0,0
6.47,97,0.0197722168909459,0.0201033927723213,0,center,0,0
6.53,98,0.0136317814320512,0.0127593430792519,0,center,0,0
6.6,99,0.008460389650736,0.0074071805096499,0,center,0,0
6.67,100,0.0092094082890912,0.0076961127837947,0,center,0,0
6.73,101,0.0116449732746845,0.0136480170212432,0,center,0,0
6.8,102,0.0119663479689957,0.011011028111521,0,center,0,0
6.87,103,0.012650045193361,0.012131414214417,0,center,0,0
6.93,104,0.0127660991648594,0.0092924056708886,0,center,0,0
7.0,105,0.0116039132437256,0.0061376520800236,0,center,0,0
7.07,106,0.0048631750869676,0.004440507579346,0,center,0,0
7.13,107,0.0037426659834174,0.0031890184768921,0,center,0,0
7.2,108,0.002879415062751,0.0006246076996793,0,center,0,0
7.27,109,0.0020657529639134,0.0005493540872184,0,center,0,0
7.33,110,0.0004673579368831,0.0004457746599348,0,center,0,0
7.4,111,0.0038330508303518,0.0007227299579997,0,center,0,0
7.47,112,0.00317996086445,0.0002863213019605,0,center,0,0
7.53,113,0.0032522988610042,0.0003184881155367,0,center,0,0
7.6,114,0.0034166848729895,0.000516290938101,0,center,0,0
7.67,115,0.0018589352657924,0.0015305577928064,0,center,0,0
7.73,116,0.0072142359515504,0.0041372427836206,0,center,0,0
7.8,117,0.0121801542137567,0.0065104967634956,0,center,0,0
7.87,118,0.0100691332939091,0.0081593474281011,0,center,0,0
7.93,119,0.0105654909481648,0.009472668617846,0,center,0,0
8.0,120,0.011722810431561,0.0135336975393965,0,blue_corner,0,0
8.07,121,0.0123523047949199,0.0176325967656183,0,blue_corner,0,0
8.13,122,0.0144542049980466,0.0140258459924925,0,blue_corner,0,0
8.2,123,0.0156203820973068,0.0115962967517515,0,blue_corner,0,0
8.27,124,0.0150680182106647,0.0155170075332194,0,blue_corner,0,0
8.33,125,0.0171844604173121,0.0157745622125758,0,blue_corner,0,0
8.4,126,0.0167829658364882,0.0176170437743618,0,blue_corner,0,0
8.47,127,0.0173777498589136,0.0178037846391507,0,blue_corner,0,0
8.53,128,0.0137524420608357,0.0142100238016717,0,blue_corner,0,0
8.6,129,0.0101691249757484,0.009851183881827,0,blue_corner,0,0
8.67,130,0.0098405603978336,0.0069807466798646,0,blue_corner,0,0
8.73,131,0.0097976011825122,0.0095526165718651,0,blue_corner,0,0
