Time,Frame,nose_dist,body_dist,freezing,darting,Object,Mice
0.07,1,0.0,0.0,0,0,0,0
0.13,2,0.0,0.0,0,0,0,0
0.2,3,0.0,0.0,0,0,0,0
0.27,4,0.0,0.0,0,0,0,0
0.33,5,0.0,0.0,0,0,0,0
0.4,6,0.0,0.0,0,0,0,0
0.47,7,0.0,0.0,0,0,0,0
0.53,8,0.0,0.0,0,0,0,0
0.6,9,0.0,0.0,0,0,0,0
0.67,10,0.0,0.0,0,0,0,0
0.73,11,0.0,0.0,0,0,0,0
0.8,12,0.0,0.0,0,0,0,0
0.87,13,0.0,0.0,0,0,0,0
0.93,14,0.0,0.0,0,0,0,0
1.0,15,0.0,0.0,0,0,0,0
1.07,16,0.0,0.0,0,0,1,0
1.13,17,0.0,0.0,0,0,1,0
1.2,18,0.0,0.0,0,0,1,0
1.27,19,0.0,0.0,0,0,1,0
1.33,20,0.0,0.0,0,0,1,0
1.4,21,0.0,0.0,0,0,1,0
1.47,22,0.0,0.0,0,0,1,0
1.53,23,0.0,0.0,0,0,1,0
1.6,24,0.0,0.0,0,0,1,0
1.67,25,0.0,0.0,0,0,1,0
1.73,26,0.0,0.0,0,0,1,0
1.8,27,0.0,0.0,0,0,1,0
1.87,28,0.0,0.0,0,0,1,0
1.93,29,0.0,0.0,0,0,1,0
2.0,30,0.0,0.0,0,0,1,0
2.07,31,0.0,0.0,0,0,0,0
2.13,32,0.015045692704289,0.0122294608954357,0,0,0,0
2.2,33,0.0213652178695457,0.0180465706536982,0,0,0,0
2.27,34,0.0234368658463595,0.0237348403902891,0,0,0,0
2.33,35,0.0241791542084659,0.0265602454700073,0,0,0,0
2.4,36,0.0221131913648601,0.0246017060560717,0,0,0,0
2.47,37,0.0173391016689758,0.0172948305715408,0,0,0,0
2.53,38,0.0076203902295538,0.0110861436664351,0,0,0,0
2.6,39,0.0085310452124021,0.0044644408289906,0,0,0,0
2.67,40,0.0115568057299999,0.0054583757013889,0,0,1,0
2.73,41,0.0074369437049049,0.0052864632099492,0,0,1,0
2.8,42,0.005040067492846,0.0040435141987823,0,0,1,0
2.87,43,0.0052031264169049,0.0033983230797817,0,0,1,0
2.93,44,0.0026379718451575,0.0022672333283602,0,0,1,0
3.0,45,0.0007360477575587,0.0010119088851528,0,0,1,0
3.07,46,0.0009439252654659,0.0008458428737144,0,0,1,0
3.13,47,0.0016654790559009,0.0013314058380259,0,0,1,0
3.2,48,0.0010144407205802,0.0005416872465247,0,0,1,0
3.27,49,0.0014201482388948,0.001201253513926,0,0,1,0
3.33,50,0.0013060451297681,0.0053751652772279,0,0,1,0
3.4,51,0.0013274644304504,0.0027331329258161,0,0,1,0
3.47,52,0.0037427622995319,0.0013449161004397,0,0,1,0
3.53,53,0.0085876319495772,0.0027769541891525,0,0,1,0
3.6,54,0.0082330252471104,0.0023443954915874,0,0,1,0
3.67,55,0.0069661321623301,0.0018640849810964,0,0,1,0
3.73,56,0.0046626732056886,0.0016876202117017,0,0,1,0
3.8,57,0.0047442306140345,0.0025904013612766,0,0,1,0
3.87,58,0.0054904820466149,0.0046436836374135,0,0,1,0
3.93,59,0.0062927172264201,0.0067916670230798,0,0,1,0
4.0,60,0.0062728635344003,0.0060909845958342,0,0,1,0
4.07,61,0.003721170537446,0.0043627962685222,0,0,1,0
4.13,62,0.0010485407680335,0.0018513026486421,0,0,1,0
4.2,63,0.0025399533738997,6.704892069894562e-05,0,0,1,0
4.27,64,0.0033005430250612,0.0013311532530974,0,0,1,0
4.33,65,0.0050875975679807,0.0044697259968674,0,0,1,0
4.4,66,0.0121981801360852,0.0102805005153345,0,0,1,0
4.47,67,0.0115705877904304,0.0077326470135678,0,0,1,0
4.53,68,0.0032326848283007,0.0037270928967604,0,0,1,0
4.6,69,0.0026393996854989,0.0005068008074952,0,0,1,0
4.67,70,0.004090838045258,0.0005737375324647,0,0,1,0
4.73,71,0.0045365540816194,0.0003355018650376,0,0,1,0
4.8,72,0.0052749797311642,0.0003322874758049,0,0,1,0
4.87,73,0.0029895125399579,0.0009165307435248,0,0,1,0
4.93,74,0.0023579907745613,0.0019007447550152,0,0,1,0
5.0,75,0.0012577091628661,0.001410218565141,0,0,1,0
