Time,Frame,nose_dist,body_dist,freezing,darting,Mice,Object
0.07,1,0.0,0.0,0,0,0,0
0.13,2,0.0,0.0,0,0,0,0
0.2,3,0.0,0.0,0,0,0,0
0.27,4,0.0,0.0,0,0,0,0
0.33,5,0.0,0.0,0,0,0,0
0.4,6,0.0,0.0,0,0,0,0
0.47,7,0.0,0.0,0,0,0,0
0.53,8,0.0,0.0,0,0,0,0
0.6,9,0.0,0.0,0,0,0,0
0.67,10,0.0,0.0,0,0,0,0
0.73,11,0.0,0.0,0,0,0,0
0.8,12,0.0,0.0,0,0,1,0
0.87,13,0.0,0.0,0,0,1,0
0.93,14,0.0,0.0,0,0,1,0
1.0,15,0.0,0.0,0,0,1,0
1.07,16,0.0,0.0,0,0,1,0
1.13,17,0.0,0.0,0,0,1,0
1.2,18,0.0,0.0,0,0,1,0
1.27,19,0.0,0.0,0,0,1,0
1.33,20,0.0,0.0,0,0,1,0
1.4,21,0.0,0.0,0,0,1,0
1.47,22,0.0,0.0,0,0,1,0
1.53,23,0.0,0.0,0,0,1,0
1.6,24,0.0,0.0,0,0,1,0
1.67,25,0.0,0.0,0,0,1,0
1.73,26,0.0,0.0,0,0,1,0
1.8,27,0.0,0.0,0,0,1,0
1.87,28,0.0,0.0,0,0,1,0
1.93,29,0.0,0.0,0,0,1,0
2.0,30,0.0,0.0,0,0,1,0
2.07,31,0.0,0.0,0,0,1,0
2.13,32,0.000127853159204,0.0010546984300644,0,0,1,0
2.2,33,0.0001046894586968,0.0008140300659483,0,0,1,0
2.27,34,6.320330031862153e-05,0.0010022317345304,0,0,1,0
2.33,35,0.0001183709133518,0.0003144247454239,0,0,1,0
2.4,36,9.334857408953284e-05,0.0004310605359885,0,0,1,0
2.47,37,0.0003823620446948,0.0001541361872187,0,0,1,0
2.53,38,0.0010451740147011,0.0008969054777892,0,0,1,0
2.6,39,0.0003656117714381,0.000316331951712,0,0,1,0
2.67,40,0.0002443156426694,0.0006696592916979,0,0,1,0
2.73,41,8.820502522165841e-05,0.000743941845044,0,0,1,0
2.8,42,0.0002073461529854,0.0004127021480287,0,0,1,0
2.87,43,0.0001182537413256,6.39606959078565e-05,0,0,1,0
2.93,44,0.0005840057954342,0.0001319337765409,0,0,1,0
3.0,45,1.4199437265470152e-05,0.0003348051846092,0,0,1,0
3.07,46,0.0007253644838111,8.11668827321167e-05,0,0,1,0
3.13,47,0.0006235030123564,0.0001738470740248,0,0,1,0
3.2,48,0.000459384194952,8.292075642783562e-05,0,0,1,0
3.27,49,0.0004796895315392,8.379620186808302e-05,0,0,1,0
3.33,50,0.0003187025888136,0.0002028890367337,0,0,1,0
3.4,51,0.0004599441652442,5.580686776251805e-05,0,0,1,0
3.47,52,1.254126221949307e-05,0.0003033127204364,0,0,1,0
3.53,53,0.0004259770751636,0.0002964933689501,0,0,1,0
3.6,54,0.0001598841612011,0.0001363782310197,0,0,1,0
3.67,55,0.0003298295209373,0.0003508123593351,0,0,1,0
3.73,56,0.00015743040612,0.0001358134632781,0,0,1,0
3.8,57,0.0002206036011013,0.0001405827262805,0,0,1,0
3.87,58,0.0007780412654709,0.0002339635030933,0,0,1,0
3.93,59,0.0007209934236532,0.0008186004663905,0,0,1,0
4.0,60,0.0010239975226301,0.0006064873314179,0,0,1,0
4.07,61,0.0016437392254059,0.0004665778666186,0,0,1,0
4.13,62,0.0026836079138927,0.0012257837791953,0,0,1,0
4.2,63,0.0030543881391496,0.0008064409935626,0,0,1,0
4.27,64,0.0011804725266784,0.0003199343563559,0,0,1,0
4.33,65,0.0010218876324874,0.0004642169053803,0,0,1,0
4.4,66,0.0011262029284546,0.0010197210796606,0,0,1,0
4.47,67,0.0034990794756629,0.0016208498926373,0,0,1,0
4.53,68,0.0021482103826831,0.000890829837036,0,0,1,0
4.6,69,0.0013335337090074,0.0008223296820765,0,0,1,0
4.67,70,0.0012879123094859,0.0014179790261146,0,0,1,0
4.73,71,0.0004112512960589,0.0009007251290031,0,0,1,0
4.8,72,0.0002097604859206,0.0008327919359599,0,0,1,0
4.87,73,0.0001663301036948,0.0008075453290524,0,0,1,0
4.93,74,0.0006995343380214,0.0010096944289038,0,0,1,0
