Frame,nose_dist,body_dist,freezing,body
1,0.0,0.0,0,other
2,0.0,0.0,0,other
3,0.0,0.0,0,other
4,0.0,0.0,0,other
5,0.0,0.0,0,other
6,0.0,0.0,0,other
7,0.0,0.0,0,other
8,0.0,0.0,0,other
9,0.0,0.0,0,other
10,0.0,0.0,0,other
11,0.0,0.0,0,other
12,0.0,0.0,0,other
13,0.0,0.0,0,other
14,0.0,0.0,0,other
15,0.0,0.0,0,other
16,0.0,0.0,0,other
17,0.0,0.0,0,other
18,0.0,0.0,0,other
19,0.0,0.0,0,other
20,0.0,0.0,0,other
21,0.0,0.0,0,other
22,0.0,0.0,0,other
23,0.0,0.0,0,other
24,0.0,0.0,0,Arm_3
25,0.0,0.0,0,Arm_3
26,0.0,0.0,0,Arm_3
27,0.0,0.0,0,Arm_3
28,0.0,0.0,0,Arm_3
29,0.0,0.0,0,Arm_3
30,0.0,0.0,0,Arm_3
31,0.0,0.0,0,Arm_3
32,0.0,0.0,0,Arm_3
33,0.0,0.0,0,Arm_3
34,0.0,0.0,0,Arm_3
35,0.0,0.0,0,Arm_3
36,0.0,0.0,0,Arm_3
37,0.0,0.0,0,Arm_3
38,0.0,0.0,0,Arm_3
39,0.0,0.0,0,Arm_3
40,0.0,0.0,0,Arm_3
41,0.0,0.0,0,Arm_3
42,0.0,0.0,0,Arm_3
43,0.0,0.0,0,Arm_3
44,0.0,0.0,0,Arm_3
45,0.0,0.0,0,Arm_3
46,0.0,0.0,0,Arm_3
47,0.0,0.0,0,Arm_3
48,0.0,0.0,0,Arm_3
49,0.0,0.0,0,Arm_3
50,0.0,0.0,0,Arm_3
51,0.0,0.0,0,Arm_3
52,0.0,0.0,0,Arm_3
53,0.0,0.0,0,Arm_3
54,0.0,0.0,0,Arm_3
55,0.0,0.0,0,Arm_3
56,0.0,0.0,0,Arm_3
57,0.0,0.0,0,Arm_3
58,0.0,0.0,0,Arm_3
59,0.0,0.0,0,Arm_3
60,0.0,0.0,0,Arm_3
61,0.0,0.0,0,Arm_3
62,0.002425166347503956,0.0028427792682144937,0,Arm_3
63,0.0017653950248552061,0.001779703318511259,0,Arm_3
64,0.0016686329866466823,0.001736163250869918,0,Arm_3
65,0.0008564390157137443,0.0007158393922723355,0,Arm_3
66,7.300409085066295e-05,0.00022028349722812217,0,Arm_3
67,0.0005395161521341698,8.359520398247759e-05,0,Arm_3
68,0.0009358372706611462,0.00033240094932581376,0,Arm_3
69,0.0005336468771826239,0.00056479828734651,0,Arm_3
70,0.0005502060160976804,0.00032574599292322113,0,Arm_3
71,0.0008163307592542128,5.999965529569785e-05,0,Arm_3
72,0.0014729209250404424,0.00012037563789150401,0,Arm_3
73,0.0009712071801302212,0.0005096428109755167,0,Arm_3
74,0.0005353051016294135,0.00026428015952137965,0,Arm_3
75,0.000579499713254065,0.00016050182866206525,0,Arm_3
76,0.0005931828049629822,0.00022304731438891644,0,Arm_3
77,0.0006016408733241727,7.279185693201557e-05,0,Arm_3
78,0.0003615158187042402,2.3627214357460377e-05,0,Arm_3
79,7.027112202903368e-05,1.9442910170555065e-05,0,Arm_3
80,3.874701159663308e-05,5.147061194154786e-05,0,Arm_3
81,0.00014240261693591614,0.00011310185288572702,0,Arm_3
82,0.00013110243056680104,0.00010977102940343581,0,Arm_3
83,0.00031277555361934573,2.220420888270348e-05,0,Arm_3
84,0.00018388600467814212,1.667511498587793e-05,0,Arm_3
85,0.00015024157206564238,7.247322748302296e-05,0,Arm_3
86,3.800907761068044e-05,7.662349975357196e-05,0,Arm_3
87,0.00032652669290931293,0.00011504689291224646,0,Arm_3
88,0.0019925557198847543,0.0004871432589455604,0,Arm_3
89,0.003650927906168575,0.0007769530492891527,0,Arm_3
90,0.0031068403172696884,0.0002537687799054515,0,Arm_3
91,0.0023339818633557247,0.00011943726115631318,0,Arm_3
92,0.0020332315793841803,0.0005127743658529979,0,Arm_3
93,0.000892381964526911,0.0003595734664153036,0,Arm_3
94,0.0005917767037071847,0.00026761181599414905,0,Arm_3
95,0.0006591592612595636,0.00023887796419847418,0,Arm_3
96,0.0009889217125046645,0.0002480291230443618,0,Arm_3
97,0.001006845238166359,0.00021163389016065675,0,Arm_3
98,0.0014526733526025303,0.0003935427790175533,0,Arm_3
99,0.000794664926185757,0.0004722092430879411,0,Arm_3
100,0.0003058647141861362,6.894248844886303e-05,0,Arm_3
101,0.002175826695903674,0.0005685769896247027,0,Arm_3
102,0.0029303250991491586,0.0008919976466017439,0,Arm_3
103,0.0017769974908715257,0.0006675223067705588,0,Arm_3
104,0.0014665331622627001,0.00044133416593718325,0,Arm_3
105,0.0013214241765067813,0.0005784902435241285,0,Arm_3
106,0.0009719833500551107,0.0003085706550976996,0,Arm_3
107,0.0005516093792286228,0.00011503811823129246,0,Arm_3
108,0.00048298223217097566,8.224149121768144e-05,0,Arm_3
109,0.00024181305890417357,1.848633337136842e-05,0,Arm_3
110,0.00042257125520837353,3.605460349327874e-05,0,Arm_3
111,0.0002912132697160038,7.634793691218384e-05,0,Arm_3
112,0.0004613417857473978,0.00010304141912396579,0,Arm_3
113,0.0006786572050239023,0.00011326251659481512,0,Arm_3
114,0.0006113548738446392,6.965644905705495e-05,0,Arm_3
115,0.0005834538832316811,0.0001895302450374339,0,Arm_3
116,0.00030972972118046714,0.0003677075119466282,0,Arm_3
117,0.0008053891657938852,0.00031585619638603216,0,Arm_3
118,0.0011421323087806308,0.0002487994184714954,0,Arm_3
119,0.0004818938121448171,0.00013744258727094353,0,Arm_3
120,0.0005042862437706869,0.00021356171625717854,0,Arm_3
121,0.0008345707078754891,0.0007188316576698181,0,Arm_3
122,0.0005204922703781722,0.00022688091605528062,0,Arm_3
123,0.00016462314053937135,0.00011540865750091392,0,Arm_3
124,0.0003081079115184681,0.00011903631386437941,0,Arm_3
125,0.0007246905139928544,0.0004360569701265454,0,Arm_3
126,0.0007669645814520793,0.00038196598335799996,0,Arm_3
127,0.0007188132217675275,0.0001591643033785274,0,Arm_3
128,0.000616344264475061,0.00021869274003928575,0,Arm_3
129,0.0010126796789980753,0.0003960631443352028,0,Arm_3
130,0.0013103474359528857,0.00037504307931751147,0,Arm_3
131,0.0014774787649814356,0.0001553733033334776,0,Arm_3
132,0.0016080960350825643,1.804084004036037e-05,0,Arm_3
133,0.0017052411263606443,0.00018542781631351282,0,Arm_3
134,0.001767698365775412,0.000160456610069451,0,Arm_3
135,0.0017950390370993915,0.00016717582545402708,0,Arm_3
136,0.0017873560838887565,0.0006064575250425689,0,Arm_3
137,0.0017452667587987,0.0005678269290166883,0,Arm_3
138,0.0016700716936794524,0.0003242314026487853,0,Arm_3
139,0.001564073578802744,0.00021150728710988737,0,Arm_3
140,0.0014314191311249821,5.362355033863825e-05,0,Arm_3
141,0.0012702084928211564,0.00016385370190373383,0,Arm_3
142,0.0011858431785483883,0.00016672843531439452,0,Arm_3
143,0.0017525159065708818,0.00046419120738959007,0,Arm_3
144,0.002811676765974699,0.0004895649631369424,0,Arm_3
145,0.002355989599457375,0.000934072755148416,0,Arm_3
146,0.002246850234492534,0.001435852252113974,0,Arm_3
147,0.0027378975422964126,0.0018159411876368073,0,Arm_3
148,0.0021540342904456055,0.002054613723356883,0,Arm_3
149,0.0019414190407405693,0.002267166917845813,0,Arm_3
150,0.0019821643626743374,0.002705537846247167,0,Arm_3
151,0.0032819513397077784,0.0025916013927207095,0,Arm_3
152,0.00271532297794216,0.0021355973995978226,0,Arm_3
153,0.0022841222369188283,0.0024164543862219214,0,Arm_3
154,0.0028826896086819875,0.0030758918070242264,0,Arm_3
155,0.003585014357613252,0.0036343275510646754,0,Arm_3
156,0.003744362851626977,0.00398814999655699,0,Arm_3
157,0.003825236911716456,0.0033202491834697133,0,Arm_3
158,0.002215790308649127,0.0019596866762438274,0,Arm_3
159,0.0018024535136249695,0.002364363602736165,0,Arm_3
160,0.002594907506029495,0.0027965886924900428,0,Arm_3
161,0.0031871643054919825,0.0030331458476555496,0,Arm_3
162,0.00369229469199859,0.0032756471654942255,0,Arm_3
163,0.0031428318275845022,0.0033260894866862,0,Arm_3
164,0.003031998027984577,0.0025131672544504054,0,Arm_3
165,0.002877863185224419,0.003230849696427332,0,Arm_3
166,0.0034249001548107613,0.0036399649833224012,0,Arm_3
167,0.003275892484660881,0.003069480066101037,0,Arm_3
168,0.00252579471668821,0.0028190804787696327,0,Arm_3
