nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,head_x,head_y,neck_x,neck_y,body_x,body_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_midside_x,left_midside_y,right_midside_x,right_midside_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,tail_base_x,tail_base_y,tail_mid_x,tail_mid_y,tail_end_x,tail_end_y,blue_x,blue_y,red_x,red_y
14.161695582508091,55.39076389881113,15.860590476261144,53.219331104701624,14.44496560084711,52.26826282310301,14.862271932019535,53.624063717980285,15.369754339309079,52.376637396080916,18.15752439743139,50.47222092243554,16.958290610096416,53.5525194004865,15.283815424477607,50.9052765721591,18.274791777299278,52.38598577455544,17.205557226374754,49.28759825071345,19.82693201204384,51.81006752253367,19.724336722727326,48.27462373049693,22.069048227395164,50.24938089870003,25.491234911194528,51.54287535791265,29.32672252891362,52.260410471958465,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.161695582508091,55.1142175689398,16.065447265919172,53.18722340189087,14.665579725902061,52.13395242623874,15.017203929746165,53.47413932889576,15.564106459339829,52.31600845698024,18.358170144360532,50.443084791252666,17.02194927511309,53.48596144204885,15.52237750392831,50.832071292228946,18.409996705786096,52.38753535001692,17.60294085877335,49.255659530502484,19.877715762132766,51.8023013849029,20.061390626517937,48.24790934696055,22.279248341040503,50.23345264928673,25.780875329530026,51.506539559127525,29.779588991950288,52.29509780765075,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.274187551398738,53.585485415905545,16.17029820399,52.81932182743847,15.263321197090132,51.37011833534422,15.26503395786904,52.59055172807586,15.930319981110475,51.8607663034375,18.505187528303058,50.29457974079967,17.15293223019611,53.03419924922863,16.186549950675413,50.29376834811903,18.74584807830392,52.28787798789931,17.952123399915912,49.040837266001255,19.91672947303629,51.76853715380981,20.19902165757442,48.08993213577252,22.421953894347286,50.16394625465051,25.99431996007659,51.358822260607795,29.971797871758078,52.47614757483746,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.72532439691638,50.95185093527043,16.173626404567287,51.51757903754807,15.77569156977939,49.997505848118934,15.385649737134889,50.8393642265566,16.033310335849247,50.644555979170526,18.894139060914494,50.11039366254581,17.117384848734773,52.028355883057735,16.93680751387339,49.04239446159899,18.676489296328008,51.825753966157,18.54776165888401,48.57549054996546,19.86720319516725,51.75026788850795,20.413922082688124,47.81871083162782,22.784058930941214,50.11822514263919,26.523849225050643,51.3144796476235,30.310504753347868,52.67903060526862,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.777231816165392,47.54299084018661,15.981177441019188,49.70516819400157,15.879637613735182,48.263501807968346,15.394477438590297,48.446521782360016,15.999413044616444,49.0139515297317,18.898460980063657,49.88744474123287,16.620738021982493,50.818779863794276,17.407910205126452,47.87973312430895,17.922679716810077,51.33567376576923,18.67357374425603,48.052858288137884,19.511297281350465,51.693078123632176,20.418040213866202,47.57815648108074,22.783998147647857,50.0772391459319,26.618135967049074,51.31248313081766,30.472967787953408,52.66685074301655,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.470917011219646,45.36990601458453,15.16002973061673,47.789053991747345,15.894744067882158,46.9597206357065,15.183021586281624,46.70456912450852,15.548888194009901,47.65461927591113,18.229260650864976,49.29822509584215,15.372660064150363,49.376725038501,17.4485833080437,46.929582761416306,16.919430319396557,50.451353067098054,18.484522164468586,47.44531151480954,18.62582977549555,51.310434326538456,20.044852444200142,47.36453063916291,22.091384204540763,50.0216793459594,26.022865098496375,51.363532017574634,29.943619453396238,52.44980903118484,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.156286038089299,43.301442726892155,14.069197705875293,45.93528503027826,15.760929269239659,45.17235073020581,14.4541368353501,44.71715157108958,15.164040129201993,46.03598880904436,16.772367873992724,48.022733461666434,13.977312545102034,47.51895029321754,17.14911089625364,45.55772153852227,15.583929063131853,49.030633041705826,17.820803864534135,46.548313738987936,16.921200884627197,50.337566047006355,19.090106768470562,46.963662013014606,20.289119336165243,49.87657891814237,23.626745844808354,51.568258043493095,27.102897971133245,52.44114602471103,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.117198345056018,41.055145418786545,13.509393492115507,43.81180606212991,15.201271748840538,42.925620554997565,14.22114791655123,42.597529782854714,14.57220773865679,43.99877775786547,15.693735371406717,46.55237120082778,13.131999527619397,45.37879966255492,16.540885690132622,43.83600614680714,14.306086863765577,47.102180734058564,17.057809185033687,45.30387509556577,15.124802002197018,48.76057730177407,17.989317676286767,46.23158607585134,18.19728087371761,49.37643493558228,20.66357317936766,51.5170114218731,23.897261323906093,52.62344568827171,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.214487813292779,38.585737830681516,13.338989712943023,41.350909451871615,15.012200456023592,40.52865378553937,14.141114099861435,40.257830228936996,14.35405465537979,41.49980043737307,15.067599680190918,44.376692710683955,12.924539989286389,42.812139079431475,16.16148931848271,41.856027520640836,13.531372315114293,44.589919329191176,16.54837474123721,43.548708406091905,14.015732585861098,46.54369101402444,17.251792907106758,44.90781631189542,16.738725343134643,47.7090496098608,18.789665420301148,50.69769834249901,22.565991251092658,52.431168710998335,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
14.252273079243524,35.82353079343725,13.285637061149103,38.396752915970055,14.932478418569984,37.86356997813355,14.12352982097023,37.47397787722731,14.2697054942391,38.55639482487858,14.598940004356548,41.66561847519813,12.82249227155528,39.82923077978245,15.975733541729966,39.14515368193663,13.190371124530651,41.53398860202397,16.198556151684805,41.07366437320156,13.274448787260768,43.65962116580953,16.607536997696357,42.81186012264756,15.41205996694448,45.025881470228576,16.765752565451013,48.60539304897582,20.85321596439004,51.24891675047869,13.709732138223545,11.027393241614591,83.54988933511595,11.027393241614591
